Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,107,1382,3,181,0,Dati della Protezione Civile del 23 Giugno 2022 ore 23:45
Basilicata,42,362,0,79,14,Dati della Protezione Civile del 23 Giugno 2022 ore 23:45
Calabria,144,978,7,183,0,Dati della Protezione Civile del 23 Giugno 2022 ore 23:45
Campania,342,3939,21,575,0,Dati della Protezione Civile del 23 Giugno 2022 ore 23:45
Emilia-Romagna,776,9001,28,889,0,Dati della Protezione Civile del 23 Giugno 2022 ore 23:45
Friuli Venezia Giulia,129,1277,6,175,0,Dati della Protezione Civile del 23 Giugno 2022 ore 23:45
Lazio,553,6421,50,943,243,Dati della Protezione Civile del 23 Giugno 2022 ore 23:45
Liguria,157,1635,3,218,12,Dati della Protezione Civile del 23 Giugno 2022 ore 23:45
Lombardia,689,10457,18,1810,0,Dati della Protezione Civile del 23 Giugno 2022 ore 23:45
Marche,80,983,3,230,49,Dati della Protezione Civile del 23 Giugno 2022 ore 23:45
Molise,13,176,2,39,26,Dati della Protezione Civile del 23 Giugno 2022 ore 23:45
P.A. Bolzano,50,500,1,100,20,Dati della Protezione Civile del 23 Giugno 2022 ore 23:45
P.A. Trento,32,517,0,90,0,Dati della Protezione Civile del 23 Giugno 2022 ore 23:45
Piemonte,252,6794,10,628,99,Dati della Protezione Civile del 23 Giugno 2022 ore 23:45
Puglia,226,2903,10,503,0,Dati della Protezione Civile del 23 Giugno 2022 ore 23:45
Sardegna,104,1602,8,204,16,Dati della Protezione Civile del 23 Giugno 2022 ore 23:45
Sicilia,635,3599,25,795,0,Dati della Protezione Civile del 23 Giugno 2022 ore 23:45
Toscana,287,5033,9,570,19,Dati della Protezione Civile del 23 Giugno 2022 ore 23:45
Umbria,117,662,1,86,41,Dati della Protezione Civile del 23 Giugno 2022 ore 23:45
Valle d'Aosta,11,85,0,13,21,Dati della Protezione Civile del 23 Giugno 2022 ore 23:45
Veneto,318,6000,11,1000,0,Dati della Protezione Civile del 23 Giugno 2022 ore 23:45
Italia,5064,64306,216,9311,560,Dati della Protezione Civile del 23 Giugno 2022 ore 23:45
