Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,2.756,224.389,118.440,9.246,509,0%,478,37,1010%,31,242,-1140%,Dati della Protezione Civile del 03 Febbraio 2022 ore 19:26
Basilicata,1.017,67.252,19.662,3.607,96,0%,92,17,450%,4,073,-2000%,Dati della Protezione Civile del 03 Febbraio 2022 ore 19:26
Calabria,2.215,176.029,41.839,2.249,426,1%,404,22,-150%,22,118,480%,Dati della Protezione Civile del 03 Febbraio 2022 ore 19:26
Campania,10.178,1.065.625,222.171,3.950,1.438,1%,1.354,24,070%,84,149,-670%,Dati della Protezione Civile del 03 Febbraio 2022 ore 19:26
Emilia-Romagna,12.012,1.080.696,257.725,5.806,2.671,1%,2.519,57,-600%,152,342,-130%,Dati della Protezione Civile del 03 Febbraio 2022 ore 19:26
Friuli Venezia Giulia,3.149,278.309,62.935,5.238,532,1%,495,41,-060%,37,308,-980%,Dati della Protezione Civile del 03 Febbraio 2022 ore 19:26
Lazio,11.612,916.661,281.077,4.905,2.296,1%,2.104,37,070%,192,335,-200%,Dati della Protezione Civile del 03 Febbraio 2022 ore 19:26
Liguria,3.177,308.085,47.544,3.131,727,2%,698,46,-110%,29,191,-650%,Dati della Protezione Civile del 03 Febbraio 2022 ore 19:26
Lombardia,14.989,2.179.557,320.342,3.209,3.117,1%,2.899,29,-240%,218,218,-480%,Dati della Protezione Civile del 03 Febbraio 2022 ore 19:26
Marche,4.607,276.506,25.394,1.695,395,2%,340,23,180%,55,367,-520%,Dati della Protezione Civile del 03 Febbraio 2022 ore 19:26
Molise,401,31.251,9.944,3.379,43,0%,41,14,250%,2,068,-3330%,Dati della Protezione Civile del 03 Febbraio 2022 ore 19:26
P.A. Bolzano,1.486,168.350,20.263,3.788,124,1%,113,21,-340%,11,206,-1540%,Dati della Protezione Civile del 03 Febbraio 2022 ore 19:26
P.A. Trento,1.136,126.979,17.073,3.149,176,1%,154,28,200%,22,406,000%,Dati della Protezione Civile del 03 Febbraio 2022 ore 19:26
Piemonte,6.912,899.251,118.222,2.765,2.107,2%,1.991,47,-240%,116,271,-720%,Dati della Protezione Civile del 03 Febbraio 2022 ore 19:26
Puglia,7.130,625.175,117.251,2.981,743,1%,683,17,060%,60,153,-160%,Dati della Protezione Civile del 03 Febbraio 2022 ore 19:26
Sardegna,1.564,129.065,23.533,1.480,406,2%,376,24,-030%,30,189,-630%,Dati della Protezione Civile del 03 Febbraio 2022 ore 19:26
Sicilia,6.452,646.799,258.176,5.341,1.607,1%,1.467,30,020%,140,290,-540%,Dati della Protezione Civile del 03 Febbraio 2022 ore 19:26
Toscana,8.175,765.116,137.914,3.735,1.449,1%,1.351,37,-050%,98,265,100%,Dati della Protezione Civile del 03 Febbraio 2022 ore 19:26
Umbria,1.672,160.608,22.066,2.550,230,1%,221,26,090%,9,104,000%,Dati della Protezione Civile del 03 Febbraio 2022 ore 19:26
Valle d'Aosta,149,29.754,3.769,3.037,61,2%,56,45,-180%,5,403,000%,Dati della Protezione Civile del 03 Febbraio 2022 ore 19:26
Veneto,11.902,1.193.244,202.890,4.166,1.628,1%,1.488,31,-030%,140,287,-600%,Dati della Protezione Civile del 03 Febbraio 2022 ore 19:26
Italia,112.691,11.348.701,2.328.230,3.930,20.781,1%,19.324,33,-120%,1.457,246,-440%,Dati della Protezione Civile del 03 Febbraio 2022 ore 19:26
