Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,40,73.744,5.824,450,193,3%,176,14,-380%,17,131,000%,Dati della Protezione Civile del 25 Maggio 2021 ore 18:04
Basilicata,50,26.069,4.326,782,86,2%,81,15,380%,5,090,-1670%,Dati della Protezione Civile del 25 Maggio 2021 ore 18:04
Calabria,113,66.064,10.598,560,303,3%,281,15,-070%,22,116,-2410%,Dati della Protezione Civile del 25 Maggio 2021 ore 18:04
Campania,410,416.776,70.423,1.233,942,1%,861,15,-600%,81,142,-240%,Dati della Protezione Civile del 25 Maggio 2021 ore 18:04
Emilia-Romagna,161,382.544,17.822,399,846,5%,730,16,-430%,116,260,-570%,Dati della Protezione Civile del 25 Maggio 2021 ore 18:04
Friuli Venezia Giulia,34,106.804,5.137,426,65,1%,56,5,-340%,9,075,000%,Dati della Protezione Civile del 25 Maggio 2021 ore 18:04
Lazio,308,340.212,25.151,437,1.361,5%,1.176,20,-350%,185,321,-460%,Dati della Protezione Civile del 25 Maggio 2021 ore 18:04
Liguria,47,102.405,1.558,102,205,13%,164,11,-1090%,41,269,250%,Dati della Protezione Civile del 25 Maggio 2021 ore 18:04
Lombardia,505,831.841,34.578,345,1.725,5%,1.453,14,-140%,272,271,-420%,Dati della Protezione Civile del 25 Maggio 2021 ore 18:04
Marche,77,102.079,4.472,296,187,4%,151,10,-1070%,36,238,000%,Dati della Protezione Civile del 25 Maggio 2021 ore 18:04
Molise,1,13.552,183,61,19,10%,15,5,000%,4,133,-2000%,Dati della Protezione Civile del 25 Maggio 2021 ore 18:04
P.A. Bolzano,16,72.621,736,138,19,3%,15,3,000%,4,075,000%,Dati della Protezione Civile del 25 Maggio 2021 ore 18:04
P.A. Trento,24,45.222,587,108,47,8%,33,6,-830%,14,257,-670%,Dati della Protezione Civile del 25 Maggio 2021 ore 18:04
Piemonte,274,358.839,7.201,167,902,13%,808,19,-290%,94,218,-690%,Dati della Protezione Civile del 25 Maggio 2021 ore 18:04
Puglia,314,249.143,30.633,775,847,3%,759,19,-610%,88,223,-740%,Dati della Protezione Civile del 25 Maggio 2021 ore 18:04
Sardegna,28,56.477,13.181,818,196,1%,167,10,-920%,29,180,000%,Dati della Protezione Civile del 25 Maggio 2021 ore 18:04
Sicilia,372,223.642,12.604,259,668,5%,575,12,-430%,93,191,-510%,Dati della Protezione Civile del 25 Maggio 2021 ore 18:04
Toscana,215,239.934,10.426,282,702,7%,568,15,-660%,134,363,080%,Dati della Protezione Civile del 25 Maggio 2021 ore 18:04
Umbria,55,56.166,1.916,220,90,5%,77,9,-490%,13,149,000%,Dati della Protezione Civile del 25 Maggio 2021 ore 18:04
Valle d'Aosta,21,11.525,258,206,11,4%,11,9,-2670%,0,000,000%,Dati della Protezione Civile del 25 Maggio 2021 ore 18:04
Veneto,159,422.233,10.531,216,466,4%,400,8,-680%,66,135,-290%,Dati della Protezione Civile del 25 Maggio 2021 ore 18:04
Italia,3.224,4.197.892,268.145,450,9.880,4%,8.557,14,-440%,1.323,222,-430%,Dati della Protezione Civile del 25 Maggio 2021 ore 18:04
