Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,174,72.090,8.162,625,349,4%,320,25,-450%,29,222,-330%,Dati della Protezione Civile del 06 Maggio 2021 ore 18:42
Basilicata,140,24.645,6.182,1.110,164,3%,154,28,-380%,10,180,2500%,Dati della Protezione Civile del 06 Maggio 2021 ore 18:42
Calabria,343,61.854,13.652,709,464,3%,426,22,-140%,38,197,-260%,Dati della Protezione Civile del 06 Maggio 2021 ore 18:42
Campania,1.503,400.334,87.331,1.509,1.556,2%,1.433,25,-180%,123,213,080%,Dati della Protezione Civile del 06 Maggio 2021 ore 18:42
Emilia-Romagna,824,373.632,39.515,885,1.670,4%,1.466,33,-520%,204,457,-420%,Dati della Protezione Civile del 06 Maggio 2021 ore 18:42
Friuli Venezia Giulia,80,105.841,6.732,556,214,3%,183,15,-520%,31,256,-610%,Dati della Protezione Civile del 06 Maggio 2021 ore 18:42
Lazio,1.007,329.118,38.791,661,2.272,6%,2.007,34,-230%,265,452,000%,Dati della Protezione Civile del 06 Maggio 2021 ore 18:42
Liguria,201,100.528,4.545,295,496,11%,439,28,-520%,57,369,-810%,Dati della Protezione Civile del 06 Maggio 2021 ore 18:42
Lombardia,2.151,813.745,48.052,476,3.585,7%,3.072,30,-360%,513,508,-120%,Dati della Protezione Civile del 06 Maggio 2021 ore 18:42
Marche,282,98.919,5.755,379,438,8%,373,25,-460%,65,428,-440%,Dati della Protezione Civile del 06 Maggio 2021 ore 18:42
Molise,11,13.355,515,170,35,7%,29,10,000%,6,199,-3330%,Dati della Protezione Civile del 06 Maggio 2021 ore 18:42
P.A. Bolzano,62,71.583,1.200,226,49,4%,43,8,-650%,6,113,-1430%,Dati della Protezione Civile del 06 Maggio 2021 ore 18:42
P.A. Trento,69,44.351,967,178,83,9%,67,12,310%,16,295,-1580%,Dati della Protezione Civile del 06 Maggio 2021 ore 18:42
Piemonte,903,349.807,14.057,324,1.982,14%,1.820,42,-400%,162,373,-740%,Dati della Protezione Civile del 06 Maggio 2021 ore 18:42
Puglia,877,240.192,45.475,1.135,1.714,4%,1.512,38,-230%,202,504,410%,Dati della Protezione Civile del 06 Maggio 2021 ore 18:42
Sardegna,128,55.274,15.996,981,360,2%,319,20,-560%,41,251,-1090%,Dati della Protezione Civile del 06 Maggio 2021 ore 18:42
Sicilia,1.202,213.879,23.878,481,1.212,5%,1.063,21,-520%,149,300,-200%,Dati della Protezione Civile del 06 Maggio 2021 ore 18:42
Toscana,861,231.145,18.668,501,1.415,8%,1.190,32,-230%,225,604,-170%,Dati della Protezione Civile del 06 Maggio 2021 ore 18:42
Umbria,99,54.966,2.684,305,162,6%,140,16,-410%,22,250,-830%,Dati della Protezione Civile del 06 Maggio 2021 ore 18:42
Valle d'Aosta,40,11.118,610,486,39,6%,31,25,-1620%,8,637,-1110%,Dati della Protezione Civile del 06 Maggio 2021 ore 18:42
Veneto,850,415.822,20.035,408,916,5%,780,16,-870%,136,277,-620%,Dati della Protezione Civile del 06 Maggio 2021 ore 18:42
Italia,11.807,4.082.198,402.802,669,19.175,5%,16.867,28,-370%,2.308,383,-250%,Dati della Protezione Civile del 06 Maggio 2021 ore 18:42
