Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,109,1382,3,181,0,Dati della Protezione Civile del 22 Giugno 2022 ore 23:45
Basilicata,40,362,0,79,14,Dati della Protezione Civile del 22 Giugno 2022 ore 23:45
Calabria,146,978,5,183,0,Dati della Protezione Civile del 22 Giugno 2022 ore 23:45
Campania,300,3939,15,575,0,Dati della Protezione Civile del 22 Giugno 2022 ore 23:45
Emilia-Romagna,757,9001,29,889,0,Dati della Protezione Civile del 22 Giugno 2022 ore 23:45
Friuli Venezia Giulia,118,1277,7,175,0,Dati della Protezione Civile del 22 Giugno 2022 ore 23:45
Lazio,543,6421,55,943,243,Dati della Protezione Civile del 22 Giugno 2022 ore 23:45
Liguria,158,1635,4,218,12,Dati della Protezione Civile del 22 Giugno 2022 ore 23:45
Lombardia,675,10457,18,1810,0,Dati della Protezione Civile del 22 Giugno 2022 ore 23:45
Marche,81,983,4,230,49,Dati della Protezione Civile del 22 Giugno 2022 ore 23:45
Molise,11,176,2,39,26,Dati della Protezione Civile del 22 Giugno 2022 ore 23:45
P.A. Bolzano,50,500,1,100,20,Dati della Protezione Civile del 22 Giugno 2022 ore 23:45
P.A. Trento,29,517,0,90,0,Dati della Protezione Civile del 22 Giugno 2022 ore 23:45
Piemonte,251,6794,7,628,99,Dati della Protezione Civile del 22 Giugno 2022 ore 23:45
Puglia,235,2903,11,503,0,Dati della Protezione Civile del 22 Giugno 2022 ore 23:45
Sardegna,109,1602,8,204,16,Dati della Protezione Civile del 22 Giugno 2022 ore 23:45
Sicilia,628,3597,24,795,0,Dati della Protezione Civile del 22 Giugno 2022 ore 23:45
Toscana,287,5033,9,570,15,Dati della Protezione Civile del 22 Giugno 2022 ore 23:45
Umbria,116,662,1,86,41,Dati della Protezione Civile del 22 Giugno 2022 ore 23:45
Valle d'Aosta,11,85,1,13,21,Dati della Protezione Civile del 22 Giugno 2022 ore 23:45
Veneto,293,6000,12,1000,0,Dati della Protezione Civile del 22 Giugno 2022 ore 23:45
Italia,4947,64304,216,9311,556,Dati della Protezione Civile del 22 Giugno 2022 ore 23:45
