Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPIA INTENSIVA,fonte
Abruzzo,526,545.149,27.619,2.156,118,0%,115,9,-800%,3,023,-2500%,Dati della Protezione Civile del 09 Settembre 2022 ore 23:45
Basilicata,151,180.626,6.819,1.251,27,0%,26,5,-1330%,1,018,000%,Dati della Protezione Civile del 09 Settembre 2022 ore 23:45
Calabria,591,545.525,48.326,2.597,158,0%,152,8,-560%,6,032,-1430%,Dati della Protezione Civile del 09 Settembre 2022 ore 23:45
Campania,1.391,2.197.317,88.154,1.567,277,0%,266,5,-260%,11,020,-830%,Dati della Protezione Civile del 09 Settembre 2022 ore 23:45
Emilia-Romagna,1.353,1.833.543,15.912,358,766,5%,741,17,-070%,25,056,-380%,Dati della Protezione Civile del 09 Settembre 2022 ore 23:45
Friuli Venezia Giulia,407,479.703,5.224,435,131,3%,128,11,160%,3,025,-2500%,Dati della Protezione Civile del 09 Settembre 2022 ore 23:45
Lazio,1.385,2.031.686,44.645,779,489,1%,452,8,-640%,37,065,-260%,Dati della Protezione Civile del 09 Settembre 2022 ore 23:45
Liguria,410,564.453,4.941,325,155,3%,152,10,-260%,3,020,5000%,Dati della Protezione Civile del 09 Settembre 2022 ore 23:45
Lombardia,2.420,3.495.958,35.012,351,509,1%,496,5,-100%,13,013,-1330%,Dati della Protezione Civile del 09 Settembre 2022 ore 23:45
Marche,455,609.444,4.769,318,64,1%,62,4,-1010%,2,013,000%,Dati della Protezione Civile del 09 Settembre 2022 ore 23:45
Molise,95,88.388,4.078,1.386,9,0%,7,2,-1250%,2,068,000%,Dati della Protezione Civile del 09 Settembre 2022 ore 23:45
P.A. Bolzano,209,256.765,1.761,329,30,2%,29,5,1600%,1,019,000%,Dati della Protezione Civile del 09 Settembre 2022 ore 23:45
P.A. Trento,234,206.119,2.148,396,39,2%,38,7,-730%,1,018,000%,Dati della Protezione Civile del 09 Settembre 2022 ore 23:45
Piemonte,1.014,1.439.914,31.560,738,246,1%,241,6,-280%,5,012,-1670%,Dati della Protezione Civile del 09 Settembre 2022 ore 23:45
Puglia,773,1.461.174,12.024,306,174,1%,166,4,-670%,8,020,000%,Dati della Protezione Civile del 09 Settembre 2022 ore 23:45
Sardegna,297,442.335,6.930,436,82,1%,77,5,-490%,5,031,2500%,Dati della Protezione Civile del 09 Settembre 2022 ore 23:45
Sicilia,994,1.630.009,42.735,884,289,1%,263,5,-610%,26,054,-370%,Dati della Protezione Civile del 09 Settembre 2022 ore 23:45
Toscana,753,1.383.576,79.407,2.150,197,0%,193,5,-250%,4,011,-2000%,Dati della Protezione Civile del 09 Settembre 2022 ore 23:45
Umbria,267,368.064,2.805,324,117,4%,116,13,000%,1,012,-6670%,Dati della Protezione Civile del 09 Settembre 2022 ore 23:45
Valle d'Aosta,37,43.905,633,510,3,0%,3,2,20000%,0,000,000%,Dati della Protezione Civile del 09 Settembre 2022 ore 23:45
Veneto,1.781,2.216.501,37.309,766,309,1%,294,6,-330%,15,031,-1180%,Dati della Protezione Civile del 09 Settembre 2022 ore 23:45
Italia,15.543,22.020.154,502.811,849,4.189,1%,4.017,7,-320%,172,029,-700%,Dati della Protezione Civile del 09 Settembre 2022 ore 23:45
