Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,309,1382,17,181,14,Dati della Protezione Civile del 06 Aprile 2022 ore 19:34
Basilicata,102,379,1,79,13,Dati della Protezione Civile del 06 Aprile 2022 ore 19:34
Calabria,347,1073,21,198,0,Dati della Protezione Civile del 06 Aprile 2022 ore 19:34
Campania,725,4116,31,581,0,Dati della Protezione Civile del 06 Aprile 2022 ore 19:34
Emilia-Romagna,1222,9001,38,889,0,Dati della Protezione Civile del 06 Aprile 2022 ore 19:34
Friuli Venezia Giulia,135,1277,5,175,0,Dati della Protezione Civile del 06 Aprile 2022 ore 19:34
Lazio,1152,6421,81,943,243,Dati della Protezione Civile del 06 Aprile 2022 ore 19:34
Liguria,245,1641,8,219,12,Dati della Protezione Civile del 06 Aprile 2022 ore 19:34
Lombardia,1144,10457,35,1810,0,Dati della Protezione Civile del 06 Aprile 2022 ore 19:34
Marche,235,1013,10,256,53,Dati della Protezione Civile del 06 Aprile 2022 ore 19:34
Molise,30,176,0,39,26,Dati della Protezione Civile del 06 Aprile 2022 ore 19:34
P.A. Bolzano,47,500,3,100,20,Dati della Protezione Civile del 06 Aprile 2022 ore 19:34
P.A. Trento,55,517,3,90,0,Dati della Protezione Civile del 06 Aprile 2022 ore 19:34
Piemonte,622,6794,26,628,99,Dati della Protezione Civile del 06 Aprile 2022 ore 19:34
Puglia,688,2923,36,503,0,Dati della Protezione Civile del 06 Aprile 2022 ore 19:34
Sardegna,323,1602,24,204,16,Dati della Protezione Civile del 06 Aprile 2022 ore 19:34
Sicilia,1001,3757,56,849,0,Dati della Protezione Civile del 06 Aprile 2022 ore 19:34
Toscana,881,5033,43,570,10,Dati della Protezione Civile del 06 Aprile 2022 ore 19:34
Umbria,279,662,3,86,41,Dati della Protezione Civile del 06 Aprile 2022 ore 19:34
Valle d'Aosta,21,163,0,34,0,Dati della Protezione Civile del 06 Aprile 2022 ore 19:34
Veneto,601,6000,25,1000,0,Dati della Protezione Civile del 06 Aprile 2022 ore 19:34
Italia,10164,64887,466,9434,547,Dati della Protezione Civile del 06 Aprile 2022 ore 19:34
