Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,633,1486,81,205,0,Dati della Protezione Civile del 01 Marzo 2021 ore 19:17
Basilicata,87,473,9,95,25,Dati della Protezione Civile del 01 Marzo 2021 ore 19:17
Calabria,196,929,19,152,25,Dati della Protezione Civile del 01 Marzo 2021 ore 19:17
Campania,1337,4154,140,620,36,Dati della Protezione Civile del 01 Marzo 2021 ore 19:17
Emilia-Romagna,2375,6126,236,757,0,Dati della Protezione Civile del 01 Marzo 2021 ore 19:17
Friuli Venezia Giulia,373,1277,62,175,0,Dati della Protezione Civile del 01 Marzo 2021 ore 19:17
Lazio,1840,6421,223,943,193,Dati della Protezione Civile del 01 Marzo 2021 ore 19:17
Liguria,517,1795,54,216,18,Dati della Protezione Civile del 01 Marzo 2021 ore 19:17
Lombardia,4224,10700,441,1416,114,Dati della Protezione Civile del 01 Marzo 2021 ore 19:17
Marche,575,1176,74,233,40,Dati della Protezione Civile del 01 Marzo 2021 ore 19:17
Molise,98,221,19,39,0,Dati della Protezione Civile del 01 Marzo 2021 ore 19:17
P.A. Bolzano,218,546,31,100,0,Dati della Protezione Civile del 01 Marzo 2021 ore 19:17
P.A. Trento,190,584,42,90,15,Dati della Protezione Civile del 01 Marzo 2021 ore 19:17
Piemonte,2043,5824,175,628,99,Dati della Protezione Civile del 01 Marzo 2021 ore 19:17
Puglia,1255,3623,167,569,80,Dati della Protezione Civile del 01 Marzo 2021 ore 19:17
Sardegna,210,1602,19,208,35,Dati della Protezione Civile del 01 Marzo 2021 ore 19:17
Sicilia,726,3924,132,834,196,Dati della Protezione Civile del 01 Marzo 2021 ore 19:17
Toscana,950,5033,172,577,23,Dati della Protezione Civile del 01 Marzo 2021 ore 19:17
Umbria,445,852,79,141,2,Dati della Protezione Civile del 01 Marzo 2021 ore 19:17
Valle d'Aosta,14,227,2,20,12,Dati della Protezione Civile del 01 Marzo 2021 ore 19:17
Veneto,806,6000,112,1000,0,Dati della Protezione Civile del 01 Marzo 2021 ore 19:17
Italia,19112,62973,2289,9018,913,Dati della Protezione Civile del 01 Marzo 2021 ore 19:17
