Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,2.372,142.916,50.417,3.936,339,1%,314,25,790%,25,195,-740%,Dati della Protezione Civile del 10 Gennaio 2022 ore 18:30
Basilicata,302,43.595,10.654,1.954,74,1%,72,13,430%,2,037,000%,Dati della Protezione Civile del 10 Gennaio 2022 ore 18:30
Calabria,1.616,128.900,28.524,1.533,416,1%,382,21,110%,34,183,000%,Dati della Protezione Civile del 10 Gennaio 2022 ore 18:30
Campania,13.107,702.562,164.928,2.932,1.162,1%,1.085,19,520%,77,137,130%,Dati della Protezione Civile del 10 Gennaio 2022 ore 18:30
Emilia-Romagna,14.194,691.118,212.099,4.778,2.194,1%,2.043,46,590%,151,340,270%,Dati della Protezione Civile del 10 Gennaio 2022 ore 18:30
Friuli Venezia Giulia,1.601,183.155,34.879,2.903,395,1%,354,29,260%,41,341,1080%,Dati della Protezione Civile del 10 Gennaio 2022 ore 18:30
Lazio,9.440,620.145,171.761,2.997,1.715,1%,1.518,26,500%,197,344,150%,Dati della Protezione Civile del 10 Gennaio 2022 ore 18:30
Liguria,2.204,184.696,16.563,1.091,740,4%,697,46,640%,43,283,-650%,Dati della Protezione Civile del 10 Gennaio 2022 ore 18:30
Lombardia,17.581,1.554.778,519.212,5.202,3.245,1%,2.999,30,390%,246,246,080%,Dati della Protezione Civile del 10 Gennaio 2022 ore 18:30
Marche,879,161.283,10.888,727,304,3%,247,16,-310%,57,380,560%,Dati della Protezione Civile del 10 Gennaio 2022 ore 18:30
Molise,393,20.191,4.692,1.594,30,1%,28,10,000%,2,068,000%,Dati della Protezione Civile del 10 Gennaio 2022 ore 18:30
P.A. Bolzano,1.135,112.230,11.732,2.193,97,1%,79,15,130%,18,337,000%,Dati della Protezione Civile del 10 Gennaio 2022 ore 18:30
P.A. Trento,1.164,79.910,21.122,3.896,137,1%,110,20,580%,27,498,380%,Dati della Protezione Civile del 10 Gennaio 2022 ore 18:30
Piemonte,8.571,605.597,144.421,3.378,1.985,1%,1.845,43,700%,140,327,-340%,Dati della Protezione Civile del 10 Gennaio 2022 ore 18:30
Puglia,2.813,356.196,64.281,1.634,489,1%,444,11,370%,45,114,1250%,Dati della Protezione Civile del 10 Gennaio 2022 ore 18:30
Sardegna,1.792,99.264,16.684,1.049,218,1%,191,12,000%,27,170,800%,Dati della Protezione Civile del 10 Gennaio 2022 ore 18:30
Sicilia,7.803,457.153,118.640,2.454,1.303,1%,1.160,24,330%,143,296,360%,Dati della Protezione Civile del 10 Gennaio 2022 ore 18:30
Toscana,5.790,504.726,173.897,4.709,1.197,1%,1.084,29,460%,113,306,-170%,Dati della Protezione Civile del 10 Gennaio 2022 ore 18:30
Umbria,1.063,114.089,33.855,3.912,216,1%,205,24,410%,11,127,-1540%,Dati della Protezione Civile del 10 Gennaio 2022 ore 18:30
Valle d'Aosta,450,20.594,5.149,4.149,52,1%,46,37,220%,6,484,000%,Dati della Protezione Civile del 10 Gennaio 2022 ore 18:30
Veneto,7.492,771.246,190.199,3.906,1.638,1%,1.437,30,210%,201,413,-240%,Dati della Protezione Civile del 10 Gennaio 2022 ore 18:30
Italia,101.762,7.554.344,2.004.597,3.384,17.946,1%,16.340,28,440%,1.606,271,070%,Dati della Protezione Civile del 10 Gennaio 2022 ore 18:30
