Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,309,1382,13,181,14,Dati della Protezione Civile del 04 Aprile 2022 ore 19:11
Basilicata,100,379,1,79,13,Dati della Protezione Civile del 04 Aprile 2022 ore 19:11
Calabria,364,1073,20,198,0,Dati della Protezione Civile del 04 Aprile 2022 ore 19:11
Campania,729,4111,35,581,0,Dati della Protezione Civile del 04 Aprile 2022 ore 19:11
Emilia-Romagna,1239,9001,27,889,0,Dati della Protezione Civile del 04 Aprile 2022 ore 19:11
Friuli Venezia Giulia,144,1277,7,175,0,Dati della Protezione Civile del 04 Aprile 2022 ore 19:11
Lazio,1197,6421,73,943,243,Dati della Protezione Civile del 04 Aprile 2022 ore 19:11
Liguria,254,1641,9,219,12,Dati della Protezione Civile del 04 Aprile 2022 ore 19:11
Lombardia,1107,10457,45,1810,0,Dati della Protezione Civile del 04 Aprile 2022 ore 19:11
Marche,245,1020,10,256,53,Dati della Protezione Civile del 04 Aprile 2022 ore 19:11
Molise,27,176,0,39,26,Dati della Protezione Civile del 04 Aprile 2022 ore 19:11
P.A. Bolzano,61,500,4,100,20,Dati della Protezione Civile del 04 Aprile 2022 ore 19:11
P.A. Trento,64,517,4,90,0,Dati della Protezione Civile del 04 Aprile 2022 ore 19:11
Piemonte,625,6794,31,628,99,Dati della Protezione Civile del 04 Aprile 2022 ore 19:11
Puglia,682,2923,40,503,0,Dati della Protezione Civile del 04 Aprile 2022 ore 19:11
Sardegna,328,1602,25,204,16,Dati della Protezione Civile del 04 Aprile 2022 ore 19:11
Sicilia,1013,3761,61,851,0,Dati della Protezione Civile del 04 Aprile 2022 ore 19:11
Toscana,891,5033,43,570,13,Dati della Protezione Civile del 04 Aprile 2022 ore 19:11
Umbria,266,662,3,86,41,Dati della Protezione Civile del 04 Aprile 2022 ore 19:11
Valle d'Aosta,27,163,0,34,0,Dati della Protezione Civile del 04 Aprile 2022 ore 19:11
Veneto,569,6000,32,1000,0,Dati della Protezione Civile del 04 Aprile 2022 ore 19:11
Italia,10241,64893,483,9436,550,Dati della Protezione Civile del 04 Aprile 2022 ore 19:11
