Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,42,86.166,3.719,287,99,3%,91,7,340%,8,062,000%,Dati della Protezione Civile del 22 Novembre 2021 ore 19:52
Basilicata,1,31.300,946,171,23,2%,21,4,-450%,2,036,10000%,Dati della Protezione Civile del 22 Novembre 2021 ore 19:52
Calabria,123,91.082,3.842,203,131,3%,119,6,630%,12,063,910%,Dati della Protezione Civile del 22 Novembre 2021 ore 19:52
Campania,591,482.928,14.574,255,313,2%,289,5,-170%,24,042,-770%,Dati della Protezione Civile del 22 Novembre 2021 ore 19:52
Emilia-Romagna,991,446.463,14.826,332,614,4%,557,12,670%,57,128,960%,Dati della Protezione Civile del 22 Novembre 2021 ore 19:52
Friuli Venezia Giulia,298,126.482,6.132,508,249,4%,223,18,370%,26,216,000%,Dati della Protezione Civile del 22 Novembre 2021 ore 19:52
Lazio,940,413.157,15.157,263,740,5%,656,11,310%,84,146,120%,Dati della Protezione Civile del 22 Novembre 2021 ore 19:52
Liguria,137,119.419,3.152,207,136,4%,118,8,440%,18,118,-530%,Dati della Protezione Civile del 22 Novembre 2021 ore 19:52
Lombardia,662,916.665,22.523,225,751,3%,686,7,300%,65,065,660%,Dati della Protezione Civile del 22 Novembre 2021 ore 19:52
Marche,93,120.777,3.784,250,91,2%,68,4,000%,23,152,2110%,Dati della Protezione Civile del 22 Novembre 2021 ore 19:52
Molise,8,15.023,341,113,10,3%,9,3,1250%,1,033,000%,Dati della Protezione Civile del 22 Novembre 2021 ore 19:52
P.A. Bolzano,244,84.743,4.595,863,88,2%,79,15,000%,9,169,1250%,Dati della Protezione Civile del 22 Novembre 2021 ore 19:52
P.A. Trento,71,50.983,1.164,213,57,5%,51,9,2440%,6,110,000%,Dati della Protezione Civile del 22 Novembre 2021 ore 19:52
Piemonte,372,393.506,7.757,180,367,5%,337,8,770%,30,070,1110%,Dati della Protezione Civile del 22 Novembre 2021 ore 19:52
Puglia,86,277.466,3.922,99,166,4%,149,4,280%,17,043,630%,Dati della Protezione Civile del 22 Novembre 2021 ore 19:52
Sardegna,39,77.896,2.270,141,64,3%,52,3,200%,12,074,2000%,Dati della Protezione Civile del 22 Novembre 2021 ore 19:52
Sicilia,514,319.025,10.778,221,393,4%,352,7,380%,41,084,250%,Dati della Protezione Civile del 22 Novembre 2021 ore 19:52
Toscana,308,297.716,8.125,220,299,4%,255,7,080%,44,119,1280%,Dati della Protezione Civile del 22 Novembre 2021 ore 19:52
Umbria,6,66.872,1.632,188,54,3%,48,6,000%,6,069,2000%,Dati della Protezione Civile del 22 Novembre 2021 ore 19:52
Valle d'Aosta,8,12.751,401,321,7,2%,6,5,-1430%,1,080,000%,Dati della Protezione Civile del 22 Novembre 2021 ore 19:52
Veneto,870,501.671,21.874,448,404,2%,341,7,490%,63,129,330%,Dati della Protezione Civile del 22 Novembre 2021 ore 19:52
Italia,6.404,4.932.091,151.514,254,5.056,3%,4.507,8,370%,549,092,560%,Dati della Protezione Civile del 22 Novembre 2021 ore 19:52
