Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,3.926,110.499,20.777,1.617,200,1%,179,14,060%,21,163,500%,Dati della Protezione Civile del 01 Gennaio 2022 ore 22:20
Basilicata,842,37.137,5.372,981,66,1%,65,12,160%,1,018,000%,Dati della Protezione Civile del 01 Gennaio 2022 ore 22:20
Calabria,1.230,112.976,17.026,907,336,2%,308,16,-130%,28,149,000%,Dati della Protezione Civile del 01 Gennaio 2022 ore 22:20
Campania,13.888,597.150,90.389,1.591,741,1%,686,12,160%,55,097,1460%,Dati della Protezione Civile del 01 Gennaio 2022 ore 22:20
Emilia-Romagna,12.255,549.175,88.866,1.999,1.483,2%,1.359,31,100%,124,279,690%,Dati della Protezione Civile del 01 Gennaio 2022 ore 22:20
Friuli Venezia Giulia,2.331,158.419,13.848,1.155,303,2%,275,23,-420%,28,234,000%,Dati della Protezione Civile del 01 Gennaio 2022 ore 22:20
Lazio,12.345,517.619,83.481,1.459,1.307,2%,1.154,20,-070%,153,267,-060%,Dati della Protezione Civile del 01 Gennaio 2022 ore 22:20
Liguria,2.432,151.492,13.432,890,542,4%,494,33,250%,48,318,210%,Dati della Protezione Civile del 01 Gennaio 2022 ore 22:20
Lombardia,37.270,1.254.634,284.897,2.858,2.167,1%,1.945,20,460%,222,223,050%,Dati della Protezione Civile del 01 Gennaio 2022 ore 22:20
Marche,1.619,147.083,7.761,517,270,3%,223,15,140%,47,313,1190%,Dati della Protezione Civile del 01 Gennaio 2022 ore 22:20
Molise,429,17.109,1.751,590,20,1%,19,6,-500%,1,034,000%,Dati della Protezione Civile del 01 Gennaio 2022 ore 22:20
P.A. Bolzano,711,101.608,5.426,1.017,89,2%,72,13,-1110%,17,319,000%,Dati della Protezione Civile del 01 Gennaio 2022 ore 22:20
P.A. Trento,1.394,64.329,8.267,1.518,124,1%,104,19,-100%,20,367,530%,Dati della Protezione Civile del 01 Gennaio 2022 ore 22:20
Piemonte,7.450,502.219,78.540,1.838,1.350,2%,1.242,29,160%,108,253,090%,Dati della Protezione Civile del 01 Gennaio 2022 ore 22:20
Puglia,3.000,312.157,27.367,697,309,1%,278,7,070%,31,079,000%,Dati della Protezione Civile del 01 Gennaio 2022 ore 22:20
Sardegna,891,89.125,8.662,542,157,2%,142,9,-270%,15,094,-630%,Dati della Protezione Civile del 01 Gennaio 2022 ore 22:20
Sicilia,5.764,378.368,47.765,987,870,2%,768,16,250%,102,211,410%,Dati della Protezione Civile del 01 Gennaio 2022 ore 22:20
Toscana,14.994,396.593,88.876,2.423,734,1%,653,18,270%,81,221,660%,Dati della Protezione Civile del 01 Gennaio 2022 ore 22:20
Umbria,3.838,92.680,22.824,2.639,141,1%,133,15,900%,8,092,-1110%,Dati della Protezione Civile del 01 Gennaio 2022 ore 22:20
Valle d'Aosta,383,16.574,2.479,2.001,35,1%,32,26,-590%,3,242,000%,Dati della Protezione Civile del 01 Gennaio 2022 ore 22:20
Veneto,14.270,659.993,103.891,2.141,1.318,1%,1.134,23,-330%,184,379,340%,Dati della Protezione Civile del 01 Gennaio 2022 ore 22:20
Italia,141.262,6.266.939,1.021.697,1.724,12.562,1%,11.265,19,100%,1.297,219,290%,Dati della Protezione Civile del 01 Gennaio 2022 ore 22:20
