Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPIA INTENSIVA,fonte
Abruzzo,1.483,391.588,30.602,2.389,293,1%,285,22,-240%,8,062,-1110%,Dati della Protezione Civile del 12 Maggio 2022 ore 18:33
Basilicata,400,133.101,29.052,5.329,94,0%,91,17,000%,3,055,5000%,Dati della Protezione Civile del 12 Maggio 2022 ore 18:33
Calabria,1.212,374.647,70.316,3.779,226,0%,215,12,-270%,11,059,1000%,Dati della Protezione Civile del 12 Maggio 2022 ore 18:33
Campania,4.733,1.660.375,150.754,2.680,668,0%,633,11,-380%,35,062,290%,Dati della Protezione Civile del 12 Maggio 2022 ore 18:33
Emilia-Romagna,3.578,1.449.920,41.460,934,1.224,3%,1.193,27,-200%,31,070,-610%,Dati della Protezione Civile del 12 Maggio 2022 ore 18:33
Friuli Venezia Giulia,798,371.718,23.364,1.945,166,1%,157,13,060%,9,075,000%,Dati della Protezione Civile del 12 Maggio 2022 ore 18:33
Lazio,3.829,1.528.501,146.262,2.552,911,1%,861,15,-480%,50,087,640%,Dati della Protezione Civile del 12 Maggio 2022 ore 18:33
Liguria,987,438.795,13.116,864,238,2%,227,15,-660%,11,072,-830%,Dati della Protezione Civile del 12 Maggio 2022 ore 18:33
Lombardia,6.092,2.831.859,136.409,1.367,1.023,1%,988,10,-540%,35,035,-540%,Dati della Protezione Civile del 12 Maggio 2022 ore 18:33
Marche,1.317,460.176,5.876,392,121,2%,118,8,-1190%,3,020,000%,Dati della Protezione Civile del 12 Maggio 2022 ore 18:33
Molise,283,63.243,8.204,2.788,29,0%,27,9,000%,2,068,000%,Dati della Protezione Civile del 12 Maggio 2022 ore 18:33
P.A. Bolzano,346,214.673,3.347,626,52,2%,52,10,830%,0,000,-10000%,Dati della Protezione Civile del 12 Maggio 2022 ore 18:33
P.A. Trento,326,164.617,3.034,560,61,2%,58,11,-1080%,3,055,5000%,Dati della Protezione Civile del 12 Maggio 2022 ore 18:33
Piemonte,1.612,1.171.535,37.622,880,629,2%,612,14,-240%,17,040,-560%,Dati della Protezione Civile del 12 Maggio 2022 ore 18:33
Puglia,2.880,1.102.284,91.438,2.324,524,1%,498,13,-140%,26,066,-710%,Dati della Protezione Civile del 12 Maggio 2022 ore 18:33
Sardegna,1.272,294.931,23.958,1.507,262,1%,251,16,-350%,11,069,1000%,Dati della Protezione Civile del 12 Maggio 2022 ore 18:33
Sicilia,980,1.148.469,97.986,2.027,717,1%,683,14,-190%,34,070,630%,Dati della Protezione Civile del 12 Maggio 2022 ore 18:33
Toscana,2.357,1.124.848,41.072,1.112,507,1%,491,13,-260%,16,043,-2000%,Dati della Protezione Civile del 12 Maggio 2022 ore 18:33
Umbria,828,277.339,10.265,1.186,213,2%,209,24,000%,4,046,000%,Dati della Protezione Civile del 12 Maggio 2022 ore 18:33
Valle d'Aosta,72,35.833,1.251,1.008,28,2%,27,22,-690%,1,081,000%,Dati della Protezione Civile del 12 Maggio 2022 ore 18:33
Veneto,3.932,1.716.332,53.295,1.094,506,1%,482,10,000%,24,049,000%,Dati della Protezione Civile del 12 Maggio 2022 ore 18:33
Italia,39.317,16.954.784,1.018.683,1.720,8.492,1%,8.158,14,-300%,334,056,-120%,Dati della Protezione Civile del 12 Maggio 2022 ore 18:33
