Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPIA INTENSIVA,fonte
Abruzzo,940,363.479,53.533,4.179,334,1%,322,25,160%,12,094,-1430%,Dati della Protezione Civile del 25 Aprile 2022 ore 23:45
Basilicata,249,123.751,28.797,5.283,86,0%,83,15,-350%,3,055,000%,Dati della Protezione Civile del 25 Aprile 2022 ore 23:45
Calabria,823,348.057,85.975,4.621,302,0%,284,15,000%,18,097,-530%,Dati della Protezione Civile del 25 Aprile 2022 ore 23:45
Campania,2.939,1.569.128,172.384,3.065,767,0%,730,13,180%,37,066,280%,Dati della Protezione Civile del 25 Aprile 2022 ore 23:45
Emilia-Romagna,3.403,1.390.164,57.830,1.303,1.513,3%,1.475,33,370%,38,086,560%,Dati della Protezione Civile del 25 Aprile 2022 ore 23:45
Friuli Venezia Giulia,273,358.325,23.886,1.988,163,1%,157,13,060%,6,050,-1430%,Dati della Protezione Civile del 25 Aprile 2022 ore 23:45
Lazio,2.772,1.454.161,158.334,2.763,1.209,1%,1.139,20,120%,70,122,000%,Dati della Protezione Civile del 25 Aprile 2022 ore 23:45
Liguria,519,420.032,17.565,1.157,338,2%,321,21,160%,17,112,630%,Dati della Protezione Civile del 25 Aprile 2022 ore 23:45
Lombardia,2.359,2.726.329,157.409,1.577,1.213,1%,1.171,12,110%,42,042,770%,Dati della Protezione Civile del 25 Aprile 2022 ore 23:45
Marche,716,435.450,7.010,468,186,3%,181,12,280%,5,033,-1670%,Dati della Protezione Civile del 25 Aprile 2022 ore 23:45
Molise,212,57.980,8.893,3.022,36,0%,36,12,000%,0,000,000%,Dati della Protezione Civile del 25 Aprile 2022 ore 23:45
P.A. Bolzano,168,208.982,3.933,735,35,1%,33,6,000%,2,037,000%,Dati della Protezione Civile del 25 Aprile 2022 ore 23:45
P.A. Trento,156,159.109,3.846,709,78,2%,75,14,1900%,3,055,000%,Dati della Protezione Civile del 25 Aprile 2022 ore 23:45
Piemonte,1.084,1.126.614,63.259,1.480,840,1%,818,19,240%,22,051,480%,Dati della Protezione Civile del 25 Aprile 2022 ore 23:45
Puglia,1.933,1.042.769,105.381,2.679,618,1%,587,15,090%,31,079,-880%,Dati della Protezione Civile del 25 Aprile 2022 ore 23:45
Sardegna,461,270.726,30.932,1.945,325,1%,311,20,060%,14,088,-1250%,Dati della Protezione Civile del 25 Aprile 2022 ore 23:45
Sicilia,1.777,1.090.272,121.188,2.507,861,1%,810,17,-090%,51,106,410%,Dati della Protezione Civile del 25 Aprile 2022 ore 23:45
Toscana,1.504,1.080.372,54.032,1.463,687,1%,667,18,110%,20,054,-480%,Dati della Protezione Civile del 25 Aprile 2022 ore 23:45
Umbria,517,262.916,12.647,1.461,230,2%,222,26,050%,8,092,000%,Dati della Protezione Civile del 25 Aprile 2022 ore 23:45
Valle d'Aosta,20,34.618,1.445,1.164,19,1%,18,15,-1000%,1,081,000%,Dati della Protezione Civile del 25 Aprile 2022 ore 23:45
Veneto,2.053,1.638.105,74.321,1.526,626,1%,610,13,200%,16,033,670%,Dati della Protezione Civile del 25 Aprile 2022 ore 23:45
Italia,24.878,16.161.339,1.242.600,2.098,10.466,1%,10.050,17,160%,416,070,000%,Dati della Protezione Civile del 25 Aprile 2022 ore 23:45
