Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,219,66.878,10.397,796,664,6%,592,45,-180%,72,551,290%,Dati della Protezione Civile del 07 Aprile 2021 ore 18:25
Basilicata,142,20.197,4.919,883,188,4%,176,32,110%,12,215,-770%,Dati della Protezione Civile del 07 Aprile 2021 ore 18:25
Calabria,292,49.596,11.443,595,491,4%,452,23,300%,39,203,540%,Dati della Protezione Civile del 07 Aprile 2021 ore 18:25
Campania,1.358,348.959,91.107,1.575,1.755,2%,1.606,28,020%,149,258,-690%,Dati della Protezione Civile del 07 Aprile 2021 ore 18:25
Emilia-Romagna,576,345.753,68.975,1.544,3.516,5%,3.160,71,-140%,356,797,-300%,Dati della Protezione Civile del 07 Aprile 2021 ore 18:25
Friuli Venezia Giulia,286,100.016,12.962,1.070,663,5%,584,48,-330%,79,652,-250%,Dati della Protezione Civile del 07 Aprile 2021 ore 18:25
Lazio,1.081,295.977,52.811,900,3.647,7%,3.265,56,080%,382,651,-350%,Dati della Protezione Civile del 07 Aprile 2021 ore 18:25
Liguria,425,92.379,7.972,517,753,9%,672,44,-270%,81,525,130%,Dati della Protezione Civile del 07 Aprile 2021 ore 18:25
Lombardia,2.569,755.811,82.293,814,7.429,9%,6.595,65,-070%,834,825,-130%,Dati della Protezione Civile del 07 Aprile 2021 ore 18:25
Marche,286,90.720,8.326,548,897,11%,758,50,-320%,139,915,-140%,Dati della Protezione Civile del 07 Aprile 2021 ore 18:25
Molise,4,12.456,673,223,70,10%,55,18,380%,15,496,-630%,Dati della Protezione Civile del 07 Aprile 2021 ore 18:25
P.A. Bolzano,146,69.645,574,108,95,17%,80,15,-590%,15,282,-1180%,Dati della Protezione Civile del 07 Aprile 2021 ore 18:25
P.A. Trento,103,41.950,2.277,420,214,9%,166,31,-510%,48,884,-940%,Dati della Protezione Civile del 07 Aprile 2021 ore 18:25
Piemonte,1.464,320.478,31.522,726,4.246,13%,3.889,90,020%,357,822,-350%,Dati della Protezione Civile del 07 Aprile 2021 ore 18:25
Puglia,1.255,203.602,50.729,1.266,2.297,5%,2.029,51,210%,268,669,630%,Dati della Protezione Civile del 07 Aprile 2021 ore 18:25
Sardegna,263,47.630,15.990,981,341,2%,294,18,-100%,47,288,000%,Dati della Protezione Civile del 07 Aprile 2021 ore 18:25
Sicilia,998,181.346,25.346,510,1.282,5%,1.125,23,400%,157,316,-190%,Dati della Protezione Civile del 07 Aprile 2021 ore 18:25
Toscana,937,204.347,28.352,762,1.999,7%,1.724,46,070%,275,739,-140%,Dati della Protezione Civile del 07 Aprile 2021 ore 18:25
Umbria,132,51.784,4.459,507,357,8%,315,36,100%,42,477,-1250%,Dati della Protezione Civile del 07 Aprile 2021 ore 18:25
Valle d'Aosta,61,9.816,1.173,935,72,6%,59,47,730%,13,1036,-1330%,Dati della Protezione Civile del 07 Aprile 2021 ore 18:25
Veneto,1.111,391.053,35.537,724,2.023,6%,1.720,35,060%,303,617,240%,Dati della Protezione Civile del 07 Aprile 2021 ore 18:25
Italia,13.708,3.700.393,547.837,909,32.999,6%,29.316,49,-010%,3.683,611,-160%,Dati della Protezione Civile del 07 Aprile 2021 ore 18:25
