Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPIA INTENSIVA,fonte
Abruzzo,1.723,339.710,45.027,3.515,326,1%,313,24,-060%,13,101,1820%,Dati della Protezione Civile del 13 Aprile 2022 ore 22:53
Basilicata,602,115.896,26.492,4.860,93,0%,91,17,-220%,2,037,000%,Dati della Protezione Civile del 13 Aprile 2022 ore 22:53
Calabria,2.002,325.745,83.734,4.500,344,0%,329,18,-410%,15,081,-1180%,Dati della Protezione Civile del 13 Aprile 2022 ore 22:53
Campania,6.279,1.488.898,159.981,2.844,726,0%,696,12,-200%,30,053,-1430%,Dati della Protezione Civile del 13 Aprile 2022 ore 22:53
Emilia-Romagna,5.472,1.338.021,58.963,1.328,1.366,2%,1.325,30,220%,41,092,510%,Dati della Protezione Civile del 13 Aprile 2022 ore 22:53
Friuli Venezia Giulia,1.076,347.627,24.377,2.029,149,1%,146,12,-140%,3,025,000%,Dati della Protezione Civile del 13 Aprile 2022 ore 22:53
Lazio,6.625,1.380.144,142.076,2.479,1.262,1%,1.191,21,060%,71,124,000%,Dati della Protezione Civile del 13 Aprile 2022 ore 22:53
Liguria,1.563,403.544,17.647,1.162,293,2%,283,19,-040%,10,066,000%,Dati della Protezione Civile del 13 Aprile 2022 ore 22:53
Lombardia,8.723,2.640.897,165.258,1.656,1.189,1%,1.149,12,400%,40,040,-700%,Dati della Protezione Civile del 13 Aprile 2022 ore 22:53
Marche,1.071,415.042,10.173,679,215,2%,206,14,300%,9,060,000%,Dati della Protezione Civile del 13 Aprile 2022 ore 22:53
Molise,446,53.574,7.955,2.703,34,0%,31,11,330%,3,102,000%,Dati della Protezione Civile del 13 Aprile 2022 ore 22:53
P.A. Bolzano,432,204.285,4.931,922,47,1%,45,8,-1000%,2,037,000%,Dati della Protezione Civile del 13 Aprile 2022 ore 22:53
P.A. Trento,429,154.699,4.123,760,54,1%,51,9,-1360%,3,055,-2500%,Dati della Protezione Civile del 13 Aprile 2022 ore 22:53
Piemonte,3.680,1.089.633,57.601,1.347,721,1%,701,16,070%,20,047,-910%,Dati della Protezione Civile del 13 Aprile 2022 ore 22:53
Puglia,3.902,987.280,104.240,2.650,663,1%,627,16,-200%,36,092,-270%,Dati della Protezione Civile del 13 Aprile 2022 ore 22:53
Sardegna,1.790,251.732,29.869,1.879,375,1%,350,22,230%,25,157,000%,Dati della Protezione Civile del 13 Aprile 2022 ore 22:53
Sicilia,3.764,1.037.043,142.425,2.946,1.003,1%,944,20,-240%,59,122,-170%,Dati della Protezione Civile del 13 Aprile 2022 ore 22:53
Toscana,4.011,1.037.857,49.995,1.354,809,2%,774,21,-410%,35,095,-790%,Dati della Protezione Civile del 13 Aprile 2022 ore 22:53
Umbria,1.373,250.071,13.920,1.608,279,2%,272,31,070%,7,081,-1250%,Dati della Protezione Civile del 13 Aprile 2022 ore 22:53
Valle d'Aosta,96,33.601,1.275,1.027,17,1%,16,13,-1110%,1,081,000%,Dati della Protezione Civile del 13 Aprile 2022 ore 22:53
Veneto,6.978,1.572.096,77.796,1.598,650,1%,626,13,-350%,24,049,430%,Dati della Protezione Civile del 13 Aprile 2022 ore 22:53
Italia,62.037,15.467.395,1.227.858,2.073,10.615,1%,10.166,17,-040%,449,076,-300%,Dati della Protezione Civile del 13 Aprile 2022 ore 22:53
