Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,95,81.059,1.933,149,63,3%,59,5,170%,4,031,000%,Dati della Protezione Civile del 26 Settembre 2021 ore 17:56
Basilicata,14,29.959,1.200,217,42,4%,39,7,-250%,3,054,000%,Dati della Protezione Civile del 26 Settembre 2021 ore 17:56
Calabria,106,83.271,4.058,214,169,4%,157,8,-190%,12,063,000%,Dati della Protezione Civile del 26 Settembre 2021 ore 17:56
Campania,282,455.360,7.546,132,277,4%,259,5,-260%,18,032,2000%,Dati della Protezione Civile del 26 Settembre 2021 ore 17:56
Emilia-Romagna,340,422.652,13.942,312,434,3%,386,9,080%,48,108,000%,Dati della Protezione Civile del 26 Settembre 2021 ore 17:56
Friuli Venezia Giulia,56,113.493,1.095,91,49,4%,40,3,-1110%,9,075,000%,Dati della Protezione Civile del 26 Settembre 2021 ore 17:56
Lazio,272,383.469,10.242,178,450,4%,392,7,-100%,58,101,550%,Dati della Protezione Civile del 26 Settembre 2021 ore 17:56
Liguria,89,112.442,1.123,74,64,6%,56,4,-670%,8,052,1430%,Dati della Protezione Civile del 26 Settembre 2021 ore 17:56
Lombardia,304,882.424,10.853,108,440,4%,379,4,-550%,61,061,520%,Dati della Protezione Civile del 26 Settembre 2021 ore 17:56
Marche,79,113.617,2.662,176,76,3%,55,4,-520%,21,139,000%,Dati della Protezione Civile del 26 Settembre 2021 ore 17:56
Molise,8,14.494,154,51,5,3%,3,1,000%,2,067,000%,Dati della Protezione Civile del 26 Settembre 2021 ore 17:56
P.A. Bolzano,55,76.710,905,170,31,3%,22,4,000%,9,169,-1000%,Dati della Protezione Civile del 26 Settembre 2021 ore 17:56
P.A. Trento,16,48.273,367,67,21,6%,19,3,000%,2,037,-3330%,Dati della Protezione Civile del 26 Settembre 2021 ore 17:56
Piemonte,145,378.318,3.794,88,222,6%,199,5,310%,23,053,000%,Dati della Protezione Civile del 26 Settembre 2021 ore 17:56
Puglia,139,268.187,2.942,74,185,6%,166,4,-290%,19,048,000%,Dati della Protezione Civile del 26 Settembre 2021 ore 17:56
Sardegna,46,75.069,2.627,163,163,6%,146,9,-140%,17,105,-560%,Dati della Protezione Civile del 26 Settembre 2021 ore 17:56
Sicilia,422,296.522,17.003,349,607,4%,534,11,060%,73,150,-520%,Dati della Protezione Civile del 26 Settembre 2021 ore 17:56
Toscana,263,281.287,7.440,201,321,4%,274,7,-490%,47,127,-410%,Dati della Protezione Civile del 26 Settembre 2021 ore 17:56
Umbria,45,63.655,991,114,46,5%,44,5,230%,2,023,000%,Dati della Protezione Civile del 26 Settembre 2021 ore 17:56
Valle d'Aosta,7,12.110,64,51,3,5%,3,2,000%,0,000,000%,Dati della Protezione Civile del 26 Settembre 2021 ore 17:56
Veneto,316,467.943,11.303,232,250,2%,203,4,-290%,47,096,220%,Dati della Protezione Civile del 26 Settembre 2021 ore 17:56
Italia,3.099,4.660.314,102.244,171,3.918,4%,3.435,6,-180%,483,081,040%,Dati della Protezione Civile del 26 Settembre 2021 ore 17:56
