Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,284,1382,12,181,0,Dati della Protezione Civile del 31 Luglio 2022 ore 23:45
Basilicata,78,368,3,79,14,Dati della Protezione Civile del 31 Luglio 2022 ore 23:45
Calabria,304,971,14,177,0,Dati della Protezione Civile del 31 Luglio 2022 ore 23:45
Campania,636,3896,22,573,0,Dati della Protezione Civile del 31 Luglio 2022 ore 23:45
Emilia-Romagna,1724,9001,49,889,0,Dati della Protezione Civile del 31 Luglio 2022 ore 23:45
Friuli Venezia Giulia,288,1277,7,175,0,Dati della Protezione Civile del 31 Luglio 2022 ore 23:45
Lazio,1104,6421,66,943,243,Dati della Protezione Civile del 31 Luglio 2022 ore 23:45
Liguria,466,1634,10,218,12,Dati della Protezione Civile del 31 Luglio 2022 ore 23:45
Lombardia,1416,10457,51,1810,0,Dati della Protezione Civile del 31 Luglio 2022 ore 23:45
Marche,215,983,4,230,50,Dati della Protezione Civile del 31 Luglio 2022 ore 23:45
Molise,22,176,1,39,26,Dati della Protezione Civile del 31 Luglio 2022 ore 23:45
P.A. Bolzano,77,500,2,100,20,Dati della Protezione Civile del 31 Luglio 2022 ore 23:45
P.A. Trento,81,517,2,90,0,Dati della Protezione Civile del 31 Luglio 2022 ore 23:45
Piemonte,563,6794,11,628,99,Dati della Protezione Civile del 31 Luglio 2022 ore 23:45
Puglia,486,2751,15,405,0,Dati della Protezione Civile del 31 Luglio 2022 ore 23:45
Sardegna,174,1602,15,204,16,Dati della Protezione Civile del 31 Luglio 2022 ore 23:45
Sicilia,902,3611,51,793,0,Dati della Protezione Civile del 31 Luglio 2022 ore 23:45
Toscana,655,5033,25,570,13,Dati della Protezione Civile del 31 Luglio 2022 ore 23:45
Umbria,260,662,7,86,41,Dati della Protezione Civile del 31 Luglio 2022 ore 23:45
Valle d'Aosta,31,103,0,13,21,Dati della Protezione Civile del 31 Luglio 2022 ore 23:45
Veneto,733,6000,21,1000,0,Dati della Protezione Civile del 31 Luglio 2022 ore 23:45
Italia,10499,64139,388,9203,555,Dati della Protezione Civile del 31 Luglio 2022 ore 23:45
