Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,245,1382,13,181,14,Dati della Protezione Civile del 11 Marzo 2022 ore 18:12
Basilicata,91,377,0,79,13,Dati della Protezione Civile del 11 Marzo 2022 ore 18:12
Calabria,309,1108,16,202,0,Dati della Protezione Civile del 11 Marzo 2022 ore 18:12
Campania,545,4211,25,636,0,Dati della Protezione Civile del 11 Marzo 2022 ore 18:12
Emilia-Romagna,1048,9001,58,889,0,Dati della Protezione Civile del 11 Marzo 2022 ore 18:12
Friuli Venezia Giulia,150,1277,10,175,0,Dati della Protezione Civile del 11 Marzo 2022 ore 18:12
Lazio,1046,6421,73,943,243,Dati della Protezione Civile del 11 Marzo 2022 ore 18:12
Liguria,234,1642,14,219,12,Dati della Protezione Civile del 11 Marzo 2022 ore 18:12
Lombardia,783,10457,73,1810,0,Dati della Protezione Civile del 11 Marzo 2022 ore 18:12
Marche,167,1030,16,256,49,Dati della Protezione Civile del 11 Marzo 2022 ore 18:12
Molise,19,176,3,39,26,Dati della Protezione Civile del 11 Marzo 2022 ore 18:12
P.A. Bolzano,57,500,2,100,20,Dati della Protezione Civile del 11 Marzo 2022 ore 18:12
P.A. Trento,41,517,2,90,0,Dati della Protezione Civile del 11 Marzo 2022 ore 18:12
Piemonte,590,6794,29,628,99,Dati della Protezione Civile del 11 Marzo 2022 ore 18:12
Puglia,529,2923,30,503,0,Dati della Protezione Civile del 11 Marzo 2022 ore 18:12
Sardegna,308,1602,18,204,16,Dati della Protezione Civile del 11 Marzo 2022 ore 18:12
Sicilia,868,3767,65,850,0,Dati della Protezione Civile del 11 Marzo 2022 ore 18:12
Toscana,644,5033,42,570,10,Dati della Protezione Civile del 11 Marzo 2022 ore 18:12
Umbria,149,662,3,86,41,Dati della Protezione Civile del 11 Marzo 2022 ore 18:12
Valle d'Aosta,15,163,1,34,0,Dati della Protezione Civile del 11 Marzo 2022 ore 18:12
Veneto,436,6000,34,1000,0,Dati della Protezione Civile del 11 Marzo 2022 ore 18:12
Italia,8274,65043,527,9494,543,Dati della Protezione Civile del 11 Marzo 2022 ore 18:12
