Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,156,89.384,4.961,386,127,3%,119,9,-080%,8,062,000%,Dati della Protezione Civile del 07 Dicembre 2021 ore 18:17
Basilicata,53,31.862,1.168,213,18,2%,18,3,2860%,0,000,000%,Dati della Protezione Civile del 07 Dicembre 2021 ore 18:17
Calabria,328,95.127,5.558,296,179,3%,159,8,460%,20,107,000%,Dati della Protezione Civile del 07 Dicembre 2021 ore 18:17
Campania,1.150,498.817,19.508,343,364,2%,342,6,030%,22,039,480%,Dati della Protezione Civile del 07 Dicembre 2021 ore 18:17
Emilia-Romagna,1.350,466.182,26.898,605,888,3%,807,18,330%,81,182,800%,Dati della Protezione Civile del 07 Dicembre 2021 ore 18:17
Friuli Venezia Giulia,505,135.649,7.976,665,331,4%,303,25,-070%,28,234,-340%,Dati della Protezione Civile del 07 Dicembre 2021 ore 18:17
Lazio,1.474,434.373,24.779,433,875,4%,769,13,050%,106,185,710%,Dati della Protezione Civile del 07 Dicembre 2021 ore 18:17
Liguria,483,125.833,5.728,379,218,4%,192,13,050%,26,172,830%,Dati della Protezione Civile del 07 Dicembre 2021 ore 18:17
Lombardia,2.783,949.882,40.126,403,1.175,3%,1.041,10,560%,134,134,720%,Dati della Protezione Civile del 07 Dicembre 2021 ore 18:17
Marche,411,126.727,5.472,364,136,2%,105,7,500%,31,206,330%,Dati della Protezione Civile del 07 Dicembre 2021 ore 18:17
Molise,1,15.306,308,104,15,5%,14,5,000%,1,034,000%,Dati della Protezione Civile del 07 Dicembre 2021 ore 18:17
P.A. Bolzano,400,91.418,6.265,1.174,116,2%,99,19,100%,17,319,1330%,Dati della Protezione Civile del 07 Dicembre 2021 ore 18:17
P.A. Trento,249,53.384,2.029,372,75,4%,63,12,-310%,12,220,5000%,Dati della Protezione Civile del 07 Dicembre 2021 ore 18:17
Piemonte,1.310,406.685,14.291,334,502,4%,463,11,070%,39,091,-250%,Dati della Protezione Civile del 07 Dicembre 2021 ore 18:17
Puglia,362,281.513,4.629,118,153,3%,136,3,-070%,17,043,-560%,Dati della Protezione Civile del 07 Dicembre 2021 ore 18:17
Sardegna,110,79.871,3.067,192,99,3%,90,6,980%,9,056,-1820%,Dati della Protezione Civile del 07 Dicembre 2021 ore 18:17
Sicilia,975,329.361,14.110,291,373,3%,327,7,320%,46,095,220%,Dati della Protezione Civile del 07 Dicembre 2021 ore 18:17
Toscana,498,305.767,10.677,291,312,3%,266,7,600%,46,125,-610%,Dati della Protezione Civile del 07 Dicembre 2021 ore 18:17
Umbria,141,68.374,1.961,227,48,2%,40,5,-700%,8,092,1430%,Dati della Protezione Civile del 07 Dicembre 2021 ore 18:17
Valle d'Aosta,57,13.552,735,593,21,3%,20,16,530%,1,081,000%,Dati della Protezione Civile del 07 Dicembre 2021 ore 18:17
Veneto,2.960,535.251,40.648,838,829,2%,705,15,1050%,124,256,600%,Dati della Protezione Civile del 07 Dicembre 2021 ore 18:17
Italia,15.756,5.134.318,240.894,407,6.854,3%,6.078,10,340%,776,131,440%,Dati della Protezione Civile del 07 Dicembre 2021 ore 18:17
