Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,315,37753,11541,884,506,4%,465,36,0.4&,41,3.14,2.5%,Dati della Protezione Civile del 10 Gennaio 2021 ore 19:31
Basilicata,108,11879,6637,1192,85,1%,81,15,-5.8&,4,0.72,0%,Dati della Protezione Civile del 10 Gennaio 2021 ore 19:31
Calabria,409,26934,9612,499,281,3%,256,13,-2.3&,25,1.3,13.6%,Dati della Protezione Civile del 10 Gennaio 2021 ore 19:31
Campania,1253,199771,75388,1303,1483,2%,1377,24,0.1&,106,1.83,-0.9%,Dati della Protezione Civile del 10 Gennaio 2021 ore 19:31
Emilia-Romagna,2193,190892,59908,1341,2942,5%,2705,61,1&,237,5.31,-1.3%,Dati della Protezione Civile del 10 Gennaio 2021 ore 19:31
Friuli Venezia Giulia,642,56233,12885,1064,767,6%,703,58,1.9&,64,5.28,3.2%,Dati della Protezione Civile del 10 Gennaio 2021 ore 19:31
Lazio,1746,179661,78785,1343,3173,4%,2850,49,0.9&,323,5.51,4.2%,Dati della Protezione Civile del 10 Gennaio 2021 ore 19:31
Liguria,374,63774,5226,339,773,15%,709,46,1&,64,4.15,-1.5%,Dati della Protezione Civile del 10 Gennaio 2021 ore 19:31
Lombardia,3267,500758,57798,572,4057,7%,3598,36,0.6&,459,4.54,0.7%,Dati della Protezione Civile del 10 Gennaio 2021 ore 19:31
Marche,687,46815,15246,1004,614,4%,541,36,2.3&,73,4.81,2.8%,Dati della Protezione Civile del 10 Gennaio 2021 ore 19:31
Molise,112,7090,1246,412,63,5%,56,19,5.7&,7,2.32,-22.2%,Dati della Protezione Civile del 10 Gennaio 2021 ore 19:31
P.A. Bolzano,262,31519,11660,2191,245,2%,221,42,6.3&,24,4.51,0%,Dati della Protezione Civile del 10 Gennaio 2021 ore 19:31
P.A. Trento,345,23640,1998,368,389,19%,343,63,3&,46,8.48,-4.2%,Dati della Protezione Civile del 10 Gennaio 2021 ore 19:31
Piemonte,803,206962,15342,353,2879,19%,2703,62,0.5&,176,4.05,2.3%,Dati della Protezione Civile del 10 Gennaio 2021 ore 19:31
Puglia,1162,101613,55279,1379,1540,3%,1375,34,-0.1&,165,4.12,-5.7%,Dati della Protezione Civile del 10 Gennaio 2021 ore 19:31
Sardegna,301,33794,17227,1057,554,3%,507,31,2.2&,47,2.88,0%,Dati della Protezione Civile del 10 Gennaio 2021 ore 19:31
Sicilia,1733,108055,41506,835,1473,4%,1265,25,0.7&,208,4.19,1.5%,Dati della Protezione Civile del 10 Gennaio 2021 ore 19:31
Toscana,472,124951,9101,244,909,10%,769,21,-2.9&,140,3.76,0.7%,Dati della Protezione Civile del 10 Gennaio 2021 ore 19:31
Umbria,257,30906,4304,489,315,7%,265,30,-5&,50,5.68,6.4%,Dati della Protezione Civile del 10 Gennaio 2021 ore 19:31
Valle d'Aosta,19,7505,430,343,54,13%,53,42,6&,1,0.8,0%,Dati della Protezione Civile del 10 Gennaio 2021 ore 19:31
Veneto,2167,285986,88813,1810,2940,3%,2585,53,1.8&,355,7.23,1.7%,Dati della Protezione Civile del 10 Gennaio 2021 ore 19:31
Italia,18627,2276491,579932,963,26042,4%,23427,39,0.7&,2615,4.34,0.8%,Dati della Protezione Civile del 10 Gennaio 2021 ore 19:31
