Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,153,64924,10260,786,691,7%,622,48,0.3%,69,5.28,-11.5%,Dati della Protezione Civile del 30 Marzo 2021 ore 18:42
Basilicata,128,19309,4718,847,168,4%,155,28,-7.7%,13,2.33,8.3%,Dati della Protezione Civile del 30 Marzo 2021 ore 18:42
Calabria,300,46611,10402,540,420,4%,383,20,-1.5%,37,1.92,2.8%,Dati della Protezione Civile del 30 Marzo 2021 ore 18:42
Campania,1573,335273,94205,1628,1750,2%,1587,27,-0.9%,163,2.82,-3.6%,Dati della Protezione Civile del 30 Marzo 2021 ore 18:42
Emilia-Romagna,1187,334343,73080,1636,3878,5%,3486,78,-1.5%,392,8.78,-1.5%,Dati della Protezione Civile del 30 Marzo 2021 ore 18:42
Friuli Venezia Giulia,447,96846,15373,1269,751,5%,671,55,-1.3%,80,6.6,-7%,Dati della Protezione Civile del 30 Marzo 2021 ore 18:42
Lazio,1593,283647,51098,871,3408,7%,3029,52,0.5%,379,6.46,-0.3%,Dati della Protezione Civile del 30 Marzo 2021 ore 18:42
Liguria,489,88941,6987,453,709,10%,639,41,-0.3%,70,4.54,-2.8%,Dati della Protezione Civile del 30 Marzo 2021 ore 18:42
Lombardia,3271,731541,96522,955,7971,8%,7109,70,1.6%,862,8.53,-0.9%,Dati della Protezione Civile del 30 Marzo 2021 ore 18:42
Marche,333,87563,9384,618,957,10%,807,53,0%,150,9.88,-0.7%,Dati della Protezione Civile del 30 Marzo 2021 ore 18:42
Molise,2,12253,933,309,82,9%,66,22,-8.3%,16,5.29,6.7%,Dati della Protezione Civile del 30 Marzo 2021 ore 18:42
P.A. Bolzano,180,68837,719,135,119,17%,99,19,1%,20,3.76,-13%,Dati della Protezione Civile del 30 Marzo 2021 ore 18:42
P.A. Trento,196,41044,3006,554,252,8%,204,38,-6%,48,8.84,4.3%,Dati della Protezione Civile del 30 Marzo 2021 ore 18:42
Piemonte,1861,306982,35417,816,4224,12%,3855,89,0.5%,369,8.5,1.4%,Dati della Protezione Civile del 30 Marzo 2021 ore 18:42
Puglia,1527,191050,46776,1167,2127,5%,1863,46,0.6%,264,6.59,6.5%,Dati della Protezione Civile del 30 Marzo 2021 ore 18:42
Sardegna,205,45059,14031,861,243,2%,210,13,5%,33,2.02,6.5%,Dati della Protezione Civile del 30 Marzo 2021 ore 18:42
Sicilia,0,172450,17417,351,1009,6%,876,18,0%,133,2.68,0%,Dati della Protezione Civile del 30 Marzo 2021 ore 18:42
Toscana,1180,193836,27890,749,1807,6%,1542,41,0.7%,265,7.12,1.1%,Dati della Protezione Civile del 30 Marzo 2021 ore 18:42
Umbria,186,50746,5045,573,414,8%,354,40,-4.8%,60,6.82,0%,Dati della Protezione Civile del 30 Marzo 2021 ore 18:42
Valle d'Aosta,76,9236,902,719,53,6%,45,36,18.4%,8,6.37,-11.1%,Dati della Protezione Civile del 30 Marzo 2021 ore 18:42
Veneto,1130,380521,38667,788,1914,5%,1629,33,0.8%,285,5.81,2.5%,Dati della Protezione Civile del 30 Marzo 2021 ore 18:42
Italia,16017,3561012,562832,934,32947,6%,29231,49,0.2%,3716,6.17,-0.1%,Dati della Protezione Civile del 30 Marzo 2021 ore 18:42
