Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,25,34496,11816,905,479,4%,443,34,3.3&,36,2.76,0%,Dati della Protezione Civile del 27 Dicembre 2020 ore 20:23
Basilicata,9,10481,5959,1070,103,2%,98,18,10.1&,5,0.9,-28.6%,Dati della Protezione Civile del 27 Dicembre 2020 ore 20:23
Calabria,179,22694,8578,446,273,3%,255,13,-3&,18,0.94,0%,Dati della Protezione Civile del 27 Dicembre 2020 ore 20:23
Campania,310,186131,80075,1384,1535,2%,1440,25,0.6&,95,1.64,-3.1%,Dati della Protezione Civile del 27 Dicembre 2020 ore 20:23
Emilia-Romagna,1283,166327,58175,1302,2819,5%,2609,58,-0.8&,210,4.7,-1.9%,Dati della Protezione Civile del 27 Dicembre 2020 ore 20:23
Friuli Venezia Giulia,144,47667,12190,1006,684,6%,626,52,6.6&,58,4.79,3.6%,Dati della Protezione Civile del 27 Dicembre 2020 ore 20:23
Lazio,977,157767,76438,1303,3103,4%,2802,48,2.2&,301,5.13,1.3%,Dati della Protezione Civile del 27 Dicembre 2020 ore 20:23
Liguria,99,59104,5769,374,761,13%,695,45,3.4&,66,4.28,0%,Dati della Protezione Civile del 27 Dicembre 2020 ore 20:23
Lombardia,466,471955,59327,587,4309,7%,3801,38,-1&,508,5.03,-1%,Dati della Protezione Civile del 27 Dicembre 2020 ore 20:23
Marche,181,39697,9671,637,493,5%,428,28,3.9&,65,4.28,1.6%,Dati della Protezione Civile del 27 Dicembre 2020 ore 20:23
Molise,1,6382,2319,767,63,3%,55,18,0&,8,2.65,0%,Dati della Protezione Civile del 27 Dicembre 2020 ore 20:23
P.A. Bolzano,57,28803,10580,1988,174,2%,154,29,4.8&,20,3.76,5.3%,Dati della Protezione Civile del 27 Dicembre 2020 ore 20:23
P.A. Trento,86,21049,1775,327,401,23%,356,66,7.6&,45,8.29,-6.3%,Dati della Protezione Civile del 27 Dicembre 2020 ore 20:23
Piemonte,470,194262,31062,715,3250,10%,3039,70,0.9&,211,4.86,1.4%,Dati della Protezione Civile del 27 Dicembre 2020 ore 20:23
Puglia,221,86439,53638,1338,1598,3%,1444,36,0.6&,154,3.84,-2.5%,Dati della Protezione Civile del 27 Dicembre 2020 ore 20:23
Sardegna,96,30145,16415,1007,526,3%,483,30,1&,43,2.64,0%,Dati della Protezione Civile del 27 Dicembre 2020 ore 20:23
Sicilia,682,89616,33167,668,1201,4%,1027,21,1.3&,174,3.5,2.4%,Dati della Protezione Civile del 27 Dicembre 2020 ore 20:23
Toscana,227,118784,10800,290,1012,9%,847,23,2.7&,165,4.43,-0.6%,Dati della Protezione Civile del 27 Dicembre 2020 ore 20:23
Umbria,36,28064,3553,404,296,8%,260,30,4.8&,36,4.09,5.9%,Dati della Protezione Civile del 27 Dicembre 2020 ore 20:23
Valle d'Aosta,27,7181,432,344,85,20%,83,66,7.8&,2,1.59,-50%,Dati della Protezione Civile del 27 Dicembre 2020 ore 20:23
Veneto,3337,240652,90021,1834,2986,3%,2626,54,1.4&,360,7.34,1.4%,Dati della Protezione Civile del 27 Dicembre 2020 ore 20:23
Italia,8913,2047696,581760,966,26151,4%,23571,39,1.1&,2580,4.28,-0.1%,Dati della Protezione Civile del 27 Dicembre 2020 ore 20:23
