Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,372,58323,13233,1013,756,6%,669,51,-0.4%,87,6.66,0%,Dati della Protezione Civile del 10 Marzo 2021 ore 18:36
Basilicata,115,16914,3840,689,121,3%,105,19,-7.9%,16,2.87,14.3%,Dati della Protezione Civile del 10 Marzo 2021 ore 18:36
Calabria,283,39891,6768,352,269,4%,236,12,2.2%,33,1.71,-5.7%,Dati della Protezione Civile del 10 Marzo 2021 ore 18:36
Campania,3034,292608,92427,1597,1614,2%,1471,25,1.9%,143,2.47,-0.7%,Dati della Protezione Civile del 10 Marzo 2021 ore 18:36
Emilia-Romagna,2155,287136,59448,1331,3427,6%,3094,69,1.6%,333,7.45,8.5%,Dati della Protezione Civile del 10 Marzo 2021 ore 18:36
Friuli Venezia Giulia,866,82628,12671,1046,553,4%,489,40,2.3%,64,5.28,6.7%,Dati della Protezione Civile del 10 Marzo 2021 ore 18:36
Lazio,1654,248429,38876,663,2343,6%,2076,35,1.3%,267,4.55,2.3%,Dati della Protezione Civile del 10 Marzo 2021 ore 18:36
Liguria,342,81205,6015,390,593,10%,526,34,1%,67,4.34,8.1%,Dati della Protezione Civile del 10 Marzo 2021 ore 18:36
Lombardia,4422,644784,85067,842,6201,7%,5584,55,3.1%,617,6.11,1%,Dati della Protezione Civile del 10 Marzo 2021 ore 18:36
Marche,881,74764,10645,701,760,7%,653,43,3.5%,107,7.05,3.9%,Dati della Protezione Civile del 10 Marzo 2021 ore 18:36
Molise,80,11314,1573,520,123,8%,99,33,0%,24,7.94,-7.7%,Dati della Protezione Civile del 10 Marzo 2021 ore 18:36
P.A. Bolzano,213,55712,4735,890,218,5%,178,33,1.1%,40,7.52,2.6%,Dati della Protezione Civile del 10 Marzo 2021 ore 18:36
P.A. Trento,405,36627,4010,739,250,6%,201,37,1%,49,9.03,0%,Dati della Protezione Civile del 10 Marzo 2021 ore 18:36
Piemonte,2086,264539,24677,568,2776,11%,2532,58,4.1%,244,5.62,7%,Dati della Protezione Civile del 10 Marzo 2021 ore 18:36
Puglia,1571,158908,36595,913,1562,4%,1397,35,2%,165,4.12,1.2%,Dati della Protezione Civile del 10 Marzo 2021 ore 18:36
Sardegna,65,42024,12680,778,196,2%,171,10,-7.6%,25,1.53,4.2%,Dati della Protezione Civile del 10 Marzo 2021 ore 18:36
Sicilia,695,158193,13681,275,775,6%,667,13,0.3%,108,2.17,-3.6%,Dati della Protezione Civile del 10 Marzo 2021 ore 18:36
Toscana,1293,167745,22497,604,1456,6%,1248,34,2.7%,208,5.59,-0.5%,Dati della Protezione Civile del 10 Marzo 2021 ore 18:36
Umbria,296,47009,6640,754,493,7%,413,47,-4.2%,80,9.09,1.3%,Dati della Protezione Civile del 10 Marzo 2021 ore 18:36
Valle d'Aosta,20,8179,208,166,14,7%,12,10,33.3%,2,1.59,0%,Dati della Protezione Civile del 10 Marzo 2021 ore 18:36
Veneto,1561,346436,30788,627,1209,4%,1061,22,4.7%,148,3.02,5%,Dati della Protezione Civile del 10 Marzo 2021 ore 18:36
Italia,22409,3123368,487074,808,25709,5%,22882,38,2.2%,2827,4.69,2.6%,Dati della Protezione Civile del 10 Marzo 2021 ore 18:36
