Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,61,75.572,1.064,82,19,2%,18,1,000%,1,008,000%,Dati della Protezione Civile del 22 Luglio 2021 ore 18:37
Basilicata,22,27.169,550,99,19,3%,19,3,000%,0,000,000%,Dati della Protezione Civile del 22 Luglio 2021 ore 18:37
Calabria,58,69.863,2.054,108,50,2%,45,2,-220%,5,026,000%,Dati della Protezione Civile del 22 Luglio 2021 ore 18:37
Campania,352,428.258,7.713,135,196,3%,184,3,510%,12,021,-770%,Dati della Protezione Civile del 22 Luglio 2021 ore 18:37
Emilia-Romagna,447,389.916,3.511,79,151,4%,139,3,-140%,12,027,-770%,Dati della Protezione Civile del 22 Luglio 2021 ore 18:37
Friuli Venezia Giulia,56,107.411,324,27,8,2%,8,1,000%,0,000,000%,Dati della Protezione Civile del 22 Luglio 2021 ore 18:37
Lazio,792,351.937,5.081,88,179,4%,150,3,-070%,29,050,360%,Dati della Protezione Civile del 22 Luglio 2021 ore 18:37
Liguria,134,104.240,603,40,20,3%,14,1,-670%,6,039,000%,Dati della Protezione Civile del 22 Luglio 2021 ore 18:37
Lombardia,513,847.590,7.233,72,163,2%,135,1,230%,28,028,000%,Dati della Protezione Civile del 22 Luglio 2021 ore 18:37
Marche,99,104.563,1.569,104,19,1%,16,1,3330%,3,020,000%,Dati della Protezione Civile del 22 Luglio 2021 ore 18:37
Molise,3,13.841,104,35,1,1%,1,0,000%,0,000,000%,Dati della Protezione Civile del 22 Luglio 2021 ore 18:37
P.A. Bolzano,12,73.584,242,45,4,2%,4,1,-2000%,0,000,000%,Dati della Protezione Civile del 22 Luglio 2021 ore 18:37
P.A. Trento,44,46.080,237,43,4,2%,4,1,3330%,0,000,000%,Dati della Protezione Civile del 22 Luglio 2021 ore 18:37
Piemonte,155,364.198,1.303,30,55,4%,52,1,400%,3,007,000%,Dati della Protezione Civile del 22 Luglio 2021 ore 18:37
Puglia,154,254.616,1.931,49,86,4%,77,2,410%,9,023,1250%,Dati della Protezione Civile del 22 Luglio 2021 ore 18:37
Sardegna,246,59.236,2.505,155,64,3%,60,4,2770%,4,025,000%,Dati della Protezione Civile del 22 Luglio 2021 ore 18:37
Sicilia,520,237.418,6.603,135,180,3%,158,3,-420%,22,045,1000%,Dati della Protezione Civile del 22 Luglio 2021 ore 18:37
Toscana,505,247.147,2.917,79,90,3%,77,2,-130%,13,035,000%,Dati della Protezione Civile del 22 Luglio 2021 ore 18:37
Umbria,61,57.370,832,96,12,1%,11,1,2220%,1,011,000%,Dati della Protezione Civile del 22 Luglio 2021 ore 18:37
Valle d'Aosta,4,11.720,28,22,0,0%,0,0,000%,0,000,000%,Dati della Protezione Civile del 22 Luglio 2021 ore 18:37
Veneto,819,430.664,8.462,173,72,1%,62,1,3190%,10,020,-1670%,Dati della Protezione Civile del 22 Luglio 2021 ore 18:37
Italia,5.057,4.302.393,54.866,92,1.392,3%,1.234,2,320%,158,026,000%,Dati della Protezione Civile del 22 Luglio 2021 ore 18:37
