Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,1.511,242.182,105.944,8.270,527,0%,501,39,-140%,26,203,-710%,Dati della Protezione Civile del 12 Febbraio 2022 ore 23:07
Basilicata,685,74.551,20.085,3.684,100,0%,93,17,-510%,7,128,000%,Dati della Protezione Civile del 12 Febbraio 2022 ore 23:07
Calabria,1.683,190.816,45.473,2.444,378,1%,353,19,-030%,25,134,1360%,Dati della Protezione Civile del 12 Febbraio 2022 ore 23:07
Campania,6.257,1.134.228,180.251,3.205,1.291,1%,1.217,22,-250%,74,132,280%,Dati della Protezione Civile del 12 Febbraio 2022 ore 23:07
Emilia-Romagna,4.497,1.140.182,98.481,2.219,2.213,2%,2.087,47,-280%,126,284,-450%,Dati della Protezione Civile del 12 Febbraio 2022 ore 23:07
Friuli Venezia Giulia,1.514,295.327,35.558,2.959,419,1%,388,32,-050%,31,258,-2440%,Dati della Protezione Civile del 12 Febbraio 2022 ore 23:07
Lazio,7.114,991.640,247.325,4.316,2.120,1%,1.941,34,-240%,179,312,-270%,Dati della Protezione Civile del 12 Febbraio 2022 ore 23:07
Liguria,1.637,327.104,26.775,1.763,624,2%,595,39,-600%,29,191,000%,Dati della Protezione Civile del 12 Febbraio 2022 ore 23:07
Lombardia,6.516,2.257.097,191.849,1.922,2.221,1%,2.048,21,-520%,173,173,-060%,Dati della Protezione Civile del 12 Febbraio 2022 ore 23:07
Marche,2.409,300.826,23.573,1.573,344,1%,298,20,-100%,46,307,-210%,Dati della Protezione Civile del 12 Febbraio 2022 ore 23:07
Molise,318,34.578,7.614,2.587,44,1%,40,14,-700%,4,136,000%,Dati della Protezione Civile del 12 Febbraio 2022 ore 23:07
P.A. Bolzano,804,178.286,11.434,2.138,113,1%,105,20,-790%,8,150,000%,Dati della Protezione Civile del 12 Febbraio 2022 ore 23:07
P.A. Trento,537,133.375,8.470,1.562,139,2%,125,23,-740%,14,258,1670%,Dati della Protezione Civile del 12 Febbraio 2022 ore 23:07
Piemonte,3.252,941.419,71.607,1.675,1.743,2%,1.653,39,-460%,90,211,-720%,Dati della Protezione Civile del 12 Febbraio 2022 ore 23:07
Puglia,4.882,675.338,98.963,2.516,817,1%,752,19,090%,65,165,-440%,Dati della Protezione Civile del 12 Febbraio 2022 ore 23:07
Sardegna,1.968,151.379,33.404,2.101,437,1%,409,26,-100%,28,176,-340%,Dati della Protezione Civile del 12 Febbraio 2022 ore 23:07
Sicilia,5.945,708.144,278.798,5.768,1.423,1%,1.308,27,-110%,115,238,-090%,Dati della Protezione Civile del 12 Febbraio 2022 ore 23:07
Toscana,3.738,811.708,79.472,2.152,1.245,2%,1.155,31,-170%,90,244,-110%,Dati della Protezione Civile del 12 Febbraio 2022 ore 23:07
Umbria,891,171.624,15.560,1.798,200,1%,192,22,-100%,8,092,1430%,Dati della Protezione Civile del 12 Febbraio 2022 ore 23:07
Valle d'Aosta,56,30.687,2.183,1.759,44,2%,40,32,-480%,4,322,3330%,Dati della Protezione Civile del 12 Febbraio 2022 ore 23:07
Veneto,6.017,1.262.839,112.795,2.316,1.091,1%,1.010,21,-640%,81,166,-1380%,Dati della Protezione Civile del 12 Febbraio 2022 ore 23:07
Italia,62.231,12.053.330,1.695.614,2.862,17.533,1%,16.310,28,-310%,1.223,206,-330%,Dati della Protezione Civile del 12 Febbraio 2022 ore 23:07
