Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,4.808,128.900,37.977,2.955,272,1%,248,19,970%,24,187,000%,Dati della Protezione Civile del 06 Gennaio 2022 ore 18:58
Basilicata,1.005,40.521,8.279,1.512,72,1%,70,13,-140%,2,037,-3330%,Dati della Protezione Civile del 06 Gennaio 2022 ore 18:58
Calabria,2.602,121.553,23.296,1.241,386,2%,356,19,080%,30,160,340%,Dati della Protezione Civile del 06 Gennaio 2022 ore 18:58
Campania,16.512,654.537,135.094,2.379,941,1%,868,15,680%,73,129,1230%,Dati della Protezione Civile del 06 Gennaio 2022 ore 18:58
Emilia-Romagna,38.528,627.222,156.788,3.527,1.884,1%,1.744,39,750%,140,315,-070%,Dati della Protezione Civile del 06 Gennaio 2022 ore 18:58
Friuli Venezia Giulia,4.159,171.927,26.382,2.201,336,1%,306,26,-100%,30,250,340%,Dati della Protezione Civile del 06 Gennaio 2022 ore 18:58
Lazio,14.055,571.122,130.313,2.278,1.555,1%,1.371,24,540%,184,322,450%,Dati della Protezione Civile del 06 Gennaio 2022 ore 18:58
Liguria,3.066,160.937,15.445,1.023,647,4%,603,40,730%,44,291,-220%,Dati della Protezione Civile del 06 Gennaio 2022 ore 18:58
Lombardia,52.693,1.432.864,431.569,4.330,2.748,1%,2.519,25,410%,229,230,130%,Dati della Protezione Civile del 06 Gennaio 2022 ore 18:58
Marche,3.120,155.169,10.148,676,293,3%,243,16,-040%,50,333,-380%,Dati della Protezione Civile del 06 Gennaio 2022 ore 18:58
Molise,307,18.543,3.107,1.048,23,1%,21,7,-450%,2,067,000%,Dati della Protezione Civile del 06 Gennaio 2022 ore 18:58
P.A. Bolzano,1.592,106.683,8.261,1.548,92,1%,75,14,-380%,17,319,-560%,Dati della Protezione Civile del 06 Gennaio 2022 ore 18:58
P.A. Trento,2.596,72.802,15.220,2.794,121,1%,96,18,-200%,25,459,1360%,Dati della Protezione Civile del 06 Gennaio 2022 ore 18:58
Piemonte,14.103,560.914,120.764,2.826,1.649,1%,1.513,35,360%,136,318,1150%,Dati della Protezione Civile del 06 Gennaio 2022 ore 18:58
Puglia,5.558,333.918,45.648,1.162,422,1%,384,10,550%,38,097,000%,Dati della Protezione Civile del 06 Gennaio 2022 ore 18:58
Sardegna,1.296,94.001,12.359,773,195,2%,173,11,-060%,22,138,1580%,Dati della Protezione Civile del 06 Gennaio 2022 ore 18:58
Sicilia,14.269,414.728,80.116,1.655,1.063,1%,944,20,340%,119,246,350%,Dati della Protezione Civile del 06 Gennaio 2022 ore 18:58
Toscana,17.286,463.023,145.613,3.969,1.001,1%,903,25,370%,98,267,890%,Dati della Protezione Civile del 06 Gennaio 2022 ore 18:58
Umbria,3.206,105.586,31.863,3.684,193,1%,181,21,-220%,12,139,910%,Dati della Protezione Civile del 06 Gennaio 2022 ore 18:58
Valle d'Aosta,551,18.636,4.123,3.328,47,1%,42,34,-670%,5,404,000%,Dati della Protezione Civile del 06 Gennaio 2022 ore 18:58
Veneto,18.129,721.879,151.214,3.116,1.354,1%,1.167,24,-540%,187,385,-460%,Dati della Protezione Civile del 06 Gennaio 2022 ore 18:58
Italia,219.441,6.975.465,1.593.579,2.689,15.294,1%,13.827,23,350%,1.467,248,270%,Dati della Protezione Civile del 06 Gennaio 2022 ore 18:58
