Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,89,90.955,5.664,441,134,2%,122,9,-080%,12,093,000%,Dati della Protezione Civile del 13 Dicembre 2021 ore 19:02
Basilicata,15,32.256,1.339,245,21,2%,20,4,000%,1,018,000%,Dati della Protezione Civile del 13 Dicembre 2021 ore 19:02
Calabria,189,97.308,6.671,355,196,3%,175,9,740%,21,112,500%,Dati della Protezione Civile del 13 Dicembre 2021 ore 19:02
Campania,992,506.285,21.681,382,388,2%,358,6,-190%,30,053,340%,Dati della Protezione Civile del 13 Dicembre 2021 ore 19:02
Emilia-Romagna,1.828,476.413,33.597,756,1.092,3%,1.004,23,610%,88,198,350%,Dati della Protezione Civile del 13 Dicembre 2021 ore 19:02
Friuli Venezia Giulia,406,139.414,8.296,692,334,4%,306,26,410%,28,234,370%,Dati della Protezione Civile del 13 Dicembre 2021 ore 19:02
Lazio,1.470,444.354,30.080,526,935,3%,821,14,500%,114,199,180%,Dati della Protezione Civile del 13 Dicembre 2021 ore 19:02
Liguria,487,129.091,7.023,465,326,5%,299,20,910%,27,179,000%,Dati della Protezione Civile del 13 Dicembre 2021 ore 19:02
Lombardia,1.339,966.856,50.167,503,1.278,3%,1.135,11,240%,143,143,000%,Dati della Protezione Civile del 13 Dicembre 2021 ore 19:02
Marche,227,129.404,6.205,413,159,3%,124,8,510%,35,233,290%,Dati della Protezione Civile del 13 Dicembre 2021 ore 19:02
Molise,0,15.379,190,64,11,6%,8,3,-1110%,3,101,5000%,Dati della Protezione Civile del 13 Dicembre 2021 ore 19:02
P.A. Bolzano,222,93.975,6.283,1.177,118,2%,97,18,540%,21,393,1050%,Dati della Protezione Civile del 13 Dicembre 2021 ore 19:02
P.A. Trento,82,54.534,2.554,469,108,4%,90,17,1110%,18,330,000%,Dati della Protezione Civile del 13 Dicembre 2021 ore 19:02
Piemonte,1.227,414.941,18.701,438,628,3%,579,14,570%,49,115,210%,Dati della Protezione Civile del 13 Dicembre 2021 ore 19:02
Puglia,228,283.724,5.539,141,146,3%,127,3,-160%,19,048,1180%,Dati della Protezione Civile del 13 Dicembre 2021 ore 19:02
Sardegna,200,80.898,3.398,213,100,3%,93,6,-310%,7,044,1670%,Dati della Protezione Civile del 13 Dicembre 2021 ore 19:02
Sicilia,782,334.608,16.504,341,450,3%,398,8,280%,52,107,830%,Dati della Protezione Civile del 13 Dicembre 2021 ore 19:02
Toscana,703,310.545,13.150,358,354,3%,304,8,310%,50,136,640%,Dati della Protezione Civile del 13 Dicembre 2021 ore 19:02
Umbria,126,69.323,2.394,277,55,2%,47,5,440%,8,092,1430%,Dati della Protezione Civile del 13 Dicembre 2021 ore 19:02
Valle d'Aosta,4,13.841,736,594,22,3%,20,16,530%,2,161,000%,Dati della Protezione Civile del 13 Dicembre 2021 ore 19:02
Veneto,2.096,554.117,50.585,1.042,952,2%,824,17,260%,128,264,240%,Dati della Protezione Civile del 13 Dicembre 2021 ore 19:02
Italia,12.712,5.238.221,290.757,491,7.807,3%,6.951,12,380%,856,144,330%,Dati della Protezione Civile del 13 Dicembre 2021 ore 19:02
