Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,101,79.591,2.293,177,88,4%,83,6,000%,5,039,-1670%,Dati della Protezione Civile del 05 Settembre 2021 ore 19:39
Basilicata,34,29.200,1.436,260,48,3%,45,8,1250%,3,054,000%,Dati della Protezione Civile del 05 Settembre 2021 ore 19:39
Calabria,264,79.228,5.242,277,189,4%,176,9,060%,13,069,-1330%,Dati della Protezione Civile del 05 Settembre 2021 ore 19:39
Campania,394,447.947,8.888,156,400,5%,369,6,-110%,31,054,1920%,Dati della Protezione Civile del 05 Settembre 2021 ore 19:39
Emilia-Romagna,497,414.548,15.589,349,442,3%,391,9,-130%,51,114,410%,Dati della Protezione Civile del 05 Settembre 2021 ore 19:39
Friuli Venezia Giulia,95,111.523,1.373,114,58,4%,43,4,-1040%,15,124,000%,Dati della Protezione Civile del 05 Settembre 2021 ore 19:39
Lazio,417,376.658,13.989,243,512,4%,449,8,020%,63,109,-310%,Dati della Protezione Civile del 05 Settembre 2021 ore 19:39
Liguria,109,110.521,2.072,136,80,4%,72,5,290%,8,052,000%,Dati della Protezione Civile del 05 Settembre 2021 ore 19:39
Lombardia,404,872.666,11.432,114,423,4%,365,4,370%,58,058,180%,Dati della Protezione Civile del 05 Settembre 2021 ore 19:39
Marche,139,111.392,3.507,232,82,2%,60,4,340%,22,145,000%,Dati della Protezione Civile del 05 Settembre 2021 ore 19:39
Molise,31,14.353,257,86,13,5%,13,4,830%,0,000,000%,Dati della Protezione Civile del 05 Settembre 2021 ore 19:39
P.A. Bolzano,74,75.420,865,162,33,4%,28,5,1200%,5,094,2500%,Dati della Protezione Civile del 05 Settembre 2021 ore 19:39
P.A. Trento,25,47.652,467,86,18,4%,18,3,000%,0,000,000%,Dati della Protezione Civile del 05 Settembre 2021 ore 19:39
Piemonte,173,373.782,3.866,90,186,5%,164,4,310%,22,051,-430%,Dati della Protezione Civile del 05 Settembre 2021 ore 19:39
Puglia,156,264.783,4.318,109,246,6%,226,6,-170%,20,051,000%,Dati della Protezione Civile del 05 Settembre 2021 ore 19:39
Sardegna,144,73.227,6.713,417,258,4%,231,14,-090%,27,168,800%,Dati della Protezione Civile del 05 Settembre 2021 ore 19:39
Sicilia,1.024,282.459,28.462,584,965,3%,845,17,-040%,120,246,260%,Dati della Protezione Civile del 05 Settembre 2021 ore 19:39
Toscana,557,273.991,10.952,297,450,4%,392,11,-200%,58,157,-170%,Dati della Protezione Civile del 05 Settembre 2021 ore 19:39
Umbria,101,62.272,1.674,192,55,3%,48,6,670%,7,080,-1250%,Dati della Protezione Civile del 05 Settembre 2021 ore 19:39
Valle d'Aosta,3,12.034,97,78,0,0%,0,0,000%,0,000,000%,Dati della Protezione Civile del 05 Settembre 2021 ore 19:39
Veneto,573,458.193,13.210,271,242,2%,198,4,370%,44,090,-640%,Dati della Protezione Civile del 05 Settembre 2021 ore 19:39
Italia,5.315,4.571.440,136.702,229,4.788,4%,4.216,7,030%,572,096,050%,Dati della Protezione Civile del 05 Settembre 2021 ore 19:39
