Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,322,1382,10,181,14,Dati della Protezione Civile del 22 Aprile 2022 ore 18:08
Basilicata,89,393,3,79,14,Dati della Protezione Civile del 22 Aprile 2022 ore 18:08
Calabria,282,1037,17,198,0,Dati della Protezione Civile del 22 Aprile 2022 ore 18:08
Campania,737,4055,39,581,0,Dati della Protezione Civile del 22 Aprile 2022 ore 18:08
Emilia-Romagna,1429,9001,37,889,0,Dati della Protezione Civile del 22 Aprile 2022 ore 18:08
Friuli Venezia Giulia,160,1277,8,175,0,Dati della Protezione Civile del 22 Aprile 2022 ore 18:08
Lazio,1145,6421,71,943,243,Dati della Protezione Civile del 22 Aprile 2022 ore 18:08
Liguria,293,1646,14,215,12,Dati della Protezione Civile del 22 Aprile 2022 ore 18:08
Lombardia,1203,10457,37,1810,0,Dati della Protezione Civile del 22 Aprile 2022 ore 18:08
Marche,170,1013,7,252,44,Dati della Protezione Civile del 22 Aprile 2022 ore 18:08
Molise,32,176,0,39,26,Dati della Protezione Civile del 22 Aprile 2022 ore 18:08
P.A. Bolzano,38,500,1,100,20,Dati della Protezione Civile del 22 Aprile 2022 ore 18:08
P.A. Trento,65,517,3,90,0,Dati della Protezione Civile del 22 Aprile 2022 ore 18:08
Piemonte,810,6794,24,628,99,Dati della Protezione Civile del 22 Aprile 2022 ore 18:08
Puglia,581,2903,35,503,0,Dati della Protezione Civile del 22 Aprile 2022 ore 18:08
Sardegna,309,1602,17,204,16,Dati della Protezione Civile del 22 Aprile 2022 ore 18:08
Sicilia,840,3733,48,823,0,Dati della Protezione Civile del 22 Aprile 2022 ore 18:08
Toscana,690,5033,19,570,10,Dati della Protezione Civile del 22 Aprile 2022 ore 18:08
Umbria,232,662,4,86,41,Dati della Protezione Civile del 22 Aprile 2022 ore 18:08
Valle d'Aosta,22,163,0,34,0,Dati della Protezione Civile del 22 Aprile 2022 ore 18:08
Veneto,627,6000,17,1000,0,Dati della Protezione Civile del 22 Aprile 2022 ore 18:08
Italia,10076,64765,411,9400,539,Dati della Protezione Civile del 22 Aprile 2022 ore 18:08
