Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,61,80.677,2.121,164,84,4%,78,6,260%,6,046,000%,Dati della Protezione Civile del 19 Settembre 2021 ore 20:14
Basilicata,30,29.766,1.279,231,53,4%,50,9,200%,3,054,-2500%,Dati della Protezione Civile del 19 Settembre 2021 ore 20:14
Calabria,198,82.256,4.684,247,183,4%,167,9,060%,16,084,670%,Dati della Protezione Civile del 19 Settembre 2021 ore 20:14
Campania,362,453.170,8.005,140,331,4%,309,5,-310%,22,039,-830%,Dati della Protezione Civile del 19 Settembre 2021 ore 20:14
Emilia-Romagna,343,420.461,13.429,301,454,3%,409,9,050%,45,101,980%,Dati della Protezione Civile del 19 Settembre 2021 ore 20:14
Friuli Venezia Giulia,84,112.996,1.323,110,56,4%,45,4,980%,11,091,1000%,Dati della Protezione Civile del 19 Settembre 2021 ore 20:14
Lazio,277,381.323,11.320,197,484,4%,426,7,-070%,58,101,000%,Dati della Protezione Civile del 19 Settembre 2021 ore 20:14
Liguria,93,111.943,1.504,99,89,6%,83,5,-120%,6,039,-1430%,Dati della Protezione Civile del 19 Settembre 2021 ore 20:14
Lombardia,348,879.639,11.439,114,487,4%,428,4,-230%,59,059,350%,Dati della Protezione Civile del 19 Settembre 2021 ore 20:14
Marche,147,113.106,2.903,192,79,3%,57,4,-340%,22,145,000%,Dati della Protezione Civile del 19 Settembre 2021 ore 20:14
Molise,19,14.460,186,62,7,4%,5,2,000%,2,067,000%,Dati della Protezione Civile del 19 Settembre 2021 ore 20:14
P.A. Bolzano,81,76.366,1.036,195,30,3%,21,4,-450%,9,169,2860%,Dati della Protezione Civile del 19 Settembre 2021 ore 20:14
P.A. Trento,19,48.107,493,90,16,3%,15,3,710%,1,018,000%,Dati della Protezione Civile del 19 Settembre 2021 ore 20:14
Piemonte,153,376.865,3.861,90,224,6%,201,5,200%,23,053,450%,Dati della Protezione Civile del 19 Settembre 2021 ore 20:14
Puglia,164,267.201,3.298,83,206,6%,187,5,000%,19,048,000%,Dati della Protezione Civile del 19 Settembre 2021 ore 20:14
Sardegna,60,74.734,3.735,232,209,6%,190,12,220%,19,118,-500%,Dati della Protezione Civile del 19 Settembre 2021 ore 20:14
Sicilia,538,293.145,21.036,431,758,4%,657,13,-140%,101,207,100%,Dati della Protezione Civile del 19 Settembre 2021 ore 20:14
Toscana,418,279.325,8.482,230,385,5%,336,9,-340%,49,133,430%,Dati della Protezione Civile del 19 Settembre 2021 ore 20:14
Umbria,70,63.305,1.182,136,52,4%,46,5,220%,6,069,000%,Dati della Protezione Civile del 19 Settembre 2021 ore 20:14
Valle d'Aosta,9,12.083,66,53,3,5%,2,2,000%,1,080,000%,Dati della Protezione Civile del 19 Settembre 2021 ore 20:14
Veneto,364,465.183,12.154,249,269,2%,217,4,-050%,52,107,200%,Dati della Protezione Civile del 19 Settembre 2021 ore 20:14
Italia,3.838,4.636.111,113.536,190,4.459,4%,3.929,7,-070%,530,089,210%,Dati della Protezione Civile del 19 Settembre 2021 ore 20:14
