Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPIA INTENSIVA,fonte
Abruzzo,5.385,370.151,55.577,4.339,326,1%,316,25,-280%,10,078,-1670%,Dati della Protezione Civile del 28 Aprile 2022 ore 23:45
Basilicata,785,126.253,29.443,5.401,101,0%,101,19,630%,0,000,000%,Dati della Protezione Civile del 28 Aprile 2022 ore 23:45
Calabria,2.063,354.493,86.680,4.659,308,0%,291,16,-200%,17,091,630%,Dati della Protezione Civile del 28 Aprile 2022 ore 23:45
Campania,7.313,1.591.682,176.071,3.131,788,0%,746,13,-070%,42,075,500%,Dati della Protezione Civile del 28 Aprile 2022 ore 23:45
Emilia-Romagna,6.011,1.401.298,59.542,1.341,1.388,2%,1.352,30,060%,36,081,-270%,Dati della Protezione Civile del 28 Aprile 2022 ore 23:45
Friuli Venezia Giulia,1.303,361.409,24.554,2.044,163,1%,158,13,190%,5,042,-5000%,Dati della Protezione Civile del 28 Aprile 2022 ore 23:45
Lazio,6.351,1.472.600,156.392,2.729,1.226,1%,1.158,20,-160%,68,119,300%,Dati della Protezione Civile del 28 Aprile 2022 ore 23:45
Liguria,1.433,424.306,17.071,1.124,345,2%,330,22,000%,15,099,000%,Dati della Protezione Civile del 28 Aprile 2022 ore 23:45
Lombardia,8.634,2.750.788,161.377,1.617,1.296,1%,1.261,13,080%,35,035,000%,Dati della Protezione Civile del 28 Aprile 2022 ore 23:45
Marche,1.963,441.197,6.185,413,187,3%,183,12,-370%,4,027,-2000%,Dati della Protezione Civile del 28 Aprile 2022 ore 23:45
Molise,549,59.153,8.904,3.026,36,0%,36,12,-270%,0,000,000%,Dati della Protezione Civile del 28 Aprile 2022 ore 23:45
P.A. Bolzano,380,210.238,4.001,748,47,1%,46,9,000%,1,019,-5000%,Dati della Protezione Civile del 28 Aprile 2022 ore 23:45
P.A. Trento,459,160.367,3.851,710,77,2%,74,14,-860%,3,055,000%,Dati della Protezione Civile del 28 Aprile 2022 ore 23:45
Piemonte,3.718,1.137.947,63.841,1.493,804,1%,785,18,-250%,19,044,560%,Dati della Protezione Civile del 28 Aprile 2022 ore 23:45
Puglia,4.293,1.058.128,105.449,2.681,580,1%,557,14,-190%,23,058,-1790%,Dati della Protezione Civile del 28 Aprile 2022 ore 23:45
Sardegna,2.028,276.615,29.207,1.837,328,1%,316,20,000%,12,075,-770%,Dati della Protezione Civile del 28 Aprile 2022 ore 23:45
Sicilia,4.106,1.104.477,124.661,2.579,897,1%,850,18,-140%,47,097,-410%,Dati della Protezione Civile del 28 Aprile 2022 ore 23:45
Toscana,3.763,1.090.991,49.294,1.335,669,1%,646,17,-060%,23,062,000%,Dati della Protezione Civile del 28 Aprile 2022 ore 23:45
Umbria,1.628,266.081,12.493,1.444,212,2%,208,24,-550%,4,046,000%,Dati della Protezione Civile del 28 Aprile 2022 ore 23:45
Valle d'Aosta,91,34.893,1.447,1.166,19,1%,19,15,-1740%,0,000,000%,Dati della Protezione Civile del 28 Aprile 2022 ore 23:45
Veneto,6.948,1.656.721,72.766,1.494,661,1%,643,13,170%,18,037,000%,Dati della Protezione Civile del 28 Aprile 2022 ore 23:45
Italia,69.204,16.349.788,1.248.806,2.108,10.458,1%,10.076,17,-080%,382,064,-300%,Dati della Protezione Civile del 28 Aprile 2022 ore 23:45
