Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,279,1382,10,181,0,Dati della Protezione Civile del 05 Agosto 2022 ore 23:45
Basilicata,70,366,3,79,14,Dati della Protezione Civile del 05 Agosto 2022 ore 23:45
Calabria,278,971,12,177,0,Dati della Protezione Civile del 05 Agosto 2022 ore 23:45
Campania,543,3896,23,575,0,Dati della Protezione Civile del 05 Agosto 2022 ore 23:45
Emilia-Romagna,1505,9001,43,889,0,Dati della Protezione Civile del 05 Agosto 2022 ore 23:45
Friuli Venezia Giulia,259,1277,3,175,0,Dati della Protezione Civile del 05 Agosto 2022 ore 23:45
Lazio,975,6421,55,943,243,Dati della Protezione Civile del 05 Agosto 2022 ore 23:45
Liguria,396,1626,5,219,12,Dati della Protezione Civile del 05 Agosto 2022 ore 23:45
Lombardia,1210,10457,36,1810,0,Dati della Protezione Civile del 05 Agosto 2022 ore 23:45
Marche,200,983,6,230,50,Dati della Protezione Civile del 05 Agosto 2022 ore 23:45
Molise,20,176,1,39,26,Dati della Protezione Civile del 05 Agosto 2022 ore 23:45
P.A. Bolzano,65,500,0,100,20,Dati della Protezione Civile del 05 Agosto 2022 ore 23:45
P.A. Trento,65,517,4,90,0,Dati della Protezione Civile del 05 Agosto 2022 ore 23:45
Piemonte,504,6794,13,628,99,Dati della Protezione Civile del 05 Agosto 2022 ore 23:45
Puglia,433,2751,18,405,0,Dati della Protezione Civile del 05 Agosto 2022 ore 23:45
Sardegna,168,1602,11,204,16,Dati della Protezione Civile del 05 Agosto 2022 ore 23:45
Sicilia,830,3632,47,794,0,Dati della Protezione Civile del 05 Agosto 2022 ore 23:45
Toscana,627,5033,20,570,13,Dati della Protezione Civile del 05 Agosto 2022 ore 23:45
Umbria,236,662,4,86,41,Dati della Protezione Civile del 05 Agosto 2022 ore 23:45
Valle d'Aosta,20,103,0,13,21,Dati della Protezione Civile del 05 Agosto 2022 ore 23:45
Veneto,714,6000,37,1000,0,Dati della Protezione Civile del 05 Agosto 2022 ore 23:45
Italia,9397,64150,351,9207,555,Dati della Protezione Civile del 05 Agosto 2022 ore 23:45
