Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,178,83.751,2.400,185,75,3%,68,5,-290%,7,054,000%,Dati della Protezione Civile del 07 Novembre 2021 ore 17:35
Basilicata,25,30.933,854,154,29,3%,29,5,360%,0,000,000%,Dati della Protezione Civile del 07 Novembre 2021 ore 17:35
Calabria,179,88.586,3.534,187,122,3%,113,6,090%,9,048,1250%,Dati della Protezione Civile del 07 Novembre 2021 ore 17:35
Campania,780,471.330,10.787,189,284,3%,266,5,-070%,18,032,590%,Dati della Protezione Civile del 07 Novembre 2021 ore 17:35
Emilia-Romagna,565,435.301,8.458,189,365,4%,329,7,350%,36,081,000%,Dati della Protezione Civile del 07 Novembre 2021 ore 17:35
Friuli Venezia Giulia,205,119.114,3.108,258,132,4%,115,10,450%,17,141,000%,Dati della Protezione Civile del 07 Novembre 2021 ore 17:35
Lazio,697,399.319,10.944,190,541,5%,482,8,040%,59,103,000%,Dati della Protezione Civile del 07 Novembre 2021 ore 17:35
Liguria,68,115.623,1.429,94,97,7%,88,6,730%,9,059,000%,Dati della Protezione Civile del 07 Novembre 2021 ore 17:35
Lombardia,715,898.787,11.492,115,385,3%,338,3,180%,47,047,000%,Dati della Protezione Civile del 07 Novembre 2021 ore 17:35
Marche,157,117.199,2.803,185,88,3%,65,4,480%,23,152,000%,Dati della Protezione Civile del 07 Novembre 2021 ore 17:35
Molise,36,14.729,146,49,6,4%,5,2,000%,1,033,000%,Dati della Protezione Civile del 07 Novembre 2021 ore 17:35
P.A. Bolzano,163,80.210,2.040,383,60,3%,56,11,180%,4,075,3330%,Dati della Protezione Civile del 07 Novembre 2021 ore 17:35
P.A. Trento,39,49.763,603,111,22,4%,20,4,-910%,2,037,000%,Dati della Protezione Civile del 07 Novembre 2021 ore 17:35
Piemonte,234,386.863,4.822,112,225,5%,204,5,300%,21,049,000%,Dati della Protezione Civile del 07 Novembre 2021 ore 17:35
Puglia,166,274.204,3.447,87,166,5%,146,4,280%,20,051,530%,Dati della Protezione Civile del 07 Novembre 2021 ore 17:35
Sardegna,58,76.563,1.531,95,52,3%,46,3,220%,6,037,000%,Dati della Protezione Civile del 07 Novembre 2021 ore 17:35
Sicilia,359,310.805,7.777,160,362,5%,320,7,-120%,42,086,-230%,Dati della Protezione Civile del 07 Novembre 2021 ore 17:35
Toscana,373,291.919,6.697,181,298,4%,271,7,-150%,27,073,380%,Dati della Protezione Civile del 07 Novembre 2021 ore 17:35
Umbria,102,65.749,1.418,163,48,3%,42,5,-230%,6,069,-1430%,Dati della Protezione Civile del 07 Novembre 2021 ore 17:35
Valle d'Aosta,15,12.353,81,65,9,11%,9,7,000%,0,000,000%,Dati della Protezione Civile del 07 Novembre 2021 ore 17:35
Veneto,708,484.946,12.616,259,247,2%,203,4,520%,44,090,730%,Dati della Protezione Civile del 07 Novembre 2021 ore 17:35
Italia,5.822,4.808.047,96.987,163,3.613,4%,3.215,5,130%,398,067,150%,Dati della Protezione Civile del 07 Novembre 2021 ore 17:35
