Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,277,31740,15144,1160,695,5%,631,48,-2.5&,64,4.9,-3%,Dati della Protezione Civile del 12 Dicembre 2020 ore 19:13
Basilicata,85,9375,6262,1124,128,2%,114,20,-1.7&,14,2.51,-6.7%,Dati della Protezione Civile del 12 Dicembre 2020 ore 19:13
Calabria,235,19568,9349,486,374,4%,352,18,-3.6&,22,1.14,4.8%,Dati della Protezione Civile del 12 Dicembre 2020 ore 19:13
Campania,1414,172746,94089,1626,1931,2%,1794,31,-1.9&,137,2.37,-4.9%,Dati della Protezione Civile del 12 Dicembre 2020 ore 19:13
Emilia-Romagna,1807,142816,63972,1432,3035,5%,2813,63,0&,222,4.97,-3.9%,Dati della Protezione Civile del 12 Dicembre 2020 ore 19:13
Friuli Venezia Giulia,884,39516,14355,1185,713,5%,654,54,1.6&,59,4.87,-6.3%,Dati della Protezione Civile del 12 Dicembre 2020 ore 19:13
Lazio,1194,138337,87318,1489,3306,4%,2969,51,-1.9&,337,5.75,-0.6%,Dati della Protezione Civile del 12 Dicembre 2020 ore 19:13
Liguria,263,55287,8469,549,859,10%,782,51,-2.6&,77,4.99,-8.3%,Dati della Protezione Civile del 12 Dicembre 2020 ore 19:13
Lombardia,2736,441327,85066,842,6006,7%,5289,52,-2.4&,717,7.1,-2.2%,Dati della Protezione Civile del 12 Dicembre 2020 ore 19:13
Marche,451,34317,12603,830,573,5%,487,32,-0.6&,86,5.66,0%,Dati della Protezione Civile del 12 Dicembre 2020 ore 19:13
Molise,72,5562,2544,842,64,3%,56,19,12&,8,2.65,0%,Dati della Protezione Civile del 12 Dicembre 2020 ore 19:13
P.A. Bolzano,250,26533,10622,1996,269,3%,242,45,0&,27,5.07,0%,Dati della Protezione Civile del 12 Dicembre 2020 ore 19:13
P.A. Trento,222,18198,2436,449,447,18%,403,74,-1.9&,44,8.11,-6.4%,Dati della Protezione Civile del 12 Dicembre 2020 ore 19:13
Piemonte,1443,184527,57861,1333,4161,7%,3857,89,-3.7&,304,7,1.3%,Dati della Protezione Civile del 12 Dicembre 2020 ore 19:13
Puglia,1478,71797,51236,1278,1781,3%,1587,40,-0.5&,194,4.84,3.7%,Dati della Protezione Civile del 12 Dicembre 2020 ore 19:13
Sardegna,168,25645,14990,919,647,4%,586,36,-1.5&,61,3.74,-4.7%,Dati della Protezione Civile del 12 Dicembre 2020 ore 19:13
Sicilia,1016,77382,35761,720,1439,4%,1243,25,-2.9&,196,3.94,-0.5%,Dati della Protezione Civile del 12 Dicembre 2020 ore 19:13
Toscana,574,111671,19092,513,1449,8%,1221,33,-3.7&,228,6.12,-5.4%,Dati della Protezione Civile del 12 Dicembre 2020 ore 19:13
Umbria,211,26045,4884,555,350,7%,301,34,-4.1&,49,5.57,-9.3%,Dati della Protezione Civile del 12 Dicembre 2020 ore 19:13
Valle d'Aosta,25,6837,663,528,84,13%,76,61,-13.6&,8,6.37,-11.1%,Dati della Protezione Civile del 12 Dicembre 2020 ore 19:13
Veneto,5098,186549,88132,1796,2954,3%,2609,53,1.7&,345,7.03,-1.1%,Dati della Protezione Civile del 12 Dicembre 2020 ore 19:13
Italia,19903,1825775,684848,1137,31265,5%,28066,47,-1.7&,3199,5.31,-2%,Dati della Protezione Civile del 12 Dicembre 2020 ore 19:13
