Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,10,74.151,5.278,408,131,2%,119,9,-080%,12,093,000%,Dati della Protezione Civile del 03 Giugno 2021 ore 18:55
Basilicata,3,26.380,3.552,642,61,2%,59,11,540%,2,036,10000%,Dati della Protezione Civile del 03 Giugno 2021 ore 18:55
Calabria,104,67.268,9.092,480,240,3%,224,12,090%,16,084,1430%,Dati della Protezione Civile del 03 Giugno 2021 ore 18:55
Campania,218,420.250,64.998,1.138,648,1%,594,10,-480%,54,095,-180%,Dati della Protezione Civile del 03 Giugno 2021 ore 18:55
Emilia-Romagna,232,384.365,13.188,295,561,4%,473,11,-330%,88,197,-220%,Dati della Protezione Civile del 03 Giugno 2021 ore 18:55
Friuli Venezia Giulia,6,107.066,4.760,395,39,1%,38,3,560%,1,008,-5000%,Dati della Protezione Civile del 03 Giugno 2021 ore 18:55
Lazio,196,342.625,14.698,255,977,7%,843,15,060%,134,233,-630%,Dati della Protezione Civile del 03 Giugno 2021 ore 18:55
Liguria,30,102.855,926,61,129,14%,101,7,-560%,28,184,-340%,Dati della Protezione Civile del 03 Giugno 2021 ore 18:55
Lombardia,277,836.374,21.529,215,1.135,5%,942,9,-390%,193,192,-680%,Dati della Protezione Civile del 03 Giugno 2021 ore 18:55
Marche,35,102.876,3.461,229,118,3%,96,6,-100%,22,145,480%,Dati della Protezione Civile del 03 Giugno 2021 ore 18:55
Molise,3,13.599,107,36,8,7%,7,2,-1250%,1,033,000%,Dati della Protezione Civile del 03 Giugno 2021 ore 18:55
P.A. Bolzano,28,72.975,627,118,17,3%,15,3,-630%,2,038,-3330%,Dati della Protezione Civile del 03 Giugno 2021 ore 18:55
P.A. Trento,19,45.505,408,75,25,6%,17,3,1330%,8,147,-1110%,Dati della Protezione Civile del 03 Giugno 2021 ore 18:55
Piemonte,219,360.892,4.386,102,588,13%,513,12,-540%,75,174,-510%,Dati della Protezione Civile del 03 Giugno 2021 ore 18:55
Puglia,44,250.886,21.177,536,523,2%,479,12,-220%,44,111,-1200%,Dati della Protezione Civile del 03 Giugno 2021 ore 18:55
Sardegna,33,56.768,12.554,779,141,1%,127,8,-230%,14,087,000%,Dati della Protezione Civile del 03 Giugno 2021 ore 18:55
Sicilia,254,226.678,8.763,180,459,5%,413,8,-190%,46,094,-210%,Dati della Protezione Civile del 03 Giugno 2021 ore 18:55
Toscana,186,241.929,6.794,184,469,7%,370,10,-110%,99,268,-390%,Dati della Protezione Civile del 03 Giugno 2021 ore 18:55
Umbria,6,56.439,1.382,159,61,4%,54,6,-180%,7,080,000%,Dati della Protezione Civile del 03 Giugno 2021 ore 18:55
Valle d'Aosta,2,11.611,182,146,5,3%,5,4,-1670%,0,000,-10000%,Dati della Protezione Civile del 03 Giugno 2021 ore 18:55
Veneto,63,423.671,7.700,158,274,4%,228,5,-170%,46,094,220%,Dati della Protezione Civile del 03 Giugno 2021 ore 18:55
Italia,1.968,4.225.163,205.562,345,6.609,3%,5.717,10,-240%,892,150,-440%,Dati della Protezione Civile del 03 Giugno 2021 ore 18:55
