Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPIA INTENSIVA,fonte
Abruzzo,1.142,457.395,47.539,3.711,223,0%,219,17,740%,4,031,3330%,Dati della Protezione Civile del 11 Luglio 2022 ore 23:45
Basilicata,539,155.382,13.213,2.424,88,1%,86,16,1170%,2,037,000%,Dati della Protezione Civile del 11 Luglio 2022 ore 23:45
Calabria,1.884,443.693,56.779,3.052,311,1%,301,16,380%,10,054,-2860%,Dati della Protezione Civile del 11 Luglio 2022 ore 23:45
Campania,4.991,1.945.590,177.938,3.164,750,0%,722,13,1120%,28,050,-1760%,Dati della Protezione Civile del 11 Luglio 2022 ore 23:45
Emilia-Romagna,4.371,1.643.771,75.133,1.693,1.388,2%,1.342,30,400%,46,104,700%,Dati della Protezione Civile del 11 Luglio 2022 ore 23:45
Friuli Venezia Giulia,554,418.252,19.940,1.660,197,1%,191,16,730%,6,050,000%,Dati della Protezione Civile del 11 Luglio 2022 ore 23:45
Lazio,4.437,1.819.830,197.107,3.440,943,0%,881,15,630%,62,108,000%,Dati della Protezione Civile del 11 Luglio 2022 ore 23:45
Liguria,871,495.935,21.352,1.406,366,2%,357,24,500%,9,059,2860%,Dati della Protezione Civile del 11 Luglio 2022 ore 23:45
Lombardia,3.666,3.170.752,152.374,1.527,1.335,1%,1.306,13,210%,29,029,360%,Dati della Protezione Civile del 11 Luglio 2022 ore 23:45
Marche,1.187,525.575,20.410,1.362,175,1%,168,11,770%,7,047,000%,Dati della Protezione Civile del 11 Luglio 2022 ore 23:45
Molise,171,75.266,4.930,1.675,23,0%,22,7,000%,1,034,000%,Dati della Protezione Civile del 11 Luglio 2022 ore 23:45
P.A. Bolzano,253,233.298,5.615,1.050,91,2%,90,17,840%,1,019,000%,Dati della Protezione Civile del 11 Luglio 2022 ore 23:45
P.A. Trento,166,180.936,6.131,1.131,81,1%,81,15,950%,0,000,000%,Dati della Protezione Civile del 11 Luglio 2022 ore 23:45
Piemonte,1.585,1.298.164,56.929,1.332,544,1%,529,12,770%,15,035,710%,Dati della Protezione Civile del 11 Luglio 2022 ore 23:45
Puglia,2.933,1.283.426,85.083,2.163,451,1%,432,11,-110%,19,048,000%,Dati della Protezione Civile del 11 Luglio 2022 ore 23:45
Sardegna,1.392,376.691,37.290,2.345,174,0%,164,10,250%,10,063,-2310%,Dati della Protezione Civile del 11 Luglio 2022 ore 23:45
Sicilia,3.259,1.432.233,127.518,2.638,1.037,1%,993,21,300%,44,091,230%,Dati della Protezione Civile del 11 Luglio 2022 ore 23:45
Toscana,1.200,1.260.719,78.155,2.116,685,1%,656,18,410%,29,079,3810%,Dati della Protezione Civile del 11 Luglio 2022 ore 23:45
Umbria,795,322.577,21.145,2.443,256,1%,248,29,740%,8,092,1430%,Dati della Protezione Civile del 11 Luglio 2022 ore 23:45
Valle d'Aosta,43,39.015,1.247,1.005,16,1%,16,13,-590%,0,000,-10000%,Dati della Protezione Civile del 11 Luglio 2022 ore 23:45
Veneto,2.317,1.944.762,98.190,2.016,680,1%,650,13,110%,30,062,710%,Dati della Protezione Civile del 11 Luglio 2022 ore 23:45
Italia,37.756,19.523.262,1.304.018,2.201,9.814,1%,9.454,16,450%,360,061,290%,Dati della Protezione Civile del 11 Luglio 2022 ore 23:45
