Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,269,1382,10,181,0,Dati della Protezione Civile del 04 Agosto 2022 ore 23:45
Basilicata,71,366,3,79,14,Dati della Protezione Civile del 04 Agosto 2022 ore 23:45
Calabria,290,971,11,177,0,Dati della Protezione Civile del 04 Agosto 2022 ore 23:45
Campania,573,3896,23,575,0,Dati della Protezione Civile del 04 Agosto 2022 ore 23:45
Emilia-Romagna,1578,9001,51,889,0,Dati della Protezione Civile del 04 Agosto 2022 ore 23:45
Friuli Venezia Giulia,271,1277,4,175,0,Dati della Protezione Civile del 04 Agosto 2022 ore 23:45
Lazio,1029,6421,58,943,243,Dati della Protezione Civile del 04 Agosto 2022 ore 23:45
Liguria,416,1633,5,219,12,Dati della Protezione Civile del 04 Agosto 2022 ore 23:45
Lombardia,1294,10457,36,1810,0,Dati della Protezione Civile del 04 Agosto 2022 ore 23:45
Marche,193,983,6,230,50,Dati della Protezione Civile del 04 Agosto 2022 ore 23:45
Molise,20,176,2,39,26,Dati della Protezione Civile del 04 Agosto 2022 ore 23:45
P.A. Bolzano,62,500,0,100,20,Dati della Protezione Civile del 04 Agosto 2022 ore 23:45
P.A. Trento,70,517,3,90,0,Dati della Protezione Civile del 04 Agosto 2022 ore 23:45
Piemonte,525,6794,13,628,99,Dati della Protezione Civile del 04 Agosto 2022 ore 23:45
Puglia,438,2751,17,405,0,Dati della Protezione Civile del 04 Agosto 2022 ore 23:45
Sardegna,169,1602,15,204,16,Dati della Protezione Civile del 04 Agosto 2022 ore 23:45
Sicilia,846,3637,45,794,0,Dati della Protezione Civile del 04 Agosto 2022 ore 23:45
Toscana,642,5033,22,570,13,Dati della Protezione Civile del 04 Agosto 2022 ore 23:45
Umbria,236,662,5,86,41,Dati della Protezione Civile del 04 Agosto 2022 ore 23:45
Valle d'Aosta,25,103,1,13,21,Dati della Protezione Civile del 04 Agosto 2022 ore 23:45
Veneto,717,6000,32,1000,0,Dati della Protezione Civile del 04 Agosto 2022 ore 23:45
Italia,9734,64162,362,9207,555,Dati della Protezione Civile del 04 Agosto 2022 ore 23:45
