Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,177,70.873,8.556,655,431,5%,389,30,-280%,42,322,-670%,Dati della Protezione Civile del 28 Aprile 2021 ore 18:32
Basilicata,187,23.615,6.130,1.101,171,3%,162,29,-240%,9,162,-1000%,Dati della Protezione Civile del 28 Aprile 2021 ore 18:32
Calabria,492,59.197,14.887,773,520,3%,475,25,020%,45,234,000%,Dati della Protezione Civile del 28 Aprile 2021 ore 18:32
Campania,1.844,387.908,91.803,1.587,1.643,2%,1.507,26,010%,136,235,000%,Dati della Protezione Civile del 28 Aprile 2021 ore 18:32
Emilia-Romagna,642,367.071,45.545,1.020,2.040,4%,1.790,40,-230%,250,560,160%,Dati della Protezione Civile del 28 Aprile 2021 ore 18:32
Friuli Venezia Giulia,112,104.835,8.128,671,296,4%,264,22,-110%,32,264,000%,Dati della Protezione Civile del 28 Aprile 2021 ore 18:32
Lazio,1.078,321.479,45.645,778,2.602,6%,2.295,39,-310%,307,523,-320%,Dati della Protezione Civile del 28 Aprile 2021 ore 18:32
Liguria,268,98.839,5.626,365,562,10%,496,32,-160%,66,428,000%,Dati della Protezione Civile del 28 Aprile 2021 ore 18:32
Lombardia,2.442,800.100,52.269,517,4.282,8%,3.707,37,-290%,575,569,-120%,Dati della Protezione Civile del 28 Aprile 2021 ore 18:32
Marche,301,97.067,6.196,408,506,8%,438,29,-420%,68,448,300%,Dati della Protezione Civile del 28 Aprile 2021 ore 18:32
Molise,30,13.152,604,200,55,9%,44,15,230%,11,364,000%,Dati della Protezione Civile del 28 Aprile 2021 ore 18:32
P.A. Bolzano,61,70.986,900,169,69,8%,65,12,000%,4,075,-3330%,Dati della Protezione Civile del 28 Aprile 2021 ore 18:32
P.A. Trento,93,43.832,1.110,205,100,9%,74,14,-980%,26,479,830%,Dati della Protezione Civile del 28 Aprile 2021 ore 18:32
Piemonte,1.187,343.273,16.458,379,2.487,15%,2.264,52,-190%,223,514,-710%,Dati della Protezione Civile del 28 Aprile 2021 ore 18:32
Puglia,1.282,231.996,48.643,1.214,1.916,4%,1.685,42,-240%,231,576,180%,Dati della Protezione Civile del 28 Aprile 2021 ore 18:32
Sardegna,264,54.053,17.455,1.071,417,2%,371,23,000%,46,282,000%,Dati della Protezione Civile del 28 Aprile 2021 ore 18:32
Sicilia,980,206.565,25.372,511,1.394,5%,1.222,25,-260%,172,346,240%,Dati della Protezione Civile del 28 Aprile 2021 ore 18:32
Toscana,847,224.920,21.267,571,1.670,8%,1.414,38,-240%,256,688,-040%,Dati della Protezione Civile del 28 Aprile 2021 ore 18:32
Umbria,98,54.134,2.908,330,193,7%,160,18,-240%,33,375,000%,Dati della Protezione Civile del 28 Aprile 2021 ore 18:32
Valle d'Aosta,37,10.823,750,598,57,8%,49,39,210%,8,637,000%,Dati della Protezione Civile del 28 Aprile 2021 ore 18:32
Veneto,963,410.176,22.519,459,1.160,5%,989,20,-180%,171,348,-660%,Dati della Protezione Civile del 28 Aprile 2021 ore 18:32
Italia,13.385,3.994.894,442.771,735,22.571,5%,19.860,33,-220%,2.711,450,-130%,Dati della Protezione Civile del 28 Aprile 2021 ore 18:32
