Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,256,1382,13,181,14,Dati della Protezione Civile del 19 Marzo 2022 ore 23:22
Basilicata,90,381,3,79,13,Dati della Protezione Civile del 19 Marzo 2022 ore 23:22
Calabria,365,1108,14,202,0,Dati della Protezione Civile del 19 Marzo 2022 ore 23:22
Campania,588,4149,37,636,0,Dati della Protezione Civile del 19 Marzo 2022 ore 23:22
Emilia-Romagna,867,9001,51,889,0,Dati della Protezione Civile del 19 Marzo 2022 ore 23:22
Friuli Venezia Giulia,125,1277,5,175,0,Dati della Protezione Civile del 19 Marzo 2022 ore 23:22
Lazio,1012,6421,76,943,243,Dati della Protezione Civile del 19 Marzo 2022 ore 23:22
Liguria,227,1641,8,219,12,Dati della Protezione Civile del 19 Marzo 2022 ore 23:22
Lombardia,880,10457,58,1810,0,Dati della Protezione Civile del 19 Marzo 2022 ore 23:22
Marche,187,1020,9,256,49,Dati della Protezione Civile del 19 Marzo 2022 ore 23:22
Molise,22,176,1,39,26,Dati della Protezione Civile del 19 Marzo 2022 ore 23:22
P.A. Bolzano,49,500,3,100,20,Dati della Protezione Civile del 19 Marzo 2022 ore 23:22
P.A. Trento,28,517,1,90,0,Dati della Protezione Civile del 19 Marzo 2022 ore 23:22
Piemonte,575,6794,22,628,99,Dati della Protezione Civile del 19 Marzo 2022 ore 23:22
Puglia,570,2923,28,503,0,Dati della Protezione Civile del 19 Marzo 2022 ore 23:22
Sardegna,327,1602,18,204,16,Dati della Protezione Civile del 19 Marzo 2022 ore 23:22
Sicilia,852,3779,58,853,0,Dati della Protezione Civile del 19 Marzo 2022 ore 23:22
Toscana,687,5033,32,570,10,Dati della Protezione Civile del 19 Marzo 2022 ore 23:22
Umbria,184,662,6,86,41,Dati della Protezione Civile del 19 Marzo 2022 ore 23:22
Valle d'Aosta,14,163,0,34,0,Dati della Protezione Civile del 19 Marzo 2022 ore 23:22
Veneto,414,6000,28,1000,0,Dati della Protezione Civile del 19 Marzo 2022 ore 23:22
Italia,8319,64986,471,9497,543,Dati della Protezione Civile del 19 Marzo 2022 ore 23:22
