Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPIA INTENSIVA,fonte
Abruzzo,2.384,427.605,25.507,1.991,130,1%,125,10,330%,5,039,2500%,Dati della Protezione Civile del 28 Giugno 2022 ore 23:45
Basilicata,703,144.990,8.113,1.488,51,1%,50,9,000%,1,018,000%,Dati della Protezione Civile del 28 Giugno 2022 ore 23:45
Calabria,2.348,412.757,36.639,1.969,185,1%,179,10,350%,6,032,000%,Dati della Protezione Civile del 28 Giugno 2022 ore 23:45
Campania,10.602,1.801.860,98.818,1.757,443,0%,416,7,670%,27,048,1250%,Dati della Protezione Civile del 28 Giugno 2022 ore 23:45
Emilia-Romagna,4.352,1.558.499,42.825,965,938,2%,910,21,030%,28,063,-340%,Dati della Protezione Civile del 28 Giugno 2022 ore 23:45
Friuli Venezia Giulia,2.044,398.090,12.768,1.063,167,1%,159,13,260%,8,067,-1110%,Dati della Protezione Civile del 28 Giugno 2022 ore 23:45
Lazio,11.171,1.696.834,141.047,2.461,639,0%,588,10,-150%,51,089,000%,Dati della Protezione Civile del 28 Giugno 2022 ore 23:45
Liguria,2.498,471.565,13.276,874,192,1%,189,12,860%,3,020,-2500%,Dati della Protezione Civile del 28 Giugno 2022 ore 23:45
Lombardia,2.375,3.014.117,81.970,821,854,1%,837,8,730%,17,017,2140%,Dati della Protezione Civile del 28 Giugno 2022 ore 23:45
Marche,2.445,494.942,6.330,422,89,1%,86,6,890%,3,020,000%,Dati della Protezione Civile del 28 Giugno 2022 ore 23:45
Molise,321,70.146,2.613,888,14,1%,13,4,-1880%,1,034,000%,Dati della Protezione Civile del 28 Giugno 2022 ore 23:45
P.A. Bolzano,805,225.839,4.047,757,74,2%,72,13,-890%,2,037,000%,Dati della Protezione Civile del 28 Giugno 2022 ore 23:45
P.A. Trento,633,173.644,3.313,611,46,1%,46,8,000%,0,000,000%,Dati della Protezione Civile del 28 Giugno 2022 ore 23:45
Piemonte,5.861,1.243.317,38.437,899,330,1%,319,7,600%,11,026,1000%,Dati della Protezione Civile del 28 Giugno 2022 ore 23:45
Puglia,7.387,1.193.790,39.692,1.009,280,1%,270,7,040%,10,025,000%,Dati della Protezione Civile del 28 Giugno 2022 ore 23:45
Sardegna,3.566,345.736,22.898,1.440,130,1%,122,8,-240%,8,050,1430%,Dati della Protezione Civile del 28 Giugno 2022 ore 23:45
Sicilia,6.396,1.284.004,71.796,1.485,786,1%,759,16,150%,27,056,380%,Dati della Protezione Civile del 28 Giugno 2022 ore 23:45
Toscana,6.317,1.202.967,47.532,1.287,364,1%,350,9,090%,14,038,000%,Dati della Protezione Civile del 28 Giugno 2022 ore 23:45
Umbria,1.462,302.652,12.136,1.402,147,1%,146,17,660%,1,012,-5000%,Dati della Protezione Civile del 28 Giugno 2022 ore 23:45
Valle d'Aosta,93,37.689,699,563,11,2%,11,9,2220%,0,000,000%,Dati della Protezione Civile del 28 Giugno 2022 ore 23:45
Veneto,9.792,1.842.379,62.994,1.294,402,1%,388,8,490%,14,029,-1760%,Dati della Protezione Civile del 28 Giugno 2022 ore 23:45
Italia,83.555,18.343.422,773.450,1.306,6.272,1%,6.035,10,280%,237,040,130%,Dati della Protezione Civile del 28 Giugno 2022 ore 23:45
