Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,93,80.377,2.067,160,80,4%,73,6,000%,7,054,000%,Dati della Protezione Civile del 15 Settembre 2021 ore 17:30
Basilicata,87,29.639,1.321,239,50,4%,46,8,000%,4,072,000%,Dati della Protezione Civile del 15 Settembre 2021 ore 17:30
Calabria,299,81.491,4.924,260,193,4%,177,9,540%,16,084,-1110%,Dati della Protezione Civile del 15 Settembre 2021 ore 17:30
Campania,394,451.519,7.743,136,354,5%,332,6,-210%,22,039,480%,Dati della Protezione Civile del 15 Settembre 2021 ore 17:30
Emilia-Romagna,324,418.885,13.785,309,494,4%,450,10,510%,44,099,230%,Dati della Protezione Civile del 15 Settembre 2021 ore 17:30
Friuli Venezia Giulia,135,112.607,1.403,116,56,4%,47,4,440%,9,075,000%,Dati della Protezione Civile del 15 Settembre 2021 ore 17:30
Lazio,371,379.988,11.842,206,498,4%,439,8,-200%,59,103,-480%,Dati della Protezione Civile del 15 Settembre 2021 ore 17:30
Liguria,117,111.585,1.667,109,95,6%,87,6,-650%,8,052,000%,Dati della Protezione Civile del 15 Settembre 2021 ore 17:30
Lombardia,628,877.593,11.309,113,494,4%,435,4,-020%,59,059,-170%,Dati della Protezione Civile del 15 Settembre 2021 ore 17:30
Marche,173,112.643,3.078,203,83,3%,56,4,180%,27,178,000%,Dati della Protezione Civile del 15 Settembre 2021 ore 17:30
Molise,9,14.422,222,74,9,4%,7,2,-2220%,2,067,000%,Dati della Protezione Civile del 15 Settembre 2021 ore 17:30
P.A. Bolzano,80,76.096,1.032,194,33,3%,25,5,1360%,8,150,1430%,Dati della Protezione Civile del 15 Settembre 2021 ore 17:30
P.A. Trento,58,47.984,468,86,21,4%,20,4,530%,1,018,000%,Dati della Protezione Civile del 15 Settembre 2021 ore 17:30
Piemonte,306,375.916,3.677,85,220,6%,196,5,-250%,24,056,430%,Dati della Protezione Civile del 15 Settembre 2021 ore 17:30
Puglia,189,266.458,3.353,85,205,6%,186,5,160%,19,048,-500%,Dati della Protezione Civile del 15 Settembre 2021 ore 17:30
Sardegna,104,74.428,4.364,271,218,5%,194,12,-350%,24,149,430%,Dati della Protezione Civile del 15 Settembre 2021 ore 17:30
Sicilia,471,290.484,23.616,484,830,4%,732,15,-520%,98,201,-100%,Dati della Protezione Civile del 15 Settembre 2021 ore 17:30
Toscana,373,277.652,8.833,239,406,5%,354,10,-250%,52,141,-880%,Dati della Protezione Civile del 15 Settembre 2021 ore 17:30
Umbria,91,62.999,1.293,149,48,4%,41,5,-1090%,7,080,000%,Dati della Protezione Civile del 15 Settembre 2021 ore 17:30
Valle d'Aosta,3,12.067,71,57,3,4%,3,2,5000%,0,000,000%,Dati della Protezione Civile del 15 Settembre 2021 ore 17:30
Veneto,525,463.207,12.419,255,278,2%,228,5,560%,50,102,-1070%,Dati della Protezione Civile del 15 Settembre 2021 ore 17:30
Italia,4.830,4.618.040,118.487,199,4.668,4%,4.128,7,-090%,540,091,-250%,Dati della Protezione Civile del 15 Settembre 2021 ore 17:30
