Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,196,89.139,5.080,393,122,2%,115,9,1270%,7,054,-3000%,Dati della Protezione Civile del 05 Dicembre 2021 ore 18:58
Basilicata,59,31.805,1.139,206,14,1%,14,3,000%,0,000,000%,Dati della Protezione Civile del 05 Dicembre 2021 ore 18:58
Calabria,228,94.575,5.317,281,165,3%,146,8,350%,19,100,-500%,Dati della Protezione Civile del 05 Dicembre 2021 ore 18:58
Campania,1.325,496.885,19.160,335,352,2%,330,6,250%,22,039,000%,Dati della Protezione Civile del 05 Dicembre 2021 ore 18:58
Emilia-Romagna,1.707,463.446,25.333,567,807,3%,728,16,360%,79,177,260%,Dati della Protezione Civile del 05 Dicembre 2021 ore 18:58
Friuli Venezia Giulia,595,134.768,7.963,660,316,4%,288,24,250%,28,232,1200%,Dati della Protezione Civile del 05 Dicembre 2021 ore 18:58
Lazio,1.549,431.893,24.074,418,811,3%,716,12,060%,95,165,440%,Dati della Protezione Civile del 05 Dicembre 2021 ore 18:58
Liguria,486,125.103,5.293,347,194,4%,172,11,120%,22,144,-1200%,Dati della Protezione Civile del 05 Dicembre 2021 ore 18:58
Lombardia,2.628,946.094,38.848,387,1.079,3%,955,10,340%,124,124,250%,Dati della Protezione Civile del 05 Dicembre 2021 ore 18:58
Marche,474,126.167,5.414,358,126,2%,97,6,-300%,29,192,1150%,Dati della Protezione Civile del 05 Dicembre 2021 ore 18:58
Molise,16,15.304,385,128,14,4%,13,4,830%,1,033,000%,Dati della Protezione Civile del 05 Dicembre 2021 ore 18:58
P.A. Bolzano,369,90.798,6.342,1.191,107,2%,93,17,000%,14,263,770%,Dati della Protezione Civile del 05 Dicembre 2021 ore 18:58
P.A. Trento,197,53.062,1.968,361,67,3%,59,11,1800%,8,147,000%,Dati della Protezione Civile del 05 Dicembre 2021 ore 18:58
Piemonte,906,404.599,13.409,311,476,4%,440,10,500%,36,084,-270%,Dati della Protezione Civile del 05 Dicembre 2021 ore 18:58
Puglia,248,280.964,4.600,116,160,3%,139,4,450%,21,053,000%,Dati della Protezione Civile del 05 Dicembre 2021 ore 18:58
Sardegna,133,79.681,3.088,192,90,3%,77,5,690%,13,081,000%,Dati della Protezione Civile del 05 Dicembre 2021 ore 18:58
Sicilia,870,327.881,13.317,273,347,3%,304,6,130%,43,088,-440%,Dati della Protezione Civile del 05 Dicembre 2021 ore 18:58
Toscana,669,304.725,10.515,285,299,3%,250,7,160%,49,133,000%,Dati della Protezione Civile del 05 Dicembre 2021 ore 18:58
Umbria,123,68.151,1.837,211,50,3%,43,5,1030%,7,080,-1250%,Dati della Protezione Civile del 05 Dicembre 2021 ore 18:58
Valle d'Aosta,24,13.460,747,597,22,3%,21,17,-450%,1,080,-5000%,Dati della Protezione Civile del 05 Dicembre 2021 ore 18:58
Veneto,2.219,530.582,38.171,782,715,2%,597,12,420%,118,242,000%,Dati della Protezione Civile del 05 Dicembre 2021 ore 18:58
Italia,15.021,5.109.082,232.000,389,6.333,3%,5.597,9,310%,736,123,050%,Dati della Protezione Civile del 05 Dicembre 2021 ore 18:58
