Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,19,83.768,2.354,182,80,3%,73,6,740%,7,054,000%,Dati della Protezione Civile del 08 Novembre 2021 ore 18:41
Basilicata,0,30.933,847,153,25,3%,25,5,-1380%,0,000,000%,Dati della Protezione Civile del 08 Novembre 2021 ore 18:41
Calabria,129,88.715,3.564,188,122,3%,114,6,090%,8,042,-1110%,Dati della Protezione Civile del 08 Novembre 2021 ore 18:41
Campania,393,471.723,10.684,187,292,3%,275,5,340%,17,030,-560%,Dati della Protezione Civile del 08 Novembre 2021 ore 18:41
Emilia-Romagna,536,435.837,8.662,194,379,4%,341,8,360%,38,085,560%,Dati della Protezione Civile del 08 Novembre 2021 ore 18:41
Friuli Venezia Giulia,438,119.550,3.472,288,142,4%,122,10,610%,20,166,1760%,Dati della Protezione Civile del 08 Novembre 2021 ore 18:41
Lazio,449,399.768,10.926,190,571,5%,510,9,580%,61,106,340%,Dati della Protezione Civile del 08 Novembre 2021 ore 18:41
Liguria,53,115.676,1.480,97,107,7%,97,6,1020%,10,066,1110%,Dati della Protezione Civile del 08 Novembre 2021 ore 18:41
Lombardia,294,899.081,11.721,117,394,3%,348,3,300%,46,046,-210%,Dati della Protezione Civile del 08 Novembre 2021 ore 18:41
Marche,73,117.272,2.803,185,94,3%,70,5,770%,24,159,430%,Dati della Protezione Civile del 08 Novembre 2021 ore 18:41
Molise,0,14.729,140,47,7,5%,6,2,2000%,1,033,000%,Dati della Protezione Civile del 08 Novembre 2021 ore 18:41
P.A. Bolzano,192,80.402,2.171,408,69,3%,65,12,1610%,4,075,000%,Dati della Protezione Civile del 08 Novembre 2021 ore 18:41
P.A. Trento,27,49.790,614,113,23,4%,21,4,500%,2,037,000%,Dati della Protezione Civile del 08 Novembre 2021 ore 18:41
Piemonte,290,387.153,4.869,113,249,5%,224,5,980%,25,058,1900%,Dati della Protezione Civile del 08 Novembre 2021 ore 18:41
Puglia,150,274.354,3.492,88,171,5%,151,4,340%,20,051,000%,Dati della Protezione Civile del 08 Novembre 2021 ore 18:41
Sardegna,30,76.593,1.546,96,55,4%,49,3,650%,6,037,000%,Dati della Protezione Civile del 08 Novembre 2021 ore 18:41
Sicilia,416,311.575,8.425,173,379,4%,333,7,410%,46,094,950%,Dati della Protezione Civile del 08 Novembre 2021 ore 18:41
Toscana,263,292.182,6.639,180,305,5%,277,8,220%,28,076,370%,Dati della Protezione Civile del 08 Novembre 2021 ore 18:41
Umbria,12,65.761,1.381,159,46,3%,40,5,-480%,6,069,000%,Dati della Protezione Civile del 08 Novembre 2021 ore 18:41
Valle d'Aosta,1,12.354,82,66,7,9%,7,6,-2220%,0,000,000%,Dati della Protezione Civile del 08 Novembre 2021 ore 18:41
Veneto,432,485.378,12.903,264,260,2%,214,4,540%,46,094,450%,Dati della Protezione Civile del 08 Novembre 2021 ore 18:41
Italia,4.197,4.812.594,98.775,166,3.777,4%,3.362,6,460%,415,070,430%,Dati della Protezione Civile del 08 Novembre 2021 ore 18:41
