Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,207,35953,11423,875,486,4%,445,34,0.5&,41,3.14,10.8%,Dati della Protezione Civile del 03 Gennaio 2021 ore 19:58
Basilicata,81,11102,6191,1112,100,2%,97,17,4.3&,3,0.54,0%,Dati della Protezione Civile del 03 Gennaio 2021 ore 19:58
Calabria,150,24590,8657,450,261,3%,242,13,3.4&,19,0.99,0%,Dati della Protezione Civile del 03 Gennaio 2021 ore 19:58
Campania,619,192418,77825,1345,1460,2%,1362,24,0.5&,98,1.69,-1%,Dati della Protezione Civile del 03 Gennaio 2021 ore 19:58
Emilia-Romagna,1818,177988,56628,1268,2891,5%,2657,59,0.3&,234,5.24,2.2%,Dati della Protezione Civile del 03 Gennaio 2021 ore 19:58
Friuli Venezia Giulia,200,51301,11649,962,719,6%,658,54,0.9&,61,5.04,-3.2%,Dati della Protezione Civile del 03 Gennaio 2021 ore 19:58
Lazio,1681,167920,77153,1315,3133,4%,2824,48,1.1&,309,5.27,-1.9%,Dati della Protezione Civile del 03 Gennaio 2021 ore 19:58
Liguria,221,61305,5787,375,767,13%,696,45,3.3&,71,4.6,7.6%,Dati della Protezione Civile del 03 Gennaio 2021 ore 19:58
Lombardia,1709,485070,56955,564,3756,7%,3267,32,-0.8&,489,4.84,-0.4%,Dati della Protezione Civile del 03 Gennaio 2021 ore 19:58
Marche,372,42974,12066,795,546,5%,479,32,0&,67,4.41,3.1%,Dati della Protezione Civile del 03 Gennaio 2021 ore 19:58
Molise,18,6673,1738,575,62,4%,52,17,2&,10,3.31,11.1%,Dati della Protezione Civile del 03 Gennaio 2021 ore 19:58
P.A. Bolzano,96,29946,10850,2039,210,2%,186,35,5.7&,24,4.51,0%,Dati della Protezione Civile del 03 Gennaio 2021 ore 19:58
P.A. Trento,130,22279,1981,365,426,22%,382,70,3.5&,44,8.11,7.3%,Dati della Protezione Civile del 03 Gennaio 2021 ore 19:58
Piemonte,741,200060,21463,494,2974,14%,2786,64,0.3&,188,4.33,3.3%,Dati della Protezione Civile del 03 Gennaio 2021 ore 19:58
Puglia,950,93653,54078,1349,1612,3%,1476,37,-1.8&,136,3.39,-2.2%,Dati della Protezione Civile del 03 Gennaio 2021 ore 19:58
Sardegna,194,31861,16754,1028,516,3%,473,29,-1.3&,43,2.64,4.9%,Dati della Protezione Civile del 03 Gennaio 2021 ore 19:58
Sicilia,1047,96547,35591,716,1321,4%,1137,23,4.3&,184,3.7,-1.1%,Dati della Protezione Civile del 03 Gennaio 2021 ore 19:58
Toscana,355,121770,9948,267,981,10%,834,22,1.1&,147,3.95,5.8%,Dati della Protezione Civile del 03 Gennaio 2021 ore 19:58
Umbria,202,29440,3904,443,316,8%,268,30,-0.7&,48,5.45,2.1%,Dati della Protezione Civile del 03 Gennaio 2021 ore 19:58
Valle d'Aosta,35,7332,414,330,68,16%,66,53,-13.2&,2,1.59,0%,Dati della Protezione Civile del 03 Gennaio 2021 ore 19:58
Veneto,3419,265264,95159,1939,3053,3%,2688,55,0.7&,365,7.44,-1.9%,Dati della Protezione Civile del 03 Gennaio 2021 ore 19:58
Italia,14245,2155446,576214,956,25658,4%,23075,38,0.6&,2583,4.29,0.5%,Dati della Protezione Civile del 03 Gennaio 2021 ore 19:58
