Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,276,1382,10,181,14,Dati della Protezione Civile del 09 Marzo 2022 ore 19:18
Basilicata,87,379,1,79,13,Dati della Protezione Civile del 09 Marzo 2022 ore 19:18
Calabria,309,1108,14,202,0,Dati della Protezione Civile del 09 Marzo 2022 ore 19:18
Campania,547,4191,28,636,0,Dati della Protezione Civile del 09 Marzo 2022 ore 19:18
Emilia-Romagna,1093,9001,64,889,0,Dati della Protezione Civile del 09 Marzo 2022 ore 19:18
Friuli Venezia Giulia,145,1277,9,175,0,Dati della Protezione Civile del 09 Marzo 2022 ore 19:18
Lazio,1073,6421,89,943,243,Dati della Protezione Civile del 09 Marzo 2022 ore 19:18
Liguria,246,1644,15,219,12,Dati della Protezione Civile del 09 Marzo 2022 ore 19:18
Lombardia,794,10457,79,1810,0,Dati della Protezione Civile del 09 Marzo 2022 ore 19:18
Marche,171,1020,17,256,49,Dati della Protezione Civile del 09 Marzo 2022 ore 19:18
Molise,20,176,3,39,26,Dati della Protezione Civile del 09 Marzo 2022 ore 19:18
P.A. Bolzano,62,500,3,100,20,Dati della Protezione Civile del 09 Marzo 2022 ore 19:18
P.A. Trento,50,517,2,90,0,Dati della Protezione Civile del 09 Marzo 2022 ore 19:18
Piemonte,654,6794,31,628,99,Dati della Protezione Civile del 09 Marzo 2022 ore 19:18
Puglia,531,2923,31,503,0,Dati della Protezione Civile del 09 Marzo 2022 ore 19:18
Sardegna,318,1602,17,204,16,Dati della Protezione Civile del 09 Marzo 2022 ore 19:18
Sicilia,894,3770,66,850,0,Dati della Protezione Civile del 09 Marzo 2022 ore 19:18
Toscana,688,5033,43,570,10,Dati della Protezione Civile del 09 Marzo 2022 ore 19:18
Umbria,135,662,5,86,41,Dati della Protezione Civile del 09 Marzo 2022 ore 19:18
Valle d'Aosta,14,163,2,34,0,Dati della Protezione Civile del 09 Marzo 2022 ore 19:18
Veneto,468,6000,34,1000,0,Dati della Protezione Civile del 09 Marzo 2022 ore 19:18
Italia,8575,65020,563,9494,543,Dati della Protezione Civile del 09 Marzo 2022 ore 19:18
