Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,322,51764,12823,982,673,5%,595,46,0.3%,78,5.97,2.6%,Dati della Protezione Civile del 23 Febbraio 2021 ore 20:15
Basilicata,151,15037,3692,663,84,2%,79,14,-1.3%,5,0.9,25%,Dati della Protezione Civile del 23 Febbraio 2021 ore 20:15
Calabria,116,36820,6198,322,200,3%,181,9,2.8%,19,0.99,0%,Dati della Protezione Civile del 23 Febbraio 2021 ore 20:15
Campania,1436,255754,70533,1219,1459,2%,1327,23,0.6%,132,2.28,5.6%,Dati della Protezione Civile del 23 Febbraio 2021 ore 20:15
Emilia-Romagna,1588,249429,36725,822,2239,6%,2043,46,1.3%,196,4.39,1%,Dati della Protezione Civile del 23 Febbraio 2021 ore 20:15
Friuli Venezia Giulia,241,74349,9171,757,410,4%,353,29,0.9%,57,4.71,1.8%,Dati della Protezione Civile del 23 Febbraio 2021 ore 20:15
Lazio,889,227557,34927,595,2079,6%,1850,32,-0.6%,229,3.9,-1.7%,Dati della Protezione Civile del 23 Febbraio 2021 ore 20:15
Liguria,381,76291,4867,315,551,11%,498,32,-3.3%,53,3.43,-5.4%,Dati della Protezione Civile del 23 Febbraio 2021 ore 20:15
Lombardia,2480,583251,54715,542,4325,8%,3917,39,2.4%,408,4.04,4.3%,Dati della Protezione Civile del 23 Febbraio 2021 ore 20:15
Marche,581,64437,9124,601,633,7%,555,37,2.2%,78,5.14,0%,Dati della Protezione Civile del 23 Febbraio 2021 ore 20:15
Molise,26,10183,1721,569,121,7%,106,35,9.3%,15,4.96,15.4%,Dati della Protezione Civile del 23 Febbraio 2021 ore 20:15
P.A. Bolzano,374,52147,7106,1336,292,4%,259,49,0%,33,6.2,0%,Dati della Protezione Civile del 23 Febbraio 2021 ore 20:15
P.A. Trento,232,32274,2992,551,206,7%,174,32,-0.6%,32,5.9,6.7%,Dati della Protezione Civile del 23 Febbraio 2021 ore 20:15
Piemonte,1023,240611,13105,302,2064,16%,1919,44,0.7%,145,3.34,2.8%,Dati della Protezione Civile del 23 Febbraio 2021 ore 20:15
Puglia,823,141625,32442,809,1429,4%,1265,32,-1.3%,164,4.09,2.5%,Dati della Protezione Civile del 23 Febbraio 2021 ore 20:15
Sardegna,47,40812,13087,803,271,2%,247,15,-6.4%,24,1.47,-11.1%,Dati della Protezione Civile del 23 Febbraio 2021 ore 20:15
Sicilia,452,149854,28657,577,953,3%,818,16,-3%,135,2.72,-4.9%,Dati della Protezione Civile del 23 Febbraio 2021 ore 20:15
Toscana,824,150556,15121,406,983,7%,824,22,3.4%,159,4.27,2.6%,Dati della Protezione Civile del 23 Febbraio 2021 ore 20:15
Umbria,262,43351,8509,967,552,6%,473,54,-0.4%,79,8.97,-2.5%,Dati della Protezione Civile del 23 Febbraio 2021 ore 20:15
Valle d'Aosta,4,7982,136,108,6,4%,6,5,0%,0,0,-100%,Dati della Protezione Civile del 23 Febbraio 2021 ore 20:15
Veneto,1062,328078,22297,454,911,4%,806,16,4.4%,105,2.14,1.9%,Dati della Protezione Civile del 23 Febbraio 2021 ore 20:15
Italia,13314,2832162,387948,644,20441,5%,18295,30,0.8%,2146,3.56,1.3%,Dati della Protezione Civile del 23 Febbraio 2021 ore 20:15
