Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,216,33471,13040,999,599,5%,557,43,-1.4&,42,3.22,-2.3%,Dati della Protezione Civile del 20 Dicembre 2020 ore 20:06
Basilicata,73,10029,6005,1078,102,2%,93,17,-3.1&,9,1.62,-10%,Dati della Protezione Civile del 20 Dicembre 2020 ore 20:06
Calabria,224,21151,8469,440,309,4%,287,15,-1&,22,1.14,4.8%,Dati della Protezione Civile del 20 Dicembre 2020 ore 20:06
Campania,891,180568,83966,1451,1673,2%,1554,27,-2.8&,119,2.06,-2.5%,Dati della Protezione Civile del 20 Dicembre 2020 ore 20:06
Emilia-Romagna,1751,155593,60916,1364,3053,5%,2852,64,1.2&,201,4.5,-2.4%,Dati della Protezione Civile del 20 Dicembre 2020 ore 20:06
Friuli Venezia Giulia,658,45191,13262,1095,657,5%,602,50,1.3&,55,4.54,0%,Dati della Protezione Civile del 20 Dicembre 2020 ore 20:06
Lazio,1213,149018,76780,1309,3090,4%,2784,47,0.4&,306,5.22,0%,Dati della Protezione Civile del 20 Dicembre 2020 ore 20:06
Liguria,285,57577,6835,443,765,11%,695,45,-1&,70,4.54,-1.4%,Dati della Protezione Civile del 20 Dicembre 2020 ore 20:06
Lombardia,1795,459218,68781,681,4924,7%,4341,43,-3.4&,583,5.77,-1.5%,Dati della Protezione Civile del 20 Dicembre 2020 ore 20:06
Marche,372,37269,9761,643,480,5%,416,27,0&,64,4.21,-1.5%,Dati della Protezione Civile del 20 Dicembre 2020 ore 20:06
Molise,62,6034,2747,909,69,3%,58,19,-1.7&,11,3.64,10%,Dati della Protezione Civile del 20 Dicembre 2020 ore 20:06
P.A. Bolzano,246,28122,10874,2044,190,2%,170,32,-2.9&,20,3.76,-13%,Dati della Protezione Civile del 20 Dicembre 2020 ore 20:06
P.A. Trento,108,20095,2392,441,430,18%,381,70,0.8&,49,9.03,-2%,Dati della Protezione Civile del 20 Dicembre 2020 ore 20:06
Piemonte,829,189357,38091,877,3610,9%,3389,78,-1.4&,221,5.09,-5.6%,Dati della Protezione Civile del 20 Dicembre 2020 ore 20:06
Puglia,791,80599,53872,1344,1605,3%,1436,36,0.3&,169,4.22,-4.5%,Dati della Protezione Civile del 20 Dicembre 2020 ore 20:06
Sardegna,311,28386,15836,971,598,4%,548,34,2.8&,50,3.07,-3.8%,Dati della Protezione Civile del 20 Dicembre 2020 ore 20:06
Sicilia,792,84529,33883,682,1254,4%,1076,22,0.5&,178,3.58,2.3%,Dati della Protezione Civile del 20 Dicembre 2020 ore 20:06
Toscana,483,115783,12806,344,1150,9%,963,26,-3.5&,187,5.02,-1.1%,Dati della Protezione Civile del 20 Dicembre 2020 ore 20:06
Umbria,113,27241,3883,441,295,8%,251,29,-3.8&,44,5,7.3%,Dati della Protezione Civile del 20 Dicembre 2020 ore 20:06
Valle d'Aosta,22,7031,472,376,82,17%,78,62,2.6&,4,3.19,0%,Dati della Protezione Civile del 20 Dicembre 2020 ore 20:06
Veneto,3869,216923,100089,2039,2966,3%,2627,54,1.2&,339,6.91,0%,Dati della Protezione Civile del 20 Dicembre 2020 ore 20:06
Italia,15104,1953185,622760,1034,27901,4%,25158,42,-0.8&,2743,4.55,-1.5%,Dati della Protezione Civile del 20 Dicembre 2020 ore 20:06
