Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,48,81.605,1.475,114,51,3%,46,4,000%,5,039,000%,Dati della Protezione Civile del 09 Ottobre 2021 ore 19:33
Basilicata,25,30.417,1.164,210,26,2%,26,5,-710%,0,000,000%,Dati della Protezione Civile del 09 Ottobre 2021 ore 19:33
Calabria,136,84.778,3.106,164,116,4%,107,6,-780%,9,048,1250%,Dati della Protezione Civile del 09 Ottobre 2021 ore 19:33
Campania,269,458.837,6.381,112,201,3%,188,3,-210%,13,023,-1880%,Dati della Protezione Civile del 09 Ottobre 2021 ore 19:33
Emilia-Romagna,267,426.190,14.897,334,350,2%,308,7,-580%,42,094,770%,Dati della Protezione Civile del 09 Ottobre 2021 ore 19:33
Friuli Venezia Giulia,56,114.338,875,73,50,6%,42,3,1350%,8,066,1430%,Dati della Protezione Civile del 09 Ottobre 2021 ore 19:33
Lazio,230,386.990,9.239,161,400,4%,348,6,-060%,52,090,200%,Dati della Protezione Civile del 09 Ottobre 2021 ore 19:33
Liguria,65,113.282,959,63,59,6%,53,3,600%,6,039,000%,Dati della Protezione Civile del 09 Ottobre 2021 ore 19:33
Lombardia,284,886.529,8.974,89,396,4%,339,3,150%,57,057,-500%,Dati della Protezione Civile del 09 Ottobre 2021 ore 19:33
Marche,49,114.441,2.303,152,55,2%,43,3,1320%,12,079,-770%,Dati della Protezione Civile del 09 Ottobre 2021 ore 19:33
Molise,1,14.540,83,28,3,4%,2,1,000%,1,033,000%,Dati della Protezione Civile del 09 Ottobre 2021 ore 19:33
P.A. Bolzano,52,77.431,867,163,31,4%,25,5,870%,6,113,000%,Dati della Protezione Civile del 09 Ottobre 2021 ore 19:33
P.A. Trento,22,48.607,337,62,16,5%,13,2,-1880%,3,055,000%,Dati della Protezione Civile del 09 Ottobre 2021 ore 19:33
Piemonte,196,380.463,3.322,77,178,5%,162,4,520%,16,037,-1580%,Dati della Protezione Civile del 09 Ottobre 2021 ore 19:33
Puglia,118,269.696,2.397,61,156,7%,136,3,070%,20,051,000%,Dati della Protezione Civile del 09 Ottobre 2021 ore 19:33
Sardegna,19,75.628,1.760,109,96,5%,84,5,-1600%,12,074,-2940%,Dati della Protezione Civile del 09 Ottobre 2021 ore 19:33
Sicilia,283,301.408,10.965,225,390,4%,348,7,-470%,42,086,500%,Dati della Protezione Civile del 09 Ottobre 2021 ore 19:33
Toscana,229,284.250,5.901,160,250,4%,223,6,-040%,27,073,-360%,Dati della Protezione Civile del 09 Ottobre 2021 ore 19:33
Umbria,41,64.110,706,81,50,7%,45,5,-820%,5,057,000%,Dati della Protezione Civile del 09 Ottobre 2021 ore 19:33
Valle d'Aosta,8,12.206,113,90,2,2%,2,2,000%,0,000,000%,Dati della Protezione Civile del 09 Ottobre 2021 ore 19:33
Veneto,350,472.292,9.478,194,183,2%,152,3,-130%,31,064,-2050%,Dati della Protezione Civile del 09 Ottobre 2021 ore 19:33
Italia,2.748,4.698.038,85.302,143,3.059,4%,2.692,5,-180%,367,062,-420%,Dati della Protezione Civile del 09 Ottobre 2021 ore 19:33
