Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,187,57954,13325,1020,759,6%,672,51,1.1%,87,6.66,3.6%,Dati della Protezione Civile del 09 Marzo 2021 ore 18:41
Basilicata,182,16799,3802,683,128,3%,114,20,2.7%,14,2.51,7.7%,Dati della Protezione Civile del 09 Marzo 2021 ore 18:41
Calabria,149,39608,6606,343,266,4%,231,12,4.5%,35,1.82,9.4%,Dati della Protezione Civile del 09 Marzo 2021 ore 18:41
Campania,2709,289574,91233,1577,1588,2%,1444,25,1.3%,144,2.49,-2.7%,Dati della Protezione Civile del 09 Marzo 2021 ore 18:41
Emilia-Romagna,2429,285021,58396,1307,3351,6%,3044,68,2.8%,307,6.87,7.3%,Dati della Protezione Civile del 09 Marzo 2021 ore 18:41
Friuli Venezia Giulia,598,81762,12210,1008,538,4%,478,39,4.6%,60,4.95,3.4%,Dati della Protezione Civile del 09 Marzo 2021 ore 18:41
Lazio,1431,246775,38577,658,2310,6%,2049,35,1.3%,261,4.45,3.2%,Dati della Protezione Civile del 09 Marzo 2021 ore 18:41
Liguria,248,80863,5930,384,583,10%,521,34,1.4%,62,4.02,-1.6%,Dati della Protezione Civile del 09 Marzo 2021 ore 18:41
Lombardia,4084,640362,82343,815,6027,7%,5416,54,4.2%,611,6.05,2.3%,Dati della Protezione Civile del 09 Marzo 2021 ore 18:41
Marche,423,73883,10158,669,734,7%,631,42,1%,103,6.78,-1%,Dati della Protezione Civile del 09 Marzo 2021 ore 18:41
Molise,24,11234,1584,524,125,8%,99,33,4.2%,26,8.6,30%,Dati della Protezione Civile del 09 Marzo 2021 ore 18:41
P.A. Bolzano,178,55590,4833,908,215,4%,176,33,-9.7%,39,7.33,0%,Dati della Protezione Civile del 09 Marzo 2021 ore 18:41
P.A. Trento,213,36222,3945,727,248,6%,199,37,0%,49,9.03,2.1%,Dati della Protezione Civile del 09 Marzo 2021 ore 18:41
Piemonte,2018,262453,23782,548,2660,11%,2432,56,2.6%,228,5.25,5.1%,Dati della Protezione Civile del 09 Marzo 2021 ore 18:41
Puglia,1286,157337,35805,893,1532,4%,1369,34,1.6%,163,4.07,-3.6%,Dati della Protezione Civile del 09 Marzo 2021 ore 18:41
Sardegna,146,41959,12720,780,209,2%,185,11,-2.6%,24,1.47,0%,Dati della Protezione Civile del 09 Marzo 2021 ore 18:41
Sicilia,595,157498,14202,286,777,5%,665,13,-0.6%,112,2.25,-6.7%,Dati della Protezione Civile del 09 Marzo 2021 ore 18:41
Toscana,1001,166452,22157,595,1424,6%,1215,33,3.5%,209,5.61,3.5%,Dati della Protezione Civile del 09 Marzo 2021 ore 18:41
Umbria,232,46713,6870,780,510,7%,431,49,-0.2%,79,8.97,-6%,Dati della Protezione Civile del 09 Marzo 2021 ore 18:41
Valle d'Aosta,8,8159,195,155,11,6%,9,7,0%,2,1.59,0%,Dati della Protezione Civile del 09 Marzo 2021 ore 18:41
Veneto,1608,344875,30210,616,1154,4%,1013,21,6.6%,141,2.87,2.9%,Dati della Protezione Civile del 09 Marzo 2021 ore 18:41
Italia,19749,3101093,478883,795,25149,5%,22393,37,2.6%,2756,4.57,2.1%,Dati della Protezione Civile del 09 Marzo 2021 ore 18:41
