Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,137,1369,13,185,23,Dati della Protezione Civile del 31 Maggio 2021 ore 17:38
Basilicata,57,444,1,88,13,Dati della Protezione Civile del 31 Maggio 2021 ore 17:38
Calabria,240,952,17,152,25,Dati della Protezione Civile del 31 Maggio 2021 ore 17:38
Campania,703,4143,62,620,36,Dati della Protezione Civile del 31 Maggio 2021 ore 17:38
Emilia-Romagna,530,6538,100,760,0,Dati della Protezione Civile del 31 Maggio 2021 ore 17:38
Friuli Venezia Giulia,38,1277,5,175,0,Dati della Protezione Civile del 31 Maggio 2021 ore 17:38
Lazio,929,6421,146,943,193,Dati della Protezione Civile del 31 Maggio 2021 ore 17:38
Liguria,129,1751,30,230,12,Dati della Protezione Civile del 31 Maggio 2021 ore 17:38
Lombardia,1051,8035,234,1416,114,Dati della Protezione Civile del 31 Maggio 2021 ore 17:38
Marche,110,1174,27,210,54,Dati della Protezione Civile del 31 Maggio 2021 ore 17:38
Molise,9,221,2,39,0,Dati della Protezione Civile del 31 Maggio 2021 ore 17:38
P.A. Bolzano,17,429,3,100,0,Dati della Protezione Civile del 31 Maggio 2021 ore 17:38
P.A. Trento,18,517,13,90,15,Dati della Protezione Civile del 31 Maggio 2021 ore 17:38
Piemonte,594,5824,81,628,99,Dati della Protezione Civile del 31 Maggio 2021 ore 17:38
Puglia,525,3772,60,560,0,Dati della Protezione Civile del 31 Maggio 2021 ore 17:38
Sardegna,139,1602,13,216,33,Dati della Protezione Civile del 31 Maggio 2021 ore 17:38
Sicilia,475,3509,59,753,196,Dati della Protezione Civile del 31 Maggio 2021 ore 17:38
Toscana,430,5033,110,511,24,Dati della Protezione Civile del 31 Maggio 2021 ore 17:38
Umbria,64,683,6,116,0,Dati della Protezione Civile del 31 Maggio 2021 ore 17:38
Valle d'Aosta,6,227,1,30,6,Dati della Protezione Civile del 31 Maggio 2021 ore 17:38
Veneto,281,6000,50,1000,0,Dati della Protezione Civile del 31 Maggio 2021 ore 17:38
Italia,6482,59921,1033,8822,843,Dati della Protezione Civile del 31 Maggio 2021 ore 17:38
