Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,29,75.805,1.200,93,24,2%,24,2,-400%,0,000,000%,Dati della Protezione Civile del 27 Luglio 2021 ore 18:33
Basilicata,29,27.253,565,102,13,2%,13,2,-1330%,0,000,000%,Dati della Protezione Civile del 27 Luglio 2021 ore 18:33
Calabria,110,70.397,2.424,128,59,2%,54,3,590%,5,026,000%,Dati della Protezione Civile del 27 Luglio 2021 ore 18:33
Campania,236,429.512,8.266,145,198,2%,188,3,000%,10,018,-1670%,Dati della Protezione Civile del 27 Luglio 2021 ore 18:33
Emilia-Romagna,299,392.186,5.296,119,171,3%,162,4,060%,9,020,1250%,Dati della Protezione Civile del 27 Luglio 2021 ore 18:33
Friuli Venezia Giulia,89,107.680,504,42,12,2%,10,1,2500%,2,017,000%,Dati della Protezione Civile del 27 Luglio 2021 ore 18:33
Lazio,543,355.389,7.519,131,289,4%,254,4,580%,35,061,290%,Dati della Protezione Civile del 27 Luglio 2021 ore 18:33
Liguria,139,104.790,958,63,41,4%,35,2,-790%,6,039,000%,Dati della Protezione Civile del 27 Luglio 2021 ore 18:33
Lombardia,641,850.134,9.041,90,209,2%,180,2,1920%,29,029,360%,Dati della Protezione Civile del 27 Luglio 2021 ore 18:33
Marche,67,104.983,1.654,109,16,1%,12,1,-2000%,4,026,000%,Dati della Protezione Civile del 27 Luglio 2021 ore 18:33
Molise,1,13.880,121,40,1,1%,1,0,000%,0,000,000%,Dati della Protezione Civile del 27 Luglio 2021 ore 18:33
P.A. Bolzano,33,73.686,293,55,10,3%,10,2,000%,0,000,000%,Dati della Protezione Civile del 27 Luglio 2021 ore 18:33
P.A. Trento,38,46.255,355,65,6,2%,6,1,-1430%,0,000,000%,Dati della Protezione Civile del 27 Luglio 2021 ore 18:33
Piemonte,224,364.879,1.733,40,70,4%,67,2,-150%,3,007,000%,Dati della Protezione Civile del 27 Luglio 2021 ore 18:33
Puglia,132,255.237,1.824,46,88,5%,78,2,400%,10,025,2500%,Dati della Protezione Civile del 27 Luglio 2021 ore 18:33
Sardegna,282,60.597,3.717,231,79,2%,70,4,940%,9,056,-1000%,Dati della Protezione Civile del 27 Luglio 2021 ore 18:33
Sicilia,436,239.989,8.508,175,264,3%,234,5,830%,30,062,710%,Dati della Protezione Civile del 27 Luglio 2021 ore 18:33
Toscana,271,249.203,4.595,124,128,3%,109,3,580%,19,051,1880%,Dati della Protezione Civile del 27 Luglio 2021 ore 18:33
Umbria,114,57.816,1.221,140,14,1%,12,1,910%,2,023,000%,Dati della Protezione Civile del 27 Luglio 2021 ore 18:33
Valle d'Aosta,5,11.748,51,41,1,2%,1,1,000%,0,000,000%,Dati della Protezione Civile del 27 Luglio 2021 ore 18:33
Veneto,804,433.627,10.465,214,107,1%,91,2,4220%,16,033,000%,Dati della Protezione Civile del 27 Luglio 2021 ore 18:33
Italia,4.522,4.325.046,70.310,118,1.800,3%,1.611,3,650%,189,032,380%,Dati della Protezione Civile del 27 Luglio 2021 ore 18:33
