Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,1.328,259.705,69.774,5.447,430,1%,416,32,-020%,14,109,000%,Dati della Protezione Civile del 24 Febbraio 2022 ore 18:29
Basilicata,502,81.509,19.785,3.629,113,1%,111,20,280%,2,037,000%,Dati della Protezione Civile del 24 Febbraio 2022 ore 18:29
Calabria,1.580,210.010,46.338,2.490,326,1%,301,16,-590%,25,134,-380%,Dati della Protezione Civile del 24 Febbraio 2022 ore 18:29
Campania,4.252,1.194.752,142.441,2.533,927,1%,870,15,-450%,57,101,-340%,Dati della Protezione Civile del 24 Febbraio 2022 ore 18:29
Emilia-Romagna,2.753,1.177.391,43.109,971,1.659,4%,1.564,35,-400%,95,214,-590%,Dati della Protezione Civile del 24 Febbraio 2022 ore 18:29
Friuli Venezia Giulia,810,306.311,21.210,1.765,287,1%,271,23,-940%,16,133,670%,Dati della Protezione Civile del 24 Febbraio 2022 ore 18:29
Lazio,5.361,1.058.945,164.289,2.867,1.693,1%,1.553,27,-410%,140,244,070%,Dati della Protezione Civile del 24 Febbraio 2022 ore 18:29
Liguria,1.250,341.616,16.106,1.061,419,3%,395,26,-660%,24,158,430%,Dati della Protezione Civile del 24 Febbraio 2022 ore 18:29
Lombardia,5.239,2.318.833,124.633,1.249,1.306,1%,1.196,12,-040%,110,110,-1540%,Dati della Protezione Civile del 24 Febbraio 2022 ore 18:29
Marche,1.791,322.378,23.045,1.538,260,1%,231,15,-410%,29,194,-940%,Dati della Protezione Civile del 24 Febbraio 2022 ore 18:29
Molise,296,38.065,6.500,2.209,26,0%,23,8,-800%,3,102,000%,Dati della Protezione Civile del 24 Febbraio 2022 ore 18:29
P.A. Bolzano,581,186.492,6.793,1.270,88,1%,85,16,-340%,3,056,5000%,Dati della Protezione Civile del 24 Febbraio 2022 ore 18:29
P.A. Trento,387,138.097,4.336,800,72,2%,65,12,-440%,7,129,000%,Dati della Protezione Civile del 24 Febbraio 2022 ore 18:29
Piemonte,2.192,971.840,49.054,1.147,1.115,2%,1.072,25,-410%,43,101,-850%,Dati della Protezione Civile del 24 Febbraio 2022 ore 18:29
Puglia,3.652,723.374,83.307,2.118,733,1%,689,18,-270%,44,112,-830%,Dati della Protezione Civile del 24 Febbraio 2022 ore 18:29
Sardegna,1.499,172.213,33.832,2.128,374,1%,348,22,-110%,26,164,-370%,Dati della Protezione Civile del 24 Febbraio 2022 ore 18:29
Sicilia,4.776,770.887,230.774,4.774,1.199,1%,1.130,23,-040%,69,143,-1480%,Dati della Protezione Civile del 24 Febbraio 2022 ore 18:29
Toscana,2.993,847.982,38.559,1.044,963,2%,894,24,-460%,69,187,620%,Dati della Protezione Civile del 24 Febbraio 2022 ore 18:29
Umbria,777,181.589,10.327,1.193,164,2%,158,18,000%,6,069,-2500%,Dati della Protezione Civile del 24 Febbraio 2022 ore 18:29
Valle d'Aosta,39,31.302,1.424,1.148,35,2%,31,25,690%,4,322,3330%,Dati della Protezione Civile del 24 Febbraio 2022 ore 18:29
Veneto,4.111,1.317.960,63.592,1.306,775,1%,722,15,-240%,53,109,-190%,Dati della Protezione Civile del 24 Febbraio 2022 ore 18:29
Italia,46.169,12.651.251,1.199.228,2.024,12.964,1%,12.125,20,-320%,839,142,-530%,Dati della Protezione Civile del 24 Febbraio 2022 ore 18:29
