Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,18,1324,1,185,23,Dati della Protezione Civile del 21 Luglio 2021 ore 18:17
Basilicata,19,342,0,88,13,Dati della Protezione Civile del 21 Luglio 2021 ore 18:17
Calabria,46,818,5,151,25,Dati della Protezione Civile del 21 Luglio 2021 ore 18:17
Campania,175,3832,13,569,87,Dati della Protezione Civile del 21 Luglio 2021 ore 18:17
Emilia-Romagna,141,6538,13,760,0,Dati della Protezione Civile del 21 Luglio 2021 ore 18:17
Friuli Venezia Giulia,8,1277,0,175,0,Dati della Protezione Civile del 21 Luglio 2021 ore 18:17
Lazio,151,6421,28,943,193,Dati della Protezione Civile del 21 Luglio 2021 ore 18:17
Liguria,15,1700,6,212,12,Dati della Protezione Civile del 21 Luglio 2021 ore 18:17
Lombardia,132,6369,28,1416,114,Dati della Protezione Civile del 21 Luglio 2021 ore 18:17
Marche,12,951,3,209,57,Dati della Protezione Civile del 21 Luglio 2021 ore 18:17
Molise,1,176,0,39,0,Dati della Protezione Civile del 21 Luglio 2021 ore 18:17
P.A. Bolzano,5,391,0,100,0,Dati della Protezione Civile del 21 Luglio 2021 ore 18:17
P.A. Trento,3,517,0,60,15,Dati della Protezione Civile del 21 Luglio 2021 ore 18:17
Piemonte,50,5824,3,628,99,Dati della Protezione Civile del 21 Luglio 2021 ore 18:17
Puglia,74,2799,8,462,0,Dati della Protezione Civile del 21 Luglio 2021 ore 18:17
Sardegna,47,1602,4,216,33,Dati della Protezione Civile del 21 Luglio 2021 ore 18:17
Sicilia,165,3002,20,643,196,Dati della Protezione Civile del 21 Luglio 2021 ore 18:17
Toscana,78,5033,13,446,37,Dati della Protezione Civile del 21 Luglio 2021 ore 18:17
Umbria,9,671,1,97,30,Dati della Protezione Civile del 21 Luglio 2021 ore 18:17
Valle d'Aosta,0,67,0,15,6,Dati della Protezione Civile del 21 Luglio 2021 ore 18:17
Veneto,47,6000,12,1000,0,Dati della Protezione Civile del 21 Luglio 2021 ore 18:17
Italia,1196,55654,158,8414,940,Dati della Protezione Civile del 21 Luglio 2021 ore 18:17
