Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,1.262,215.225,112.426,8.776,464,0%,428,33,390%,36,281,000%,Dati della Protezione Civile del 31 Gennaio 2022 ore 19:12
Basilicata,477,63.740,18.718,3.434,101,1%,96,18,110%,5,092,2500%,Dati della Protezione Civile del 31 Gennaio 2022 ore 19:12
Calabria,1.195,170.161,40.669,2.186,425,1%,401,22,100%,24,129,-2260%,Dati della Protezione Civile del 31 Gennaio 2022 ore 19:12
Campania,5.062,1.031.303,226.757,4.032,1.480,1%,1.391,25,-090%,89,158,110%,Dati della Protezione Civile del 31 Gennaio 2022 ore 19:12
Emilia-Romagna,8.983,1.050.480,372.179,8.384,2.850,1%,2.701,61,260%,149,336,-130%,Dati della Protezione Civile del 31 Gennaio 2022 ore 19:12
Friuli Venezia Giulia,1.032,268.017,62.230,5.179,561,1%,519,43,280%,42,350,-230%,Dati della Protezione Civile del 31 Gennaio 2022 ore 19:12
Lazio,6.615,882.358,286.738,5.004,2.351,1%,2.145,37,000%,206,359,100%,Dati della Protezione Civile del 31 Gennaio 2022 ore 19:12
Liguria,1.720,296.822,47.109,3.102,760,2%,727,48,200%,33,217,-570%,Dati della Protezione Civile del 31 Gennaio 2022 ore 19:12
Lombardia,5.417,2.129.081,372.141,3.728,3.267,1%,3.016,30,040%,251,251,-120%,Dati della Protezione Civile del 31 Gennaio 2022 ore 19:12
Marche,1.753,260.821,26.950,1.799,384,1%,322,21,560%,62,414,510%,Dati della Protezione Civile del 31 Gennaio 2022 ore 19:12
Molise,211,29.947,9.785,3.325,40,0%,37,13,280%,3,102,000%,Dati della Protezione Civile del 31 Gennaio 2022 ore 19:12
P.A. Bolzano,958,162.586,22.633,4.231,139,1%,126,24,1350%,13,243,3000%,Dati della Protezione Civile del 31 Gennaio 2022 ore 19:12
P.A. Trento,591,122.926,20.641,3.807,173,1%,149,27,280%,24,443,-400%,Dati della Protezione Civile del 31 Gennaio 2022 ore 19:12
Piemonte,6.241,873.864,140.241,3.281,2.238,2%,2.111,49,130%,127,297,160%,Dati della Protezione Civile del 31 Gennaio 2022 ore 19:12
Puglia,2.638,602.309,137.035,3.484,787,1%,728,19,-050%,59,150,-480%,Dati della Protezione Civile del 31 Gennaio 2022 ore 19:12
Sardegna,597,125.205,23.456,1.475,409,2%,376,24,190%,33,208,-290%,Dati della Protezione Civile del 31 Gennaio 2022 ore 19:12
Sicilia,3.328,623.669,244.960,5.068,1.637,1%,1.496,31,180%,141,292,070%,Dati della Protezione Civile del 31 Gennaio 2022 ore 19:12
Toscana,4.109,739.306,152.785,4.137,1.477,1%,1.365,37,380%,112,303,090%,Dati della Protezione Civile del 31 Gennaio 2022 ore 19:12
Umbria,593,155.072,23.002,2.658,223,1%,212,24,340%,11,127,000%,Dati della Protezione Civile del 31 Gennaio 2022 ore 19:12
Valle d'Aosta,56,29.117,4.638,3.738,71,2%,64,52,1030%,7,564,000%,Dati della Protezione Civile del 31 Gennaio 2022 ore 19:12
Veneto,4.877,1.151.107,247.513,5.083,1.660,1%,1.503,31,160%,157,322,-190%,Dati della Protezione Civile del 31 Gennaio 2022 ore 19:12
Italia,57.715,10.983.116,2.592.606,4.377,21.497,1%,19.913,34,150%,1.584,267,-060%,Dati della Protezione Civile del 31 Gennaio 2022 ore 19:12
