Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,186,1382,6,181,0,Dati della Protezione Civile del 20 Ottobre 2022 ore 23:45
Basilicata,28,336,1,79,14,Dati della Protezione Civile del 20 Ottobre 2022 ore 23:45
Calabria,144,944,7,168,0,Dati della Protezione Civile del 20 Ottobre 2022 ore 23:45
Campania,279,3868,12,575,0,Dati della Protezione Civile del 20 Ottobre 2022 ore 23:45
Emilia-Romagna,1054,9001,34,889,0,Dati della Protezione Civile del 20 Ottobre 2022 ore 23:45
Friuli Venezia Giulia,212,1277,6,175,0,Dati della Protezione Civile del 20 Ottobre 2022 ore 23:45
Lazio,614,6421,34,943,243,Dati della Protezione Civile del 20 Ottobre 2022 ore 23:45
Liguria,250,1579,11,218,12,Dati della Protezione Civile del 20 Ottobre 2022 ore 23:45
Lombardia,1181,10457,20,1810,0,Dati della Protezione Civile del 20 Ottobre 2022 ore 23:45
Marche,156,983,5,230,48,Dati della Protezione Civile del 20 Ottobre 2022 ore 23:45
Molise,11,176,0,39,26,Dati della Protezione Civile del 20 Ottobre 2022 ore 23:45
P.A. Bolzano,100,500,5,100,20,Dati della Protezione Civile del 20 Ottobre 2022 ore 23:45
P.A. Trento,78,517,4,90,0,Dati della Protezione Civile del 20 Ottobre 2022 ore 23:45
Piemonte,737,6794,18,628,99,Dati della Protezione Civile del 20 Ottobre 2022 ore 23:45
Puglia,148,2735,6,405,0,Dati della Protezione Civile del 20 Ottobre 2022 ore 23:45
Sardegna,97,1602,5,204,16,Dati della Protezione Civile del 20 Ottobre 2022 ore 23:45
Sicilia,266,3250,18,785,0,Dati della Protezione Civile del 20 Ottobre 2022 ore 23:45
Toscana,494,5033,12,570,13,Dati della Protezione Civile del 20 Ottobre 2022 ore 23:45
Umbria,212,662,2,86,41,Dati della Protezione Civile del 20 Ottobre 2022 ore 23:45
Valle d'Aosta,30,67,0,13,21,Dati della Protezione Civile del 20 Ottobre 2022 ore 23:45
Veneto,748,6000,36,1000,0,Dati della Protezione Civile del 20 Ottobre 2022 ore 23:45
Italia,7025,63584,242,9188,553,Dati della Protezione Civile del 20 Ottobre 2022 ore 23:45
