Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,229,36880,11317,867,514,5%,478,37,3.2&,36,2.76,-7.7%,Dati della Protezione Civile del 07 Gennaio 2021 ore 19:10
Basilicata,62,11471,6370,1144,98,2%,94,17,2.2&,4,0.72,0%,Dati della Protezione Civile del 07 Gennaio 2021 ore 19:10
Calabria,361,25747,8804,457,270,3%,249,13,2&,21,1.09,5%,Dati della Protezione Civile del 07 Gennaio 2021 ore 19:10
Campania,1052,196271,76359,1320,1481,2%,1385,24,1.7&,96,1.66,-3%,Dati della Protezione Civile del 07 Gennaio 2021 ore 19:10
Emilia-Romagna,2228,184889,56885,1273,2941,5%,2701,60,1.4&,240,5.37,1.7%,Dati della Protezione Civile del 07 Gennaio 2021 ore 19:10
Friuli Venezia Giulia,671,53943,12365,1021,725,6%,661,55,1.8&,64,5.28,3.2%,Dati della Protezione Civile del 07 Gennaio 2021 ore 19:10
Lazio,1779,174759,77923,1328,3192,4%,2882,49,1.4&,310,5.29,1.3%,Dati della Protezione Civile del 07 Gennaio 2021 ore 19:10
Liguria,196,62474,5301,344,773,15%,711,46,1.1&,62,4.02,-4.6%,Dati della Protezione Civile del 07 Gennaio 2021 ore 19:10
Lombardia,2799,493022,54242,537,3836,7%,3363,33,-1.8&,473,4.68,0.4%,Dati della Protezione Civile del 07 Gennaio 2021 ore 19:10
Marche,346,44876,13582,894,590,4%,521,34,1.8&,69,4.54,3%,Dati della Protezione Civile del 07 Gennaio 2021 ore 19:10
Molise,68,6864,1535,508,63,4%,55,18,-3.5&,8,2.65,-11.1%,Dati della Protezione Civile del 07 Gennaio 2021 ore 19:10
P.A. Bolzano,263,30714,11251,2115,230,2%,205,39,1&,25,4.7,-7.4%,Dati della Protezione Civile del 07 Gennaio 2021 ore 19:10
P.A. Trento,170,23073,1946,359,408,21%,361,67,0.6&,47,8.66,4.4%,Dati della Protezione Civile del 07 Gennaio 2021 ore 19:10
Piemonte,1004,203782,17699,408,2944,17%,2760,64,-0.5&,184,4.24,-4.2%,Dati della Protezione Civile del 07 Gennaio 2021 ore 19:10
Puglia,657,97603,53541,1336,1544,3%,1390,35,0.5&,154,3.84,0.7%,Dati della Protezione Civile del 07 Gennaio 2021 ore 19:10
Sardegna,340,32945,17059,1046,540,3%,492,30,-0.4&,48,2.94,2.1%,Dati della Protezione Civile del 07 Gennaio 2021 ore 19:10
Sicilia,1435,102641,38705,779,1424,4%,1228,25,3.2&,196,3.94,1%,Dati della Protezione Civile del 07 Gennaio 2021 ore 19:10
Toscana,667,123498,9500,255,973,10%,827,22,1.5&,146,3.92,0%,Dati della Protezione Civile del 07 Gennaio 2021 ore 19:10
Umbria,64,30139,4061,461,321,8%,277,31,0&,44,5,-2.2%,Dati della Protezione Civile del 07 Gennaio 2021 ore 19:10
Valle d'Aosta,33,7439,434,346,58,13%,57,45,5.6&,1,0.8,0%,Dati della Protezione Civile del 07 Gennaio 2021 ore 19:10
Veneto,3596,277331,92176,1878,2953,3%,2594,53,-0.7&,359,7.32,4.7%,Dati della Protezione Civile del 07 Gennaio 2021 ore 19:10
Italia,18020,2220361,571055,948,25878,5%,23291,39,0.5&,2587,4.29,0.6%,Dati della Protezione Civile del 07 Gennaio 2021 ore 19:10
