Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,152,84.398,2.620,202,91,3%,81,6,-120%,10,077,6670%,Dati della Protezione Civile del 12 Novembre 2021 ore 19:43
Basilicata,17,31.036,861,156,26,3%,25,5,420%,1,018,000%,Dati della Protezione Civile del 12 Novembre 2021 ore 19:43
Calabria,219,89.429,3.689,195,116,3%,107,6,-180%,9,048,000%,Dati della Protezione Civile del 12 Novembre 2021 ore 19:43
Campania,869,474.858,11.692,205,307,3%,290,5,000%,17,030,000%,Dati della Protezione Civile del 12 Novembre 2021 ore 19:43
Emilia-Romagna,712,438.168,9.760,219,404,4%,362,8,-030%,42,094,500%,Dati della Protezione Civile del 12 Novembre 2021 ore 19:43
Friuli Venezia Giulia,577,121.462,4.330,359,153,4%,134,11,550%,19,158,000%,Dati della Protezione Civile del 12 Novembre 2021 ore 19:43
Lazio,1.073,403.304,11.793,205,606,5%,537,9,040%,69,120,150%,Dati della Protezione Civile del 12 Novembre 2021 ore 19:43
Liguria,226,116.902,1.879,123,104,6%,95,6,-690%,9,059,000%,Dati della Protezione Civile del 12 Novembre 2021 ore 19:43
Lombardia,1.103,903.172,13.561,135,483,4%,434,4,610%,49,049,890%,Dati della Protezione Civile del 12 Novembre 2021 ore 19:43
Marche,210,118.151,3.020,200,91,3%,70,5,000%,21,139,000%,Dati della Protezione Civile del 12 Novembre 2021 ore 19:43
Molise,29,14.804,211,70,5,2%,4,1,-3330%,1,033,000%,Dati della Protezione Civile del 12 Novembre 2021 ore 19:43
P.A. Bolzano,386,81.671,3.073,577,71,2%,65,12,-440%,6,113,2000%,Dati della Protezione Civile del 12 Novembre 2021 ore 19:43
P.A. Trento,65,50.055,657,120,22,3%,20,4,000%,2,037,000%,Dati della Protezione Civile del 12 Novembre 2021 ore 19:43
Piemonte,397,388.767,5.553,129,266,5%,242,6,-040%,24,056,430%,Dati della Protezione Civile del 12 Novembre 2021 ore 19:43
Puglia,265,275.415,3.631,92,178,5%,159,4,260%,19,048,000%,Dati della Protezione Civile del 12 Novembre 2021 ore 19:43
Sardegna,96,76.945,1.756,109,55,3%,47,3,000%,8,050,000%,Dati della Protezione Civile del 12 Novembre 2021 ore 19:43
Sicilia,546,313.813,8.985,184,358,4%,308,6,-400%,50,103,640%,Dati della Protezione Civile del 12 Novembre 2021 ore 19:43
Toscana,430,293.773,7.127,193,285,4%,257,7,-520%,28,076,1670%,Dati della Protezione Civile del 12 Novembre 2021 ore 19:43
Umbria,96,66.124,1.474,169,44,3%,38,4,1180%,6,069,000%,Dati della Protezione Civile del 12 Novembre 2021 ore 19:43
Valle d'Aosta,19,12.412,115,92,7,6%,7,6,4000%,0,000,000%,Dati della Protezione Civile del 12 Novembre 2021 ore 19:43
Veneto,1.029,489.298,14.872,305,298,2%,243,5,660%,55,113,580%,Dati della Protezione Civile del 12 Novembre 2021 ore 19:43
Italia,8.516,4.843.957,110.659,186,3.970,4%,3.525,6,050%,445,075,550%,Dati della Protezione Civile del 12 Novembre 2021 ore 19:43
