Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,166,1382,7,181,0,Dati della Protezione Civile del 27 Ottobre 2022 ore 23:45
Basilicata,34,336,1,79,14,Dati della Protezione Civile del 27 Ottobre 2022 ore 23:45
Calabria,132,944,4,166,0,Dati della Protezione Civile del 27 Ottobre 2022 ore 23:45
Campania,268,3868,11,575,0,Dati della Protezione Civile del 27 Ottobre 2022 ore 23:45
Emilia-Romagna,1106,9001,30,889,0,Dati della Protezione Civile del 27 Ottobre 2022 ore 23:45
Friuli Venezia Giulia,203,1277,5,175,0,Dati della Protezione Civile del 27 Ottobre 2022 ore 23:45
Lazio,618,6421,32,943,243,Dati della Protezione Civile del 27 Ottobre 2022 ore 23:45
Liguria,242,1580,8,218,12,Dati della Protezione Civile del 27 Ottobre 2022 ore 23:45
Lombardia,1108,10457,23,1810,0,Dati della Protezione Civile del 27 Ottobre 2022 ore 23:45
Marche,148,983,7,230,48,Dati della Protezione Civile del 27 Ottobre 2022 ore 23:45
Molise,6,176,1,39,26,Dati della Protezione Civile del 27 Ottobre 2022 ore 23:45
P.A. Bolzano,89,500,0,100,20,Dati della Protezione Civile del 27 Ottobre 2022 ore 23:45
P.A. Trento,82,517,3,90,0,Dati della Protezione Civile del 27 Ottobre 2022 ore 23:45
Piemonte,680,6794,13,628,99,Dati della Protezione Civile del 27 Ottobre 2022 ore 23:45
Puglia,161,2735,8,405,0,Dati della Protezione Civile del 27 Ottobre 2022 ore 23:45
Sardegna,87,1602,7,204,16,Dati della Protezione Civile del 27 Ottobre 2022 ore 23:45
Sicilia,294,3263,18,785,0,Dati della Protezione Civile del 27 Ottobre 2022 ore 23:45
Toscana,475,5033,16,570,13,Dati della Protezione Civile del 27 Ottobre 2022 ore 23:45
Umbria,230,662,6,86,41,Dati della Protezione Civile del 27 Ottobre 2022 ore 23:45
Valle d'Aosta,16,67,0,13,21,Dati della Protezione Civile del 27 Ottobre 2022 ore 23:45
Veneto,736,6000,23,1000,0,Dati della Protezione Civile del 27 Ottobre 2022 ore 23:45
Italia,6881,63598,223,9186,553,Dati della Protezione Civile del 27 Ottobre 2022 ore 23:45
