Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,107,1382,3,181,0,Dati della Protezione Civile del 19 Giugno 2022 ore 23:45
Basilicata,36,362,0,79,14,Dati della Protezione Civile del 19 Giugno 2022 ore 23:45
Calabria,139,978,7,183,0,Dati della Protezione Civile del 19 Giugno 2022 ore 23:45
Campania,289,3939,15,575,0,Dati della Protezione Civile del 19 Giugno 2022 ore 23:45
Emilia-Romagna,690,9001,30,889,0,Dati della Protezione Civile del 19 Giugno 2022 ore 23:45
Friuli Venezia Giulia,90,1277,4,175,0,Dati della Protezione Civile del 19 Giugno 2022 ore 23:45
Lazio,493,6421,43,943,243,Dati della Protezione Civile del 19 Giugno 2022 ore 23:45
Liguria,149,1635,5,218,12,Dati della Protezione Civile del 19 Giugno 2022 ore 23:45
Lombardia,556,10457,16,1810,0,Dati della Protezione Civile del 19 Giugno 2022 ore 23:45
Marche,66,983,5,230,49,Dati della Protezione Civile del 19 Giugno 2022 ore 23:45
Molise,6,176,2,39,26,Dati della Protezione Civile del 19 Giugno 2022 ore 23:45
P.A. Bolzano,45,500,2,100,20,Dati della Protezione Civile del 19 Giugno 2022 ore 23:45
P.A. Trento,28,517,1,90,0,Dati della Protezione Civile del 19 Giugno 2022 ore 23:45
Piemonte,238,6794,6,628,99,Dati della Protezione Civile del 19 Giugno 2022 ore 23:45
Puglia,221,2903,8,503,0,Dati della Protezione Civile del 19 Giugno 2022 ore 23:45
Sardegna,92,1602,7,204,16,Dati della Protezione Civile del 19 Giugno 2022 ore 23:45
Sicilia,568,3589,22,795,0,Dati della Protezione Civile del 19 Giugno 2022 ore 23:45
Toscana,244,5033,8,570,13,Dati della Protezione Civile del 19 Giugno 2022 ore 23:45
Umbria,100,662,1,86,41,Dati della Protezione Civile del 19 Giugno 2022 ore 23:45
Valle d'Aosta,11,85,0,13,21,Dati della Protezione Civile del 19 Giugno 2022 ore 23:45
Veneto,230,6000,14,1000,0,Dati della Protezione Civile del 19 Giugno 2022 ore 23:45
Italia,4398,64296,199,9311,554,Dati della Protezione Civile del 19 Giugno 2022 ore 23:45
