Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,57,1324,11,181,19,Dati della Protezione Civile del 30 Ottobre 2021 ore 19:21
Basilicata,22,364,0,88,13,Dati della Protezione Civile del 30 Ottobre 2021 ore 19:21
Calabria,97,966,5,174,3,Dati della Protezione Civile del 30 Ottobre 2021 ore 19:21
Campania,248,3511,20,555,189,Dati della Protezione Civile del 30 Ottobre 2021 ore 19:21
Emilia-Romagna,291,7920,31,889,0,Dati della Protezione Civile del 30 Ottobre 2021 ore 19:21
Friuli Venezia Giulia,63,1277,12,175,0,Dati della Protezione Civile del 30 Ottobre 2021 ore 19:21
Lazio,376,6421,49,943,0,Dati della Protezione Civile del 30 Ottobre 2021 ore 19:21
Liguria,62,1700,10,217,12,Dati della Protezione Civile del 30 Ottobre 2021 ore 19:21
Lombardia,302,6369,44,1530,0,Dati della Protezione Civile del 30 Ottobre 2021 ore 19:21
Marche,50,964,19,212,62,Dati della Protezione Civile del 30 Ottobre 2021 ore 19:21
Molise,5,176,2,39,26,Dati della Protezione Civile del 30 Ottobre 2021 ore 19:21
P.A. Bolzano,45,500,5,100,20,Dati della Protezione Civile del 30 Ottobre 2021 ore 19:21
P.A. Trento,16,517,2,90,0,Dati della Protezione Civile del 30 Ottobre 2021 ore 19:21
Piemonte,173,5824,19,628,99,Dati della Protezione Civile del 30 Ottobre 2021 ore 19:21
Puglia,129,2745,17,482,0,Dati della Protezione Civile del 30 Ottobre 2021 ore 19:21
Sardegna,39,1602,5,204,16,Dati della Protezione Civile del 30 Ottobre 2021 ore 19:21
Sicilia,285,3700,33,895,0,Dati della Protezione Civile del 30 Ottobre 2021 ore 19:21
Toscana,244,5033,25,570,36,Dati della Protezione Civile del 30 Ottobre 2021 ore 19:21
Umbria,35,662,6,84,43,Dati della Protezione Civile del 30 Ottobre 2021 ore 19:21
Valle d'Aosta,4,83,0,33,0,Dati della Protezione Civile del 30 Ottobre 2021 ore 19:21
Veneto,164,6000,31,1000,0,Dati della Protezione Civile del 30 Ottobre 2021 ore 19:21
Italia,2707,57658,346,9089,538,Dati della Protezione Civile del 30 Ottobre 2021 ore 19:21
