Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPIA INTENSIVA,fonte
Abruzzo,1.036,557.288,28.725,2.242,141,0%,136,11,150%,5,039,000%,Dati della Protezione Civile del 28 Settembre 2022 ore 23:45
Basilicata,221,183.490,4.741,870,19,0%,19,3,560%,0,000,000%,Dati della Protezione Civile del 28 Settembre 2022 ore 23:45
Calabria,932,556.394,38.809,2.086,130,0%,121,7,340%,9,048,8000%,Dati della Protezione Civile del 28 Settembre 2022 ore 23:45
Campania,2.388,2.227.229,41.211,733,255,1%,245,4,790%,10,018,4290%,Dati della Protezione Civile del 28 Settembre 2022 ore 23:45
Emilia-Romagna,3.129,1.859.482,19.698,444,612,3%,593,13,-200%,19,043,1180%,Dati della Protezione Civile del 28 Settembre 2022 ore 23:45
Friuli Venezia Giulia,1.149,490.441,7.380,614,130,2%,125,10,330%,5,042,000%,Dati della Protezione Civile del 28 Settembre 2022 ore 23:45
Lazio,3.209,2.066.174,41.823,730,400,1%,375,7,-110%,25,044,000%,Dati della Protezione Civile del 28 Settembre 2022 ore 23:45
Liguria,921,574.184,5.598,369,117,2%,112,7,-890%,5,033,2500%,Dati della Protezione Civile del 28 Settembre 2022 ore 23:45
Lombardia,6.546,3.560.415,48.012,481,525,1%,517,5,380%,8,008,1430%,Dati della Protezione Civile del 28 Settembre 2022 ore 23:45
Marche,1.130,620.501,4.285,286,61,1%,57,4,1180%,4,027,000%,Dati della Protezione Civile del 28 Settembre 2022 ore 23:45
Molise,126,89.991,3.692,1.255,6,0%,6,2,-4000%,0,000,000%,Dati della Protezione Civile del 28 Settembre 2022 ore 23:45
P.A. Bolzano,579,263.160,3.334,623,93,3%,89,17,1270%,4,075,000%,Dati della Protezione Civile del 28 Settembre 2022 ore 23:45
P.A. Trento,696,212.588,3.421,631,59,2%,56,10,-670%,3,055,5000%,Dati della Protezione Civile del 28 Settembre 2022 ore 23:45
Piemonte,3.415,1.472.013,37.865,886,300,1%,295,7,070%,5,012,-1670%,Dati della Protezione Civile del 28 Settembre 2022 ore 23:45
Puglia,1.359,1.476.342,10.489,267,117,1%,112,3,470%,5,013,-1670%,Dati della Protezione Civile del 28 Settembre 2022 ore 23:45
Sardegna,494,448.923,4.328,272,66,2%,60,4,710%,6,038,2000%,Dati della Protezione Civile del 28 Settembre 2022 ore 23:45
Sicilia,1.314,1.647.458,21.703,449,177,1%,165,3,-520%,12,025,-1430%,Dati della Protezione Civile del 28 Settembre 2022 ore 23:45
Toscana,1.883,1.402.207,84.307,2.283,193,0%,191,5,210%,2,005,-5000%,Dati della Protezione Civile del 28 Settembre 2022 ore 23:45
Umbria,837,376.143,4.692,542,117,2%,115,13,-250%,2,023,000%,Dati della Protezione Civile del 28 Settembre 2022 ore 23:45
Valle d'Aosta,66,44.486,643,518,8,1%,8,6,1430%,0,000,000%,Dati della Protezione Civile del 28 Settembre 2022 ore 23:45
Veneto,5.202,2.266.373,44.617,916,328,1%,318,7,1000%,10,021,6670%,Dati della Protezione Civile del 28 Settembre 2022 ore 23:45
Italia,36.632,22.395.282,459.373,775,3.854,1%,3.715,6,170%,139,023,860%,Dati della Protezione Civile del 28 Settembre 2022 ore 23:45
