Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPIA INTENSIVA,fonte
Abruzzo,892,575.643,17.966,1.402,174,1%,168,13,-120%,6,047,10000%,Dati della Protezione Civile del 15 Ottobre 2022 ore 23:45
Basilicata,183,186.757,5.498,1.009,35,1%,35,6,000%,0,000,000%,Dati della Protezione Civile del 15 Ottobre 2022 ore 23:45
Calabria,764,570.733,11.723,630,166,1%,156,8,-130%,10,054,10000%,Dati della Protezione Civile del 15 Ottobre 2022 ore 23:45
Campania,2.193,2.264.381,45.964,817,288,1%,274,5,000%,14,025,000%,Dati della Protezione Civile del 15 Ottobre 2022 ore 23:45
Emilia-Romagna,3.335,1.917.605,45.892,1.034,987,2%,954,21,120%,33,074,-830%,Dati della Protezione Civile del 15 Ottobre 2022 ore 23:45
Friuli Venezia Giulia,1.302,511.617,13.907,1.157,232,2%,221,18,-180%,11,092,1000%,Dati della Protezione Civile del 15 Ottobre 2022 ore 23:45
Lazio,3.289,2.122.364,58.089,1.014,588,1%,548,10,600%,40,070,000%,Dati della Protezione Civile del 15 Ottobre 2022 ore 23:45
Liguria,1.115,591.779,10.275,677,212,2%,205,14,150%,7,046,1670%,Dati della Protezione Civile del 15 Ottobre 2022 ore 23:45
Lombardia,7.701,3.689.588,94.368,945,1.139,1%,1.123,11,200%,16,016,670%,Dati della Protezione Civile del 15 Ottobre 2022 ore 23:45
Marche,1.120,640.840,8.742,583,130,1%,124,8,250%,6,040,20000%,Dati della Protezione Civile del 15 Ottobre 2022 ore 23:45
Molise,143,92.296,4.210,1.431,10,0%,10,3,1110%,0,000,000%,Dati della Protezione Civile del 15 Ottobre 2022 ore 23:45
P.A. Bolzano,706,275.245,6.650,1.243,116,2%,112,21,-670%,4,075,000%,Dati della Protezione Civile del 15 Ottobre 2022 ore 23:45
P.A. Trento,636,223.965,5.402,996,96,2%,94,17,000%,2,037,000%,Dati della Protezione Civile del 15 Ottobre 2022 ore 23:45
Piemonte,3.843,1.544.523,57.125,1.336,771,1%,750,18,090%,21,049,000%,Dati della Protezione Civile del 15 Ottobre 2022 ore 23:45
Puglia,1.486,1.499.199,14.703,374,132,1%,125,3,-460%,7,018,1670%,Dati della Protezione Civile del 15 Ottobre 2022 ore 23:45
Sardegna,565,458.973,7.471,470,84,1%,79,5,-920%,5,031,000%,Dati della Protezione Civile del 15 Ottobre 2022 ore 23:45
Sicilia,1.257,1.668.932,17.417,360,250,1%,233,5,090%,17,035,-1500%,Dati della Protezione Civile del 15 Ottobre 2022 ore 23:45
Toscana,2.341,1.440.276,50.344,1.363,463,1%,446,12,-280%,17,046,-1050%,Dati della Protezione Civile del 15 Ottobre 2022 ore 23:45
Umbria,887,391.182,8.460,978,182,2%,181,21,400%,1,012,000%,Dati della Protezione Civile del 15 Ottobre 2022 ore 23:45
Valle d'Aosta,107,46.366,1.454,1.172,41,3%,41,33,1080%,0,000,000%,Dati della Protezione Civile del 15 Ottobre 2022 ore 23:45
Veneto,5.104,2.357.481,66.832,1.372,748,1%,713,15,060%,35,072,000%,Dati della Protezione Civile del 15 Ottobre 2022 ore 23:45
Italia,38.969,23.069.745,552.492,933,6.844,1%,6.592,11,080%,252,043,330%,Dati della Protezione Civile del 15 Ottobre 2022 ore 23:45
