Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPIA INTENSIVA,fonte
Abruzzo,850,547.199,27.943,2.181,110,0%,107,8,-360%,3,023,000%,Dati della Protezione Civile del 13 Settembre 2022 ore 23:45
Basilicata,195,181.219,6.425,1.179,23,0%,22,4,-1200%,1,018,000%,Dati della Protezione Civile del 13 Settembre 2022 ore 23:45
Calabria,814,547.635,44.943,2.416,142,0%,138,7,-680%,4,021,-2000%,Dati della Protezione Civile del 13 Settembre 2022 ore 23:45
Campania,2.321,2.202.779,63.231,1.124,273,0%,261,5,-370%,12,021,-1430%,Dati della Protezione Civile del 13 Settembre 2022 ore 23:45
Emilia-Romagna,0,1.836.555,15.000,338,761,5%,737,17,000%,24,054,000%,Dati della Protezione Civile del 13 Settembre 2022 ore 23:45
Friuli Venezia Giulia,681,481.166,4.963,413,115,2%,113,9,-1100%,2,017,000%,Dati della Protezione Civile del 13 Settembre 2022 ore 23:45
Lazio,2.113,2.037.175,41.637,727,429,1%,397,7,-890%,32,056,-860%,Dati della Protezione Civile del 13 Settembre 2022 ore 23:45
Liguria,706,566.130,4.551,300,146,3%,144,9,-400%,2,013,000%,Dati della Protezione Civile del 13 Settembre 2022 ore 23:45
Lombardia,4.364,3.505.261,32.283,323,546,2%,533,5,370%,13,013,-710%,Dati della Protezione Civile del 13 Settembre 2022 ore 23:45
Marche,699,611.183,3.932,262,57,1%,54,4,-180%,3,020,000%,Dati della Protezione Civile del 13 Settembre 2022 ore 23:45
Molise,70,88.668,3.908,1.328,12,0%,11,4,000%,1,034,000%,Dati della Protezione Civile del 13 Settembre 2022 ore 23:45
P.A. Bolzano,419,257.622,1.911,357,25,1%,24,4,-1720%,1,019,000%,Dati della Protezione Civile del 13 Settembre 2022 ore 23:45
P.A. Trento,342,207.012,1.945,359,51,3%,49,9,430%,2,037,000%,Dati della Protezione Civile del 13 Settembre 2022 ore 23:45
Piemonte,1.844,1.444.232,30.752,719,227,1%,221,5,-710%,6,014,000%,Dati della Protezione Civile del 13 Settembre 2022 ore 23:45
Puglia,1.173,1.463.949,10.767,274,158,1%,149,4,-1340%,9,023,000%,Dati della Protezione Civile del 13 Settembre 2022 ore 23:45
Sardegna,549,443.512,5.746,361,80,1%,75,5,-130%,5,031,000%,Dati della Protezione Civile del 13 Settembre 2022 ore 23:45
Sicilia,1.377,1.633.335,35.225,729,278,1%,251,5,-350%,27,056,-360%,Dati della Protezione Civile del 13 Settembre 2022 ore 23:45
Toscana,1.322,1.386.548,79.411,2.150,188,0%,182,5,460%,6,016,-1430%,Dati della Protezione Civile del 13 Settembre 2022 ore 23:45
Umbria,365,369.228,2.735,316,125,5%,125,14,330%,0,000,000%,Dati della Protezione Civile del 13 Settembre 2022 ore 23:45
Valle d'Aosta,41,43.997,594,479,6,1%,6,5,000%,0,000,000%,Dati della Protezione Civile del 13 Settembre 2022 ore 23:45
Veneto,2.916,2.223.196,36.133,742,279,1%,269,6,-430%,10,021,-3330%,Dati della Protezione Civile del 13 Settembre 2022 ore 23:45
Italia,23.161,22.077.601,454.035,766,4.031,1%,3.868,7,-300%,163,028,-740%,Dati della Protezione Civile del 13 Settembre 2022 ore 23:45
